NQUEST,NCOMP,nord,SEX,PARENT,NASC,ANASC,CIT,ANINGR,MOTIV,STACIV,STUDIO,TIPOLAU,VOTOEDU,SUEDU,SELODE,ANNOEDU,TIPODIP,UNIVER,PRESNORD,NORDP,MOTENT,ANNOENUS,B01,APQUAL2,ASNONOC2,NACE2,NESPLAV,EXLAV,ETALAV,DISLAV,DISANN1,DISANN2,CONTRIB,ACONTRIB,FCONTRIB,OCCNOW,PROBLAV1,CERC2,PROBLAV2,SALMIN,SMARTW,SMARTWA,SMARTWB,ETAPEN,COPPU,PREVCOM,COPPIP,B16,B17A,B17B,B18,B19A,B19B,B19C,ATTIVP,ISCO,NACE,ETALAV2,MISCOVID1,MISCOVID2,MISCOVIDV1,ETA,NASCREG,NASCAREA,IREG,PARENTP,smartwa1,CLETA5,QUAL,Q,SETT,CFRED,PERC,PERL,NPERL,NPERC,AREA3,AREA5,ACOM4C,ACOM5,PESOFIT,PESOFIT2
935746,4,1,2,1,1,1970,1,,,1,7,6,105,110,0,1995,3,,1,,,,1,2,,,1,,25,2,,,1,25,0,1,100,2,,,2,,,60,80,2,,1,2,2,2,2,2,2,,4110,19,,2,2,,50,5,1,5,,,3,2,1,4,0,1,1,2,2,1,2,2,5,0.8275956699,3351.5825708
935746,4,2,1,2,2,1966,1,2000,3,1,7,4,110,110,0,1990,3,,2,,,,1,4,,,1,,30,2,,,1,25,0,1,,2,,,2,,,,,2,,1,2,2,2,2,2,2,,1219,10,,2,2,,54,,,5,,,3,3,1,4,1,1,1,2,2,1,2,2,5,0.8275956699,3351.5825708
935746,4,3,1,6,1,2007,1,,,2,2,,,,,,,,2,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,13,5,1,5,,,1,7,3,5,0,0,0,2,2,1,2,2,5,0.8275956699,3351.5825708
935746,4,4,1,6,1,2009,1,,,2,2,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,11,5,1,5,,,1,7,3,5,0,0,0,2,2,1,2,2,5,0.8275956699,3351.5825708
935762,4,1,1,1,1,1936,1,,,1,3,,,,,,,,1,,,,2,15,4,15,3,1,15,2,,,1,42,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,84,4,1,5,,,5,6,3,5,0,1,0,1,3,1,2,1,3,0.5803559169,2350.3153128
935762,4,2,2,2,1,1932,1,,,1,5,,52,60,,1951,5,2,2,,,,2,15,1,7,1,,14,2,,,2,,,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,88,4,1,5,,,5,6,3,5,0,1,0,1,3,1,2,1,3,0.5803559169,2350.3153128
935762,4,3,1,6,1,1965,1,,,2,8,3,110,110,0,1990,3,,2,,,,1,5,,,1,,26,2,,,1,32,5,1,,2,,,2,,,,,2,,1,2,2,2,2,2,2,,2212,17,,2,2,,55,5,1,5,,,4,3,1,3,1,1,1,1,3,1,2,1,3,0.5803559169,2350.3153128
935762,4,4,2,9,1,2003,1,,,2,3,,,,,,,,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,17,5,1,5,,,1,7,3,5,0,0,0,1,3,1,2,1,3,0.5803559169,2350.3153128
935808,3,1,1,1,1,1957,1,,,4,5,,43,60,,1975,2,2,1,,,,1,2,,,1,,20,2,,,1,38,1,2,,2,,,,,,63,80,1,85,1,2,2,2,2,2,2,,4229,6,,2,2,,63,5,1,5,,,4,2,1,4,1,1,1,3,3,1,2,2,4,0.888005196,3596.2280201
935808,3,2,1,6,2,1990,1,1990,2,2,6,6,70,100,0,2018,2,,2,,,,1,1,,,1,,27,2,,,1,3,0,1,,2,,,2,,,,,2,,1,2,2,2,2,2,2,,8156,3,,2,2,,30,,,5,,,1,1,1,2,0,1,1,3,3,1,2,2,4,0.888005196,3596.2280201
935808,3,3,1,6,2,1996,1,1996,2,2,5,,68,100,,2015,2,2,2,,,,1,1,,,1,,20,2,,,1,2,0,1,,2,,,2,,,,,2,,1,2,2,2,2,2,2,,4321,8,,2,2,,24,,,5,,,1,1,1,4,0,1,1,3,3,1,2,2,4,0.888005196,3596.2280201
935825,4,1,2,1,2,1978,1,1993,1,1,3,,,,,,,,1,,,,1,2,,,1,,18,2,,,1,20,18,1,100,2,,,1,0,5,65,80,2,,1,2,2,2,2,2,2,,3313,3,,2,2,,42,,,6,,,2,2,1,2,0,1,1,2,2,1,2,0,2,0.0001984376,0.8036292235
935825,4,2,1,2,1,1967,1,,,1,3,,,,,,,,2,,,,1,7,,,1,,18,2,,,1,25,0,1,,2,,,2,,,,,,,2,1,2,2,2,2,2,,1324,3,,2,2,,53,19,3,6,,,3,4,2,2,1,1,1,2,2,1,2,0,2,0.0001984376,0.8036292235
935825,4,3,2,6,1,2005,1,,,2,3,,,,,,,,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,15,6,1,6,,,1,7,3,5,0,0,0,2,2,1,2,0,2,0.0001984376,0.8036292235
935825,4,4,1,6,1,2006,1,,,2,3,,,,,,,,2,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,14,6,1,6,,,1,7,3,5,0,0,0,2,2,1,2,0,2,0.0001984376,0.8036292235
935827,2,1,1,1,1,1946,1,,,1,7,6,90,110,0,1976,2,,1,,,,2,15,2,11,1,,16,2,,,1,35,3,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,74,6,1,6,,,5,6,3,5,0,1,0,0,2,1,2,0,2,1.477728833,5984.4805632
935827,2,2,2,2,1,1956,1,,,1,5,,10,10,,1975,2,2,1,,,,2,15,2,13,1,,19,2,,,1,41,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,64,6,1,6,,,4,6,3,5,1,1,0,0,2,1,2,0,2,1.477728833,5984.4805632
935831,2,1,1,1,1,1956,1,,,1,7,6,90,110,0,1985,2,,1,,,,2,21,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,64,6,1,6,,,4,7,3,5,0,0,0,1,1,1,2,0,2,1.2832220329,5196.7703026
935831,2,2,2,2,1,1956,1,,,1,7,6,95,110,0,1982,2,,1,,,,1,6,,,1,,28,2,,,1,40,0,1,100,2,,,1,8,8,65,50,,,2,1,2,2,2,2,2,,2412,11,,2,2,,64,6,1,6,,,4,4,2,4,1,1,1,1,1,1,2,0,2,1.2832220329,5196.7703026
935846,1,1,1,1,1,1958,1,,,2,2,,,,,,,,1,,,,2,21,,,1,,14,2,,,2,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,62,6,1,6,,,4,7,3,5,1,1,0,0,1,1,2,0,2,6.5460452914,26510.060532
935850,2,1,1,1,1,1950,1,,,1,8,3,100,110,1,1975,3,,1,,,,1,6,,,3,2,26,2,,,1,49,7,1,100,2,,,2,,,65,90,,,2,1,2,1,2,2,2,,2212,17,26,2,2,,70,16,3,6,,,5,4,2,3,1,1,1,1,2,1,2,2,4,0.1741052136,705.08827044
935850,2,2,2,2,1,1950,1,,,1,7,1,100,110,0,1976,3,,2,,,,2,15,3,16,2,1,26,2,,,1,40,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,70,5,1,6,,,5,6,3,5,0,1,0,1,2,1,2,2,4,0.1741052136,705.08827044
935852,2,1,1,1,1,1954,1,,,1,5,,44,60,,1974,2,2,1,,,,2,15,6,11,3,3,20,2,,,1,43,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,66,6,1,6,,,5,6,3,5,1,1,0,0,1,1,2,2,4,0.3449634319,1397.0269152
935852,2,2,2,2,1,1957,1,,,1,5,,46,60,,1977,2,2,2,,,,2,13,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,63,6,1,6,,,4,7,3,5,0,0,0,0,1,1,2,2,4,0.3449634319,1397.0269152
935853,1,1,1,1,1,1957,1,,,2,7,8,110,110,1,1981,3,,1,,,,1,6,,,1,,24,2,,,1,40,6,1,0,2,,,1,5,25,75,15,,,2,1,2,2,2,2,2,,2611,13,,2,2,,63,6,1,6,,,4,4,2,4,1,1,1,1,1,1,2,2,4,0.4001787021,1620.6367576
935862,2,1,1,1,1,1936,1,,,1,3,,,,,,,,1,,,,2,15,4,11,1,,21,2,,,1,46,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,84,6,1,6,,,5,6,3,5,1,1,0,0,1,1,2,2,4,0.4123326459,1669.8575881
935862,2,2,2,2,1,1937,1,,,1,4,,,,,,,,2,,,,2,13,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,83,6,1,6,,,5,7,3,5,0,0,0,0,1,1,2,2,4,0.4123326459,1669.8575881
935871,4,1,1,1,1,1975,1,,,1,7,4,99,110,0,2000,2,,1,,,,1,7,,,3,3,26,2,,,1,20,0,1,100,2,,,2,,,67,50,,,2,1,2,2,2,2,2,,3339,3,26,2,2,,45,6,1,6,,,3,4,2,2,1,1,1,2,2,1,2,2,4,0.8873235633,3593.4675559
935871,4,2,2,2,1,1978,1,,,1,7,9,90,110,0,2003,3,,2,,,,1,2,,,1,,26,2,,,1,17,0,1,,2,,,2,,,,,3,,1,2,2,2,2,2,2,,3341,19,,2,2,,42,6,1,6,,,2,2,1,4,0,1,1,2,2,1,2,2,4,0.8873235633,3593.4675559
935871,4,3,1,6,1,2010,1,,,2,2,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,10,6,1,6,,,1,7,3,5,0,0,0,2,2,1,2,2,4,0.8873235633,3593.4675559
935871,4,4,1,6,1,2013,1,,,2,1,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,7,6,1,6,,,1,7,3,5,0,0,0,2,2,1,2,2,4,0.8873235633,3593.4675559
935877,4,1,1,1,1,1976,1,,,1,7,4,107,110,0,2003,3,,1,,,,1,6,,,2,3,29,2,,,1,15,0,1,0,2,,,1,0,1,70,100,,,2,1,2,2,2,2,2,,2143,3,33,2,2,,44,15,3,6,,,2,4,2,2,0,1,1,2,2,1,2,2,4,0.8873235633,3593.4675559
935877,4,2,2,2,1,1976,1,,,1,7,8,110,110,1,1999,3,,2,,,,1,6,,,1,,31,2,,,1,13,0,1,,2,,,1,0,4,,,,,2,1,2,2,2,2,2,,2619,13,,2,2,,44,15,3,6,,,2,4,2,4,1,1,1,2,2,1,2,2,4,0.8873235633,3593.4675559
935877,4,3,1,6,1,2012,1,,,2,1,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,8,15,3,6,,,1,7,3,5,0,0,0,2,2,1,2,2,4,0.8873235633,3593.4675559
935877,4,4,1,6,1,2014,1,,,2,1,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,6,6,1,6,,,1,7,3,5,0,0,0,2,2,1,2,2,4,0.8873235633,3593.4675559
935892,1,1,1,1,1,1971,1,,,2,7,6,110,110,0,1996,2,,1,,,,1,6,,,1,,25,2,,,1,22,0,1,100,2,,,1,22,20,67,50,,,2,1,2,2,2,2,2,,2411,14,,2,2,,49,6,1,6,,,3,4,2,4,1,1,1,1,1,1,2,2,4,1.3247348083,5364.8880192
935893,2,1,1,1,1,1942,1,,,1,7,8,106,110,0,1966,3,,1,,,,1,6,,,1,,24,2,,,1,52,0,1,100,2,,,2,,,65,40,,,2,1,2,1,2,2,2,,2611,13,,2,2,,78,6,1,6,,,5,4,2,4,1,1,1,1,2,1,2,2,4,0.4534572027,1836.4031041
935893,2,2,2,2,1,1947,1,,,1,4,,,,,,,,2,,,,2,15,2,7,1,,25,2,,,1,16,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,73,6,1,6,,,5,6,3,5,0,1,0,1,2,1,2,2,4,0.4534572027,1836.4031041
935905,2,1,2,1,1,1951,1,,,2,5,,51,60,,1971,4,2,1,,,,2,15,2,20,2,1,21,2,,,1,35,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,69,6,1,6,,,5,6,3,5,1,1,0,0,2,1,2,2,4,1.4999976239,6074.6643261
935905,2,2,1,6,1,1989,1,,,2,3,,,,,,,,2,,,,2,16,,,0,,,,,,,,,2,,,,,,,,,,,,2,2,2,1,2,1,2,,0,,,,,,31,6,1,6,,,1,6,3,5,0,1,0,0,2,1,2,2,4,1.4999976239,6074.6643261
935906,3,1,1,1,1,1948,1,,,1,7,8,110,110,1,1971,3,,1,,,,2,15,5,15,2,1,24,2,,,1,52,4,1,100,,,,2,,,,,,,1,2,1,1,2,2,2,1,1112,15,65,2,2,,72,15,3,6,,,5,6,3,5,1,1,1,2,2,1,2,2,4,0.7528911352,3049.0454434
935906,3,2,2,2,1,1955,1,,,1,4,,,,,,,,2,,,,2,13,,,1,,21,2,,,1,2,0,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,65,6,1,6,,,5,7,3,5,0,0,0,2,2,1,2,2,4,0.7528911352,3049.0454434
935906,3,3,1,6,1,1979,1,,,2,5,,50,60,,1998,1,2,2,,,,1,7,,,1,,18,2,,,1,25,0,1,,2,,,1,2,0,,,,,2,1,2,2,2,2,2,,5222,7,,2,2,,41,6,1,6,,,2,4,2,4,0,1,1,2,2,1,2,2,4,0.7528911352,3049.0454434
935908,1,1,2,1,1,1954,1,,,4,5,,40,60,,1971,2,2,1,,,,2,15,2,7,1,,20,2,,,1,41,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,66,6,1,6,,,5,6,3,5,1,1,0,0,1,1,2,2,4,0.5663699576,2293.675218
935916,1,1,2,1,1,1957,1,,,2,7,1,108,110,0,1982,3,,1,,,,2,15,3,16,1,,23,2,,,1,39,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,63,6,1,6,,,4,6,3,5,1,1,0,0,1,1,2,2,4,0.4676845654,1894.0208305
935923,2,1,1,1,1,1942,1,,,1,5,,7,10,,1963,2,1,1,,,,2,15,2,8,2,3,21,2,,,1,32,1,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,78,12,2,6,,,5,6,3,5,1,1,0,0,2,1,2,2,4,0.2311833789,936.24243283
935923,2,2,2,2,1,1943,1,,,1,6,9,103,110,0,1967,3,,2,,,,2,15,3,16,1,,25,2,,,1,32,4,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,77,3,1,6,,,5,6,3,5,0,1,0,0,2,1,2,2,4,0.2311833789,936.24243283
935927,5,1,1,1,1,1972,1,,,1,7,8,100,110,0,1996,3,,1,,,,1,6,,,1,,29,2,,,1,20,0,1,100,2,,,2,,,70,50,,,2,1,2,2,2,2,2,,2611,13,,2,2,,48,8,1,6,,,3,4,2,4,1,1,1,2,2,1,2,2,4,0.8453769433,3423.5928628
935927,5,2,2,2,1,1972,1,,,1,7,8,105,110,0,1998,3,,2,,,,1,6,,,1,,30,2,,,1,19,0,1,,2,,,2,,,,,,,2,1,2,2,2,2,2,,2611,13,,2,2,,48,6,1,6,,,3,4,2,4,0,1,1,2,2,1,2,2,4,0.8453769433,3423.5928628
935927,5,3,1,6,1,2005,1,,,2,3,,,,,,,,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,15,6,1,6,,,1,7,3,5,0,0,0,2,2,1,2,2,4,0.8453769433,3423.5928628
935927,5,4,1,6,1,2007,1,,,2,3,,,,,,,,2,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,13,6,1,6,,,1,7,3,5,0,0,0,2,2,1,2,2,4,0.8453769433,3423.5928628
935927,5,5,1,6,1,2012,1,,,2,1,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,8,6,1,6,,,1,7,3,5,0,0,0,2,2,1,2,2,4,0.8453769433,3423.5928628
935940,2,1,1,1,1,1961,1,,,3,5,,37,60,,1981,3,1,1,,,,1,2,,,1,,24,2,,,1,36,0,1,70,2,,,1,0,25,67,70,1,80,1,2,2,2,2,2,2,,2514,13,,2,2,,59,6,1,6,,,4,2,1,4,1,1,1,2,2,1,2,2,4,0.3201484977,1296.5318256
935940,2,2,2,3,1,1967,1,,,2,7,4,91,110,0,1996,3,,2,,,,1,2,,,1,,30,2,,,1,23,0,1,,2,,,1,0,25,,,1,,1,2,2,2,1,2,2,,2514,13,,2,2,,53,6,1,6,,,3,2,1,4,0,1,1,2,2,1,2,2,4,0.3201484977,1296.5318256
935941,3,1,1,1,1,1973,1,,,2,5,,42,60,,1991,3,2,1,,,,1,7,,,2,3,21,2,,,1,26,0,1,100,2,,,1,10,25,67,50,,,2,1,2,2,2,2,2,,5221,7,40,1,2,1200,47,6,1,6,,,3,4,2,4,0,1,1,2,2,1,2,2,4,2.2034025028,8923.3011881
935941,3,2,2,3,1,1975,1,,,2,6,6,108,110,0,2003,3,,1,,,,1,6,,,3,3,21,2,,,1,25,0,1,100,2,,,1,5,10,65,50,,,2,1,2,2,2,2,2,,2411,19,35,2,2,,45,6,1,6,,,3,4,2,4,1,1,1,2,2,1,2,2,4,2.2034025028,8923.3011881
935941,3,3,1,6,1,2014,1,,,2,1,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,6,6,1,6,,,1,7,3,5,0,0,0,2,2,1,2,2,4,2.2034025028,8923.3011881
935943,1,1,2,1,1,1998,1,,,2,5,,72,100,,2017,3,1,1,,,,2,17,,,1,,21,1,1,,2,,,2,,2,,,,,,,,,,2,2,2,2,2,2,1,,0,,,,,,22,5,1,6,,,1,7,3,5,1,1,0,0,1,1,2,2,4,4.8867640321,19790.332106
935944,2,1,1,1,2,1973,2,2006,3,1,4,,,,,,,,1,,,,1,1,,,4,1,18,2,,,1,5,0,1,100,2,,,2,,,67,20,4,,1,2,2,2,2,2,2,,9333,7,45,2,2,,47,,,6,,,3,1,1,4,0,1,1,2,2,1,2,2,4,1.3385162455,5420.6998443
935944,2,2,2,2,2,1979,2,2006,3,1,4,,,,,,,,1,,,,1,1,,,1,,26,2,,,1,6,0,2,,1,80,10,,,,65,30,4,,1,2,2,2,2,2,2,,9111,20,,2,2,,41,,,6,,,2,1,1,4,1,1,1,2,2,1,2,2,4,1.3385162455,5420.6998443
935953,2,1,1,1,1,1941,1,,,1,3,,,,,,,,1,,,,2,15,8,3,2,2,25,2,,,1,40,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,79,6,1,6,,,5,6,3,5,1,1,0,0,2,1,2,1,3,1.2443099885,5039.1849806
935953,2,2,2,2,1,1943,1,,,1,5,,8,10,,1962,2,2,1,,,,2,15,10,3,2,3,34,2,,,1,32,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,77,6,1,6,,,5,6,3,5,0,1,0,0,2,1,2,1,3,1.2443099885,5039.1849806
935960,2,1,1,1,2,1957,1,1960,1,1,8,3,110,110,0,1983,3,,1,,,,1,5,,,1,,28,2,,,1,43,6,1,100,2,,,2,,,63,80,2,,1,2,2,1,2,2,2,,2212,17,,2,2,,63,,,6,,,4,3,1,3,0,1,1,2,2,1,2,1,3,0.3744477032,1516.4318054
935960,2,2,2,2,1,1957,1,,,1,8,3,106,110,0,1982,3,,2,,,,1,6,,,2,3,27,2,,,1,33,0,1,,2,,,2,,,,,,,2,1,2,2,2,2,2,,2212,17,31,2,2,,63,5,1,6,,,4,4,2,3,1,1,1,2,2,1,2,1,3,0.3744477032,1516.4318054
935987,4,1,1,1,1,1965,1,,,1,7,4,110,110,0,1994,2,,1,,,,1,2,,,3,1,14,2,,,1,29,1,1,100,2,,,1,0,2,67,80,2,,1,2,2,2,2,2,2,,4110,3,30,2,2,,55,6,1,6,,,4,2,1,2,0,1,1,2,2,1,2,1,3,0.6966885444,2821.4371673
935987,4,2,2,2,1,1961,1,,,1,7,3,100,110,0,1989,3,,2,,,,1,6,,,1,,30,2,,,1,30,0,1,,2,,,2,,,,,,,2,1,2,2,2,2,2,,2211,17,,2,2,,59,6,1,6,,,4,4,2,3,1,1,1,2,2,1,2,1,3,0.6966885444,2821.4371673
935987,4,3,2,6,1,1997,1,,,2,6,10,109,110,0,2020,4,,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,23,6,1,6,,,1,7,3,5,0,0,0,2,2,1,2,1,3,0.6966885444,2821.4371673
935987,4,4,1,6,1,1999,1,,,2,5,,81,100,,2018,3,1,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,21,6,1,6,,,1,7,3,5,0,0,0,2,2,1,2,1,3,0.6966885444,2821.4371673
935993,2,1,2,1,1,1941,1,,,1,5,,50,60,,1960,2,2,1,,,,2,13,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,79,6,1,6,,,5,7,3,5,0,0,0,1,1,1,2,2,4,0.2333672839,945.08677324
935993,2,2,1,2,1,1939,1,,,1,7,6,100,110,0,1965,3,,2,,,,1,6,,,1,,25,2,,,1,45,2,1,,2,,,2,,,,,,,2,1,2,1,2,2,2,,2421,13,,2,2,,81,3,1,6,,,5,4,2,4,1,1,1,1,1,1,2,2,4,0.2333672839,945.08677324
935994,3,1,1,1,1,1939,1,,,4,7,6,100,110,0,1969,2,,1,,,,1,6,,,1,,19,2,,,1,58,11,1,100,2,,,1,0,0,65,80,,,2,1,2,1,2,2,2,,1221,19,,2,2,,81,7,1,6,,,5,4,2,4,1,1,1,2,2,1,2,2,4,1.0950507019,4434.7173141
935994,3,2,2,6,1,1972,1,,,3,8,6,100,110,0,1994,3,,2,,,,1,4,,,1,,23,2,,,1,10,0,1,,2,,,1,0,18,,,2,,1,2,2,2,2,2,2,,1112,19,,2,2,,48,6,1,6,,,3,3,1,4,0,1,1,2,2,1,2,2,4,1.0950507019,4434.7173141
935994,3,3,2,9,2,2008,1,2008,1,2,2,,,,,,,,2,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,12,,,6,,,1,7,3,5,0,0,0,2,2,1,2,2,4,1.0950507019,4434.7173141
935999,2,1,1,1,1,1932,1,,,1,7,6,97,110,0,1957,3,,1,,,,2,15,4,11,1,,25,2,,,1,40,4,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,88,3,1,6,,,5,6,3,5,1,1,0,0,1,1,2,2,4,0.3687707439,1493.4413539
935999,2,2,2,2,1,1935,1,,,1,5,,8,10,,1954,3,2,2,,,,2,13,,,1,,26,2,,,1,10,0,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,85,3,1,6,,,5,7,3,5,0,0,0,0,1,1,2,2,4,0.3687707439,1493.4413539
936001,2,1,1,1,1,1957,1,,,1,7,1,110,110,1,1980,3,,1,,,,1,5,,,1,,24,2,,,1,39,0,2,,2,,,,,,63,80,2,,1,2,2,2,2,2,2,,1221,11,,2,2,,63,6,1,6,,,4,3,1,4,1,1,1,2,2,1,2,2,4,0.3809983768,1542.9606094
936001,2,2,2,2,1,1958,1,,,1,7,9,110,110,1,1982,3,,2,,,,1,3,,,1,,26,2,,,1,37,0,2,,2,,,,,,,,2,,1,2,2,2,2,2,2,,2320,16,,2,2,,62,5,1,6,,,4,2,1,3,0,1,1,2,2,1,2,2,4,0.3809983768,1542.9606094
936004,2,1,1,1,1,1958,1,,,1,3,,,,,,,,1,,,,1,7,,,3,3,14,2,,,1,40,0,1,100,2,,,2,,,67,50,,,2,1,2,2,2,2,2,,1120,19,33,2,2,,62,6,1,6,,,4,4,2,4,1,1,1,2,2,1,2,2,4,0.9303611004,3767.7602261
936004,2,2,2,2,1,1962,1,,,1,3,,,,,,,,2,,,,1,2,,,1,,18,2,,,1,30,0,1,,2,,,2,,,,,2,,1,2,2,2,2,2,2,,4110,19,,2,2,,58,6,1,6,,,4,2,1,4,0,1,1,2,2,1,2,2,4,0.9303611004,3767.7602261
936011,4,1,1,1,1,1965,1,,,1,7,6,110,110,1,1990,3,,1,,,,1,5,,,1,,25,2,,,1,31,0,2,,1,50,60,,,,65,80,1,90,1,2,2,2,2,2,2,,1221,11,,2,2,,55,6,1,6,,,4,3,1,4,1,1,1,1,1,1,2,2,4,0.4857179396,1967.0520759
936011,4,2,2,2,1,1966,1,,,1,5,,42,60,,1984,5,2,2,,,,2,13,,,3,1,21,2,,,1,15,0,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,54,6,1,6,,,3,7,3,5,0,0,0,1,1,1,2,2,4,0.4857179396,1967.0520759
936011,4,3,1,6,1,1999,1,,,2,5,,76,100,,2018,3,1,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,21,6,1,6,,,1,7,3,5,0,0,0,1,1,1,2,2,4,0.4857179396,1967.0520759
936011,4,4,1,6,1,2002,1,,,2,3,,,,,,,,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,18,6,1,6,,,1,7,3,5,0,0,0,1,1,1,2,2,4,0.4857179396,1967.0520759
936017,3,1,1,1,1,1957,1,,,1,8,3,110,110,0,1983,3,,1,,,,1,6,,,1,,26,2,,,1,38,0,1,80,2,,,2,,,70,80,,,2,1,2,2,2,2,2,,2212,17,,2,2,,63,6,1,6,,,4,4,2,3,1,1,1,2,2,1,2,2,4,1.3621978134,5516.6050468
936017,3,2,2,2,1,1975,1,,,1,6,3,110,110,0,2005,3,,2,,,,1,6,,,1,,30,2,,,1,15,0,1,,2,,,2,,,,,,,2,1,2,2,2,2,2,,2261,17,,2,2,,45,6,1,6,,,3,4,2,3,0,1,1,2,2,1,2,2,4,1.3621978134,5516.6050468
936017,3,3,2,6,1,2012,1,,,2,1,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,8,6,1,6,,,1,7,3,5,0,0,0,2,2,1,2,2,4,1.3621978134,5516.6050468
936029,4,1,2,1,1,1967,1,,,1,7,6,96,110,0,1991,2,,1,,,,1,6,,,1,,27,2,,,1,25,0,1,100,2,,,1,0,2,65,70,,,2,1,2,2,2,2,2,,2411,13,,2,2,,53,5,1,6,,,3,4,2,4,0,1,1,2,2,1,2,2,4,0.442528609,1792.1446751
936029,4,2,1,2,1,1966,1,,,1,7,6,93,110,0,1990,3,,2,,,,1,6,,,1,,27,2,,,1,26,0,1,,2,,,1,0,2,,,,,2,1,2,2,2,2,2,,2411,13,,2,2,,54,6,1,6,,,3,4,2,4,1,1,1,2,2,1,2,2,4,0.442528609,1792.1446751
936029,4,3,1,6,1,2000,1,,,2,5,,70,100,,2019,3,1,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,20,6,1,6,,,1,7,3,5,0,0,0,2,2,1,2,2,4,0.442528609,1792.1446751
936029,4,4,2,6,1,2002,1,,,2,5,,96,100,,2020,3,1,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,18,6,1,6,,,1,7,3,5,0,0,0,2,2,1,2,2,4,0.442528609,1792.1446751
