NQUEST,nord,YL1,YL2,YTP1,YTP2,YTA1,YTA11,YTA12,YTA2,YTA31,YCA1,YCA2,YTA32,YTA4,YTA5,YL,YTP,YTA3,YTA,YT,YM,YCA,YCF1,YCF2,YCF3,YCF4,YCF,YC,Y
954632,3,0,0,10400,0,0,0,0,0,0,0,0,0,0,0,0,10400,0,0,10400,0,0,0,0,0,0,0,0,10400
954635,1,16000,0,0,0,1200,1200,0,0,0,0,4800,3600,0,0,16000,0,-3600,-2400,-2400,0,4800,30.988702722,0,0,807.45184022,-776.4631375,4023.5368625,17623.536863
954640,1,0,0,19500,0,0,0,0,0,0,0,6000,0,0,0,0,19500,0,0,19500,0,6000,79.695716509,0,0,0,79.695716509,6079.6957165,25579.695717
954640,2,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,0,9100,0,0,9100,4000,0,0,0,0,0,0,0,13100
954645,1,0,0,0,0,0,0,0,0,0,0,8600,0,0,0,0,0,0,0,0,37000,8600,166.38755737,0,0,1973.771165,-1807.383608,6792.6163924,43792.616392
954645,2,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,0,0,19000
954714,1,20000,0,0,0,0,0,0,0,0,0,6000,0,0,0,20000,0,0,0,0,0,6000,21.692091905,0,0,717.73496908,-696.0428772,5303.9571228,25303.957123
954714,2,0,0,3510,0,0,0,0,0,0,0,0,0,0,0,0,3510,0,0,3510,0,0,0,0,0,0,0,0,3510
954721,1,0,0,0,0,0,0,0,0,0,0,4800,0,0,9600,0,0,0,9600,9600,40000,4800,12.395481089,0,0,1220.1494474,-1207.753966,3592.2460337,53192.246034
954721,2,2000,0,0,0,500,0,500,0,0,0,0,0,0,0,2000,0,0,500,500,0,0,0,0,0,0,0,0,2500
954756,1,0,0,17680,0,0,0,0,0,0,12000,18281.544936,0,0,0,0,17680,0,0,17680,45000,30281.544936,77.471756805,0,98.562350957,0,176.03410776,30457.579044,93137.579044
954756,2,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,13000
954757,1,0,0,0,0,0,0,0,0,0,37000,12000,0,0,0,0,0,0,0,0,42857.142857,49000,21.692091905,0,0,0,21.692091905,49021.692092,91878.834949
954757,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17142.857143,0,0,0,0,0,0,0,17142.857143
954757,3,13200,0,0,0,0,0,0,0,0,0,0,0,0,0,13200,0,0,0,0,0,0,0,0,0,0,0,0,13200
954758,1,17114.24,0,0,0,1885.7644991,885.76449912,1000,1000,0,0,0,0,0,0,17114.235501,0,0,2885.7644991,2885.7644991,0,0,37.186443267,0,0,0,37.186443267,37.186443267,20037.186443
954758,2,9800,0,0,0,0,0,0,0,0,0,0,0,0,0,9800,0,0,0,0,0,0,0,0,0,0,0,0,9800
954758,3,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,25000
954758,4,0,0,15262,0,0,0,0,0,0,0,0,0,0,0,0,15262,0,0,15262,0,0,0,0,0,0,0,0,15262
954763,1,0,0,0,0,0,0,0,0,0,0,8400,0,0,0,0,0,0,0,0,18000,8400,46.483054083,0,0,3588.6748454,-3542.191791,4857.8082087,22857.808209
954763,2,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,18000
954764,1,0,0,0,0,0,0,0,0,0,0,17400,0,0,0,0,0,0,0,0,35000,17400,216.92091905,0,0,0,216.92091905,17616.920919,52616.920919
954764,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,20000
954775,1,0,0,0,0,0,0,0,0,0,0,18000,0,1200,0,0,0,0,1200,1200,15000,18000,216.92091905,0,39.424940383,0,256.34585944,18256.345859,34456.345859
954777,1,0,0,6500,0,0,0,0,0,0,35000,12000,0,0,0,0,6500,0,0,6500,0,47000,123.95481089,0,0,0,123.95481089,47123.954811,53623.954811
954777,2,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,0,9100,0,0,9100,0,0,0,0,0,0,0,0,9100
954792,1,21600,0,0,0,0,0,0,0,0,0,7000,0,0,0,21600,0,0,0,0,0,7000,61.977405444,0,0,0,61.977405444,7061.9774054,28661.977405
954792,2,15600,0,0,0,0,0,0,0,0,0,0,0,0,0,15600,0,0,0,0,0,0,0,0,0,0,0,0,15600
954793,1,1600,0,0,0,0,0,0,0,0,0,15600,0,0,0,1600,0,0,0,0,0,15600,7.7471756805,0,0,0,7.7471756805,15607.747176,17207.747176
954815,1,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,20000,18000,5.2494565134,0,0,1794.3374227,-1789.087966,16210.912034,36210.912034
954815,2,9000,150,0,0,0,0,0,0,0,0,0,0,0,0,9150,0,0,0,0,0,0,0,0,0,0,0,0,9150
954827,1,0,0,22100,0,0,0,0,0,0,0,21400,0,0,0,0,22100,0,0,22100,0,21400,55.7796649,116.54332039,1050.8,0,1223.1229853,22623.122985,44723.122985
954860,1,37870.34,0,0,0,1129.66,1129.66,0,0,0,0,0,600,0,0,37870.34,0,-600,529.66,529.66,0,0,28.819493532,0,0,0,28.819493532,28.819493532,38428.819494
954863,1,19500,0,0,0,0,0,0,0,0,0,14400,0,1200,0,19500,0,0,1200,1200,0,14400,144.53853703,0,473.46952258,0,618.00805961,15018.00806,35718.00806
954863,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,1500
954868,1,0,0,0,0,0,0,0,0,0,0,12600,0,0,0,0,0,0,0,0,0,12600,21.692091905,0,121.16170949,0,142.85380139,12742.853801,12742.853801
954868,2,0,0,20300,0,0,0,0,0,0,0,0,0,0,0,0,20300,0,0,20300,0,0,0,0,0,0,0,0,20300
954872,1,0,0,8710,0,0,0,0,0,0,0,0,0,0,0,0,8710,0,0,8710,0,0,3.7186443267,0,0,0,3.7186443267,3.7186443267,8713.7186443
954872,2,11289.47,0,0,0,3010.5263158,3010.5263158,0,0,0,0,0,0,0,0,11289.473684,0,0,3010.5263158,3010.5263158,0,0,0,0,0,0,0,0,14300
954898,1,41000,0,0,0,100,0,100,0,0,0,7200,0,0,0,41000,0,0,100,100,0,7200,495.81924355,0,27.597458268,2691.5061341,-2168.089432,5031.9105678,46131.910568
954898,2,4600,0,0,0,0,0,0,0,0,0,0,0,0,0,4600,0,0,0,0,0,0,0,0,0,0,0,0,4600
954898,5,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,6000,0,0,0,0,0,0,0,0,6000
954907,1,40000,6000,0,0,0,0,0,0,0,0,37000,0,0,0,46000,0,0,0,0,0,37000,184.87066454,0,0,2601.7892629,-2416.918598,34583.081402,80583.081402
954907,2,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,25000
954911,1,0,0,26000,0,0,0,0,0,0,0,0,0,0,0,0,26000,0,0,26000,0,0,1.8035008878,0,0,0,1.8035008878,1.8035008878,26001.803501
954911,2,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,0,0,0,0,0,0,0,0,0,0,0,0,17000
954911,3,0,0,6000,0,5500,0,5500,0,0,0,0,0,0,0,0,6000,0,5500,11500,0,0,0,0,0,0,0,0,11500
954929,1,36500,0,0,0,0,0,0,0,0,0,19600,0,0,0,36500,0,0,0,0,0,19600,30.988702722,0,0,4629.3905506,-4598.401848,15001.598152,51501.598152
954929,2,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,21000,0,0,0,0,0,0,0,0,0,0,0,0,21000
954936,1,30000,762,0,0,0,0,0,0,0,0,18000,0,0,0,30762,0,0,0,0,0,18000,144.77278812,0,0,199.36883104,-54.59604292,17945.403957,48707.403957
954936,2,27000,0,0,0,4000,4000,0,0,0,0,0,0,0,0,27000,0,0,4000,4000,0,0,0,0,0,0,0,0,31000
954944,1,31000,0,0,0,0,0,0,0,0,6000,0,0,0,0,31000,0,0,0,0,0,6000,27.88983245,0,0,2153.2049072,-2125.315075,3874.6849252,34874.684925
954944,2,6000,0,0,0,10000,10000,0,0,0,0,0,0,0,0,6000,0,0,10000,10000,0,0,0,0,0,0,0,0,16000
954944,3,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,11000
954946,1,18000,1200,0,0,0,0,0,0,0,0,9600,0,1100,0,19200,0,0,1100,1100,0,9600,6.1977405444,0,0,3086.260367,-3080.062627,6519.9373735,26819.937373
954946,2,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,0,0,0,0,0,0,0,0,0,8500
954955,1,42000,0,0,0,0,0,0,0,0,0,9600,0,0,0,42000,0,0,0,0,0,9600,6.6801415643,0,0,3229.8073609,-3223.127219,6376.8727807,48376.872781
954955,2,42000,0,0,0,0,0,0,0,0,0,0,0,0,0,42000,0,0,0,0,0,0,0,0,0,0,0,0,42000
954960,1,62000,0,0,0,0,0,0,0,0,0,18000,0,0,0,62000,0,0,0,0,0,18000,61.977405444,0,0,2207.0350299,-2145.057624,15854.942376,77854.942376
954960,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,25000
954964,1,0,0,0,0,0,0,0,0,0,0,7200,0,0,0,0,0,0,0,0,60000,7200,313.6965187,0,39.424940383,1794.3374227,-1441.215964,5758.7840364,65758.784036
954964,2,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,0,700,0,0,0,0,0,0,0,15700
954965,1,9600,0,0,0,0,0,0,0,0,0,9600,0,960,0,9600,0,0,960,960,0,9600,1.3140202252,0,0,0,1.3140202252,9601.3140202,20161.31402
954965,2,12000,200,0,0,0,0,0,0,0,0,0,0,0,0,12200,0,0,0,0,0,0,0,0,0,0,0,0,12200
954977,1,13423.73,0,0,0,976.27118644,976.27118644,0,0,0,0,7200,0,0,0,13423.728814,0,0,976.27118644,976.27118644,0,7200,77.471756805,0,0,2547.9591402,-2470.487383,4729.5126166,19129.512617
954977,2,20400,6000,0,0,0,0,0,0,0,0,0,0,0,0,26400,0,0,0,0,0,0,0,0,0,0,0,0,26400
954988,1,0,0,0,0,0,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,21000,24000,83.66949735,0,0,0,83.66949735,24083.669497,45083.669497
954988,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10000,0,0,0,0,0,0,0,-10000
954988,3,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,0,0,0,0,0,0,0,0,0,0,0,0,4200
955008,1,0,0,16900,0,0,0,0,0,0,0,0,6000,0,0,0,16900,-6000,-6000,10900,0,0,6.1977405444,0,0,0,6.1977405444,6.1977405444,10906.197741
955010,1,10000,0,0,0,5680,5000,680,0,0,0,12000,0,0,0,10000,0,0,5680,5680,0,12000,15.497450231,0,0,2153.2049072,-2137.707457,9862.292543,25542.292543
955010,2,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,14000
955017,1,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,3600,1.5494351361,0,0,0,1.5494351361,3601.5494351,3601.5494351
955017,2,0,0,6370,0,0,0,0,0,0,0,0,0,0,0,0,6370,0,0,6370,0,0,0,0,0,0,0,0,6370
955020,1,15000,0,0,0,0,0,0,0,0,0,6000,0,1000,0,15000,0,0,1000,1000,0,6000,8.3522780309,0,0,1650.7904289,-1642.438151,4357.5618491,20357.561849
955021,1,0,0,0,0,0,0,0,0,0,0,5400,0,0,0,0,0,0,0,0,25000,5400,42.661724067,0,0,1614.9036804,-1572.241956,3827.7580436,28827.758044
955066,1,0,0,0,0,0,0,0,0,0,9408,14400,0,0,0,0,0,0,0,0,0,23808,15.494351361,0,0,0,15.494351361,23823.494351,23823.494351
955066,2,0,0,18304,0,0,0,0,0,0,0,0,0,0,0,0,18304,0,0,18304,0,0,0,0,0,0,0,0,18304
955069,1,0,0,19600,0,0,0,0,0,0,0,7200,0,0,0,0,19600,0,0,19600,0,7200,3.7186443267,0,0,0,3.7186443267,7203.7186443,26803.718644
955069,2,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,7000,0,0,7000,0,0,0,0,0,0,0,0,7000
955071,1,0,0,0,0,0,0,0,0,0,0,7200,0,0,0,0,0,0,0,0,35000,7200,46.483054083,0,0,0,46.483054083,7246.4830541,42246.483054
955071,2,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,16000
955073,1,0,0,0,0,0,0,0,0,0,0,8400,0,1200,0,0,0,0,1200,1200,12000,8400,6.1977405444,0,67.022398651,2242.9217784,-2169.701639,6230.2983608,19430.298361
955073,2,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,21000,0,0,0,0,0,0,0,0,0,0,0,0,21000
955079,1,14000,0,0,0,0,0,0,0,0,0,9600,0,0,0,14000,0,0,0,0,0,9600,65.076275716,0,0,0,65.076275716,9665.0762757,23665.076276
955079,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,0,0,0,0,0,0,0,17000
955079,3,0,0,7865,0,0,0,0,0,0,0,0,0,0,0,0,7865,0,0,7865,0,0,0,0,0,0,0,0,7865
955079,4,0,0,7540,0,0,0,0,0,0,0,0,0,0,0,0,7540,0,0,7540,0,0,0,0,0,0,0,0,7540
955081,1,22000,1270,0,0,0,0,0,0,0,0,12000,0,0,0,23270,0,0,0,0,0,12000,77.471756805,0,0,1256.0361959,-1178.564439,10821.435561,34091.435561
955081,2,0,0,13650,0,0,0,0,0,0,0,0,0,0,0,0,13650,0,0,13650,0,0,0,0,0,0,0,0,13650
955102,1,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,26666.666667,25000,176.63560552,0,8.1363143093,0,184.77191983,25184.77192,51851.438586
955102,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13333.333333,0,0,0,0,0,0,0,13333.333333
955104,1,29000,0,0,0,0,0,0,0,0,0,12000,0,0,0,29000,0,0,0,0,0,12000,15.494351361,0,0,3409.2411031,-3393.746752,8606.2532482,37606.253248
955104,2,10000,0,0,0,3000,3000,0,0,0,0,0,0,0,0,10000,0,0,3000,3000,0,0,0,0,0,0,0,0,13000
955106,1,0,0,0,0,0,0,0,0,0,0,10800,7000,0,0,0,0,-7000,-7000,-7000,32000,10800,34.087572994,0,0,1794.3374227,-1760.24985,9039.7501503,34039.75015
955106,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23000,0,0,0,0,0,0,0,23000
955110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,0,34.087572994,0,0,0,34.087572994,34.087572994,9034.087573
955111,1,22000,0,0,0,0,0,0,0,0,0,9600,0,0,0,22000,0,0,0,0,0,9600,34.087572994,0,0,2422.3555206,-2388.267948,7211.7320523,29211.732052
955111,2,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,22000,0,0,0,0,0,0,0,0,0,0,0,0,22000
955121,1,49400,0,0,0,0,0,0,0,0,0,12000,12000,0,0,49400,0,-12000,-12000,-12000,0,12000,57.329100036,0,0,3409.2411031,-3351.912003,8648.0879969,46048.087997
955121,2,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,90000,0,0,0,0,0,0,0,0,0,0,0,0,90000
955132,1,0,0,0,0,0,0,0,0,0,0,8700,25000,0,0,0,0,-25000,-25000,-25000,40000,8700,5.5524809642,0,0,0,5.5524809642,8705.552481,23705.552481
955150,1,0,0,0,0,0,0,0,0,0,10200,7200,0,2000,0,0,0,0,2000,2000,35000,17400,309.88702722,0,0,2601.7892629,-2291.902236,15108.097764,52108.097764
955150,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,5000
955150,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,40000
955150,4,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,16000
955151,1,28870.34,0,4200,0,5329.66,1129.66,4200,0,0,0,8400,0,0,0,28870.34,4200,0,5329.66,9529.66,0,8400,21.47749126,0,0,4575.5604279,-4554.082937,3845.9170634,42245.917063
955151,2,3000,0,0,0,1200,1200,0,0,0,0,0,0,0,0,3000,0,0,1200,1200,0,0,0,0,0,0,0,0,4200
955152,1,0,0,0,0,0,0,0,0,0,0,7200,0,0,0,0,0,0,0,0,0,7200,30.988702722,0,0,0,30.988702722,7230.9887027,7230.9887027
955152,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,20000
955152,3,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,7000
955156,1,19740.68,0,0,0,2259.32,2259.32,0,0,0,0,7200,0,0,0,19740.68,0,0,2259.32,2259.32,0,7200,2.788983245,0,0,2870.9398763,-2868.150893,4331.8491069,26331.849107
955156,3,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,3000
955158,1,0,0,0,0,0,0,0,0,0,1110,27050,0,0,0,0,0,0,0,0,17000,28160,34.087572994,0,7.8849880766,3588.6748454,-3546.702284,24613.297716,41613.297716
955158,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,10000
955163,1,24000,0,0,0,0,0,0,0,0,31000,12000,0,0,0,24000,0,0,0,0,0,43000,74.734636182,0,0,1076.6024536,-1001.867817,41998.132183,65998.132183
955163,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,40000
955163,3,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,4500
955166,1,0,0,24700,0,0,0,0,0,0,0,14600,0,0,0,0,24700,0,0,24700,0,14600,30.988702722,0,0,0,30.988702722,14630.988703,39330.988703
955166,2,0,0,12590,0,0,0,0,0,0,0,0,0,0,0,0,12590,0,0,12590,0,0,0,0,0,0,0,0,12590
955167,1,0,0,0,0,0,0,0,0,0,56000,71000,0,0,0,0,0,0,0,0,44000,127000,22.612865357,0,22140.825007,0,22163.437872,149163.43787,193163.43787
955167,2,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0,13000,0,0,0,0,0,0,0,0,13000
955172,1,0,0,10400,0,0,0,0,0,0,0,6600,0,0,0,0,10400,0,0,10400,25000,6600,30.988702722,0,0,0,30.988702722,6630.9887027,42030.988703
955172,2,0,0,16900,0,0,0,0,0,0,0,0,0,0,0,0,16900,0,0,16900,0,0,0,0,0,0,0,0,16900
955175,1,0,0,0,0,0,0,0,0,0,0,11400,0,1200,0,0,0,0,1200,1200,18000,11400,30.988702722,0,0,3588.6748454,-3557.686143,7842.3138573,27042.313857
955175,2,17000,700,0,0,0,0,0,0,0,0,0,0,0,0,17700,0,0,0,0,0,0,0,0,0,0,0,0,17700
955176,1,10234.04,0,0,0,2765.9574468,2765.9574468,0,0,0,0,12000,0,0,0,10234.042553,0,0,2765.9574468,2765.9574468,0,12000,47.796615179,0,0,3768.1085877,-3720.311972,8279.6880275,21279.688028
955176,2,17500,0,0,0,0,0,0,0,0,0,0,0,0,0,17500,0,0,0,0,0,0,0,0,0,0,0,0,17500
955179,1,30000,1000,0,0,0,0,0,0,0,3000,17000,0,0,0,31000,0,0,0,0,0,20000,339.82331778,0,104.84554855,2332.6386495,-1887.969783,18112.030217,49112.030217
955179,2,25000,100,0,0,0,0,0,0,0,0,0,0,0,0,25100,0,0,0,0,0,0,0,0,0,0,0,0,25100
955183,1,30000,0,0,0,0,0,0,0,0,7000,12000,0,0,0,30000,0,0,0,0,0,19000,92.966108166,0,0,4485.8435568,-4392.877449,14607.122551,44607.122551
955183,2,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,35000,0,0,0,0,0,0,0,0,0,0,0,0,35000
955194,1,0,0,0,0,900,0,900,0,0,200,200,0,2450,0,0,0,0,3350,3350,7000,400,3.0988702722,0,0,0,3.0988702722,403.09887027,10753.09887
955194,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,3000
955204,1,0,0,42900,0,0,0,0,0,0,0,18000,0,0,0,0,42900,0,0,42900,0,18000,619.77405444,0,788.49880766,628.01809795,780.25476415,18780.254764,61680.254764
955204,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,0,80000
955216,1,0,0,12350,0,0,0,0,0,0,0,3600,0,0,0,0,12350,0,0,12350,0,3600,0,0,0,0,0,3600,15950
955216,2,0,0,9750,0,0,0,0,0,0,0,0,0,0,0,0,9750,0,0,9750,0,0,0,0,0,0,0,0,9750
955219,1,15600,0,0,0,0,0,0,0,0,0,6600,0,0,0,15600,0,0,0,0,0,6600,30.988702722,0,0,430.64098145,-399.6522787,6200.3477213,21800.347721
955219,2,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0,13000,0,0,0,0,0,0,0,0,13000
955219,3,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,2400
955224,1,14500,0,0,0,0,0,0,0,0,0,12000,0,0,0,14500,0,0,0,0,0,12000,12.395481089,0,0,1794.3374227,-1781.941942,10218.058058,24718.058058
955228,1,0,0,15300,0,0,0,0,0,0,0,4200,0,0,0,0,15300,0,0,15300,8000,4200,6.1977405444,0,78.849880766,0,85.04762131,4285.0476213,27585.047621
955233,1,13000,0,0,0,0,0,0,0,0,0,4800,0,1410,0,13000,0,0,1410,1410,0,4800,46.483054083,0,39.424940383,645.96147217,-560.0534777,4239.9465223,18649.946522
955233,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,25000
955233,3,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,1000
955234,1,0,0,0,0,0,0,0,0,0,0,7200,0,1800,0,0,0,0,1800,1800,9000,7200,108.46045953,0,0,0,108.46045953,7308.4604595,18108.46046
955235,1,0,0,0,0,0,0,0,0,0,0,0,2400,1200,0,0,0,-2400,-1200,-1200,15000,0,6.1977405444,0,0,0,6.1977405444,6.1977405444,13806.197741
955237,1,0,0,16640,0,0,0,0,0,0,0,6000,0,0,0,0,16640,0,0,16640,0,6000,1.3656654434,0,0,0,1.3656654434,6001.3656654,22641.365665
955238,1,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,2000,6000,3.0988702722,0,0,0,3.0988702722,6003.0988703,8003.0988703
955240,1,75000,6000,0,0,0,0,0,0,0,0,7200,0,0,0,81000,0,0,0,0,0,7200,36.162079491,0,1678.4904392,0,1714.6525187,8914.6525187,89914.652519
955240,2,42000,0,0,0,0,0,0,0,0,0,0,0,0,0,42000,0,0,0,0,0,0,0,0,0,0,0,0,42000
955244,1,26000,0,0,0,0,0,0,0,0,0,4800,5000,0,0,26000,0,-5000,-5000,-5000,0,4800,5.4980958409,0,0,0,5.4980958409,4805.4980958,25805.498096
955246,1,0,0,5590,0,0,0,0,0,0,0,9600,0,0,0,0,5590,0,0,5590,0,9600,0,0,0,0,0,9600,15190
955246,2,0,0,5590,0,0,0,0,0,0,0,0,0,0,0,0,5590,0,0,5590,0,0,0,0,0,0,0,0,5590
955246,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,8000
955248,1,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,20000,6000,46.483054083,0,0,0,46.483054083,6046.4830541,26046.483054
955249,1,0,0,0,0,0,0,0,0,0,0,4800,7200,0,0,0,0,-7200,-7200,-7200,10000,4800,30.988702722,0,0,0,30.988702722,4830.9887027,7630.9887027
955254,1,0,0,0,0,0,0,0,0,0,0,12200,0,0,0,0,0,0,0,0,25000,12200,7.7471756805,0,0,0,7.7471756805,12207.747176,37207.747176
955254,3,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,9000
955264,1,0,0,10868,0,0,0,0,0,0,0,3600,0,0,0,0,10868,0,0,10868,0,3600,0,0,0,0,0,3600,14468
955265,1,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,8000,6000,179.44314866,0,0,0,179.44314866,6179.4431487,14179.443149
955265,2,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,18000
955267,1,42000,0,0,0,0,0,0,0,0,0,5700,0,500,0,42000,0,0,500,500,0,5700,30.988702722,0,0,1973.771165,-1942.782462,3757.2175378,46257.217538
955267,3,4500,0,0,0,4000,2000,2000,0,0,0,0,0,0,0,4500,0,0,4000,4000,0,0,0,0,0,0,0,0,8500
955271,1,22000,0,0,0,0,0,0,0,0,0,6000,0,0,0,22000,0,0,0,0,0,6000,59.757222999,0,0,0,59.757222999,6059.757223,28059.757223
955271,3,16000,0,0,0,1000,1000,0,0,0,0,0,0,0,0,16000,0,0,1000,1000,0,0,0,0,0,0,0,0,17000
955273,1,0,0,13000,0,0,0,0,0,0,0,3000,0,0,0,0,13000,0,0,13000,0,3000,0,0,0,0,0,3000,16000
955274,1,22300,500,0,0,0,0,0,0,0,0,12000,0,0,0,22800,0,0,0,0,3840,12000,15.494351361,0,39.424940383,1327.8096928,-1272.890401,10727.109599,37367.109599
955274,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,20000
955293,1,0,0,0,0,0,0,0,0,0,0,7781.234861,0,0,0,0,0,0,0,0,2000,7781.234861,45.796163534,0,0,0,45.796163534,7827.0310245,9827.0310245
955296,1,0,0,13000,0,0,0,0,0,0,0,10979.944785,0,0,0,0,13000,0,0,13000,0,10979.944785,54.260456551,0,0,0,54.260456551,11034.205242,24034.205242
955296,2,0,0,39000,0,0,0,0,0,0,0,0,0,0,0,0,39000,0,0,39000,0,0,0,0,0,0,0,0,39000
955301,1,0,0,0,0,0,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,7000,89.220569973,0,0,0,89.220569973,7089.22057,7089.22057
955301,2,0,0,31200,0,0,0,0,0,0,0,0,0,0,0,0,31200,0,0,31200,0,0,0,0,0,0,0,0,31200
955304,1,0,0,0,0,0,0,0,0,0,0,42000,0,2200,0,0,0,0,2200,2200,50000,42000,22.858347623,0,7.0833089268,0,29.94165655,42029.941657,94229.941657
955304,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955307,1,0,0,0,0,0,0,0,0,0,0,7750,5000,0,0,0,0,-5000,-5000,-5000,5000,7750,23.978983152,0,209.58890603,1076.6024536,-843.0345644,6906.9654356,6906.9654356
955307,2,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,-5000,-5000,-5000,15000,0,0,0,0,0,0,0,10000
955308,1,42000,0,0,0,0,0,0,0,0,0,16800,3000,0,0,42000,0,-3000,-3000,-3000,0,16800,23.532053669,80.977328167,479.79062489,4126.9760722,-3542.676065,13257.323935,52257.323935
955308,2,0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,5200,0,0,5200,0,0,0,0,0,0,0,0,5200
