NQUEST,Y,CN,CD1,CD2,CD,C,S
863331,27614.087573,19453,0,0,0,19453,8161.087573
863333,22000.309887,15000,0,0,0,15000,7000.309887
863387,70094.192298,43260,0,0,0,43260,26834.192298
863402,55001.078754,40100,0,0,0,40100,14901.078754
863430,33043.001575,19700,0,0,0,19700,13343.001575
863458,45020.836266,19500,0,0,0,19500,25520.836266
863575,22390.285314,9900,15000,0,15000,24900,-2509.714686
863673,105152.63907,56440,0,200,200,56640,48512.639068
864120,40203.718644,32600,0,250,250,32850,7353.7186443
864133,93454.166154,36200,0,0,0,36200,57254.166154
864754,13801.549435,9600,0,0,0,9600,4201.5494351
864809,57199.870223,28400,0,4000,4000,32400,24799.870223
865481,12001.549435,20800,0,0,0,20800,-8798.450565
865483,16004.648305,19640,0,0,0,19640,-3635.351695
865491,13800.619774,14300,-1000,0,-1000,13300,500.61977405
865494,20607.747176,15700,0,250,250,15950,4657.7471757
865498,15500,14600,0,0,0,14600,900
865500,14300,15700,0,0,0,15700,-1400
865504,19652.277463,22700,0,0,0,22700,-3047.722537
865680,27254.648305,24500,0,350,350,24850,2404.6483054
865764,15233.09887,13200,0,0,0,13200,2033.0988703
865780,45006.197741,32000,0,0,0,32000,13006.197741
865806,58479.469098,35660,0,500,500,36160,22319.469098
865882,59260.964244,29000,0,0,0,29000,30260.964244
866382,11009.296611,12500,0,0,0,12500,-1490.703389
866386,18452.479096,21440,0,600,600,22040,-3587.520904
866387,10018.593222,12468,0,0,0,12468,-2449.406778
866960,44415.494351,26800,0,2000,2000,28800,15615.494351
867008,17704.167701,13500,0,0,0,13500,4204.1677013
867019,17808.534537,30300,0,0,0,30300,-12491.46546
867090,28360.608761,18600,0,0,0,18600,9760.6087607
867104,2402.4790962,4600,0,0,0,4600,-2197.520904
867114,28920.142657,18800,0,0,0,18800,10120.142657
867205,26015.494351,21500,0,0,0,21500,4515.4943514
867344,99184.464748,31032,0,0,0,31032,68152.464748
867373,39954.372887,26020,0,0,0,26020,13934.372887
867653,20411.155933,18460,0,0,0,18460,1951.155933
867784,56737.177662,53000,0,650,650,53650,3087.1776617
867914,19221.692092,23448,0,0,0,23448,-4226.307908
868093,20003.315791,16780,0,0,0,16780,3223.3157912
868098,41566.268907,30662,0,20000,20000,50662,-9095.731093
868165,20618.543267,15740,0,0,0,15740,4878.5432673
868231,57606.0679,25100,0,500,500,25600,32006.0679
868264,48000,43300,0,0,0,43300,4700
868294,3000,8100,0,0,0,8100,-5100
868337,37304.401298,24700,0,0,0,24700,12604.401298
868406,48013.635029,22900,0,0,0,22900,25113.635029
868474,50830.988703,15700,-2000,6000,4000,19700,31130.988703
868583,38856.197741,15450,0,0,0,15450,23406.197741
868805,24100,11000,350,0,350,11350,12750
868843,19902.482684,13800,0,0,0,13800,6102.4826844
869003,23366.706478,26380,29000,0,29000,55380,-32013.29352
869042,26800,14700,0,0,0,14700,12100
869043,63195.209921,61100,0,0,0,61100,2095.2099207
871009,13804.400153,12750,0,0,0,12750,1054.4001532
871078,10930.923633,6300,0,0,0,6300,4630.9236332
871218,19803.09887,10400,0,0,0,10400,9403.0988703
871237,38980.988703,33700,0,0,0,33700,5280.9887027
871272,8880,8600,0,0,0,8600,280
871273,39987.186443,32140,0,0,0,32140,7847.1864433
871320,101292.77432,43700,0,2000,2000,45700,55592.77432
871440,40196.727695,24800,0,750,750,25550,14646.727695
871517,17460.371077,16940,0,0,0,16940,520.37107706
871533,20606.197741,9600,0,0,0,9600,11006.197741
871618,11550,7550,0,0,0,7550,4000
871697,63719.21425,27631.609906,0,0,0,27631.609906,36087.604344
871747,12719.033042,14700,0,0,0,14700,-1980.966958
871798,12550,14200,0,0,0,14200,-1650
871807,11150,12624,0,0,0,12624,-1474
871811,22111.259018,12200,0,0,0,12200,9911.2590181
872005,20769.296611,12800,0,0,0,12800,7969.2966108
872027,18055.779665,28800,0,0,0,28800,-10744.22034
872073,42428.065869,28500,0,0,0,28500,13928.065869
872107,22878.619774,17680,0,0,0,17680,5198.6197741
872112,32025.519816,13740,0,0,0,13740,18285.519816
872122,11000.309887,12360,100,0,100,12460,-1459.690113
872133,34370.413643,16100,0,0,0,16100,18270.413643
872161,14321.977405,10200,0,0,0,10200,4121.9774054
872166,13712.395481,11600,0,0,0,11600,2112.3954811
872190,47292.966108,28400,0,0,0,28400,18892.966108
872306,47123.318617,29800,0,0,0,29800,17323.318617
872385,39364,10500,0,0,0,10500,28864
872633,11132.694157,10540,0,0,0,10540,592.6941572
872646,29072.395481,12920,0,0,0,12920,16152.395481
872698,11800,10600,0,0,0,10600,1200
872710,14409.916385,12300,0,0,0,12300,2109.9163849
872747,34561.974453,29500,0,0,0,29500,5061.9744526
872750,33664.240124,32020,0,0,0,32020,1644.2401244
872781,44515.935183,44100,0,0,0,44100,415.9351833
872795,14650,12600,0,0,0,12600,2050
872919,13522.395481,12000,0,0,0,12000,1522.3954811
872924,2.788983245,5120,0,0,0,5120,-5117.211017
873023,21994.562236,8600,0,0,0,8600,13394.562236
873042,23000,11000,0,0,0,11000,12000
873048,42208.944916,20900,12000,0,12000,32900,9308.9449162
873052,32807.747176,17400,0,0,0,17400,15407.747176
873166,48442.113647,18800,0,0,0,18800,29642.113647
873674,29561.140224,26920,0,0,0,26920,2641.1402241
873788,46467.642623,21440,0,0,0,21440,25027.642623
874134,400,4680,500,0,500,5180,-4780
874152,23169.296611,19060,0,0,0,19060,4109.2966108
874157,11400,11100,0,0,0,11100,300
874163,25390,18600,0,0,0,18600,6790
874168,16881,16300,0,0,0,16300,581
874213,24302.63404,14460,0,0,0,14460,9842.6340397
874225,21100.309887,30300,0,0,0,30300,-9199.690113
874274,19803.09887,14750,0,0,0,14750,5053.0988703
874278,15003.09887,14800,0,0,0,14800,203.09887027
874294,22560,17100,0,0,0,17100,5460
874323,39385.932216,25400,0,0,0,25400,13985.932216
874325,68362.603787,24100,0,3000,3000,27100,41262.603787
874330,59016.887008,27300,0,900,900,28200,30816.887008
874350,32653.09887,10400,0,0,0,10400,22253.09887
874375,23993.567274,22200,0,0,0,22200,1793.5672745
874392,60068.306351,44000,0,0,0,44000,16068.306351
874515,54694.392676,43102,0,1000,1000,44102,10592.392676
874593,27202.788983,22700,0,0,0,22700,4502.7889832
874607,16804.648305,23400,0,0,0,23400,-6595.351695
874612,20403.09887,18800,0,0,0,18800,1603.0988703
874631,32958.032489,13100,0,0,0,13100,19858.032489
874670,26902.788983,16400,0,0,0,16400,10502.788983
874704,16799.124922,13440,0,0,0,13440,3359.1249218
874756,43449.013623,25807.93384,500,0,500,26307.93384,17141.079783
874961,69453.139236,29600,11000,0,11000,40600,28853.139236
875011,36399.567318,19800,18500,0,18500,38300,-1900.432682
875017,29504.05486,13400,0,0,0,13400,16104.05486
875020,34601.560842,25000,0,0,0,25000,9601.5608418
875027,25446.483054,15700,0,0,0,15700,9746.4830541
875028,21509.296611,14900,0,0,0,14900,6609.2966108
875088,30501.775707,28000,0,800,800,28800,1701.775707
875095,47067.634523,43100,0,0,0,43100,3967.6345226
875096,49617.043786,48400,0,600,600,49000,617.0437865
875126,40843.384184,21500,0,0,0,21500,19343.384184
875139,39591.259516,23100,0,0,0,23100,16491.259516
875154,21030.988703,16700,0,0,0,16700,4330.9887027
875206,31049.148595,24600,0,850,850,25450,5599.1485953
875211,15009.296611,12700,7500,0,7500,20200,-5190.703389
875214,49975.048572,27600,0,0,0,27600,22375.048572
875221,19807.747176,16300,0,0,0,16300,3507.7471757
875280,33770.437865,36800,0,0,0,36800,-3029.562135
875336,19292.966108,15900,0,0,0,15900,3392.9661082
875426,42561.680464,27151.680464,0,0,0,27151.680464,15410
875514,19995.78984,14200,0,1500,1500,15700,4295.7898396
875523,20980.619774,17160,16000,0,16000,33160,-12179.38023
875528,28573.878535,24100,0,0,0,24100,4473.8785352
875542,20294.39293,17740,0,0,0,17740,2554.3929304
875557,18392.531613,13780,0,0,0,13780,4612.5316126
875562,43544.79359,22000,0,400,400,22400,21144.79359
875577,25209.296611,16400,0,0,0,16400,8809.2966108
875582,7205.1090609,9240,0,0,0,9240,-2034.890939
875585,54503.689287,36400,36000,0,36000,72400,-17896.31071
875635,58626.517741,19600,2000,1000,3000,22600,36026.517741
875654,23949.296611,21380,0,0,0,21380,2569.2966108
875686,26407.747176,22580,0,0,0,22580,3827.7471757
875851,7400,7080,0,0,0,7080,320
875855,53959.227773,39300,0,0,0,39300,14659.227773
875909,38543.09887,34900,0,0,0,34900,3643.0988703
875920,18006.197741,16860,0,0,0,16860,1146.1977405
875967,12050.929661,9000,0,0,0,9000,3050.9296611
875969,23408.416042,22700,400,1000,1400,24100,-691.583958
875977,36466.746774,24200,11000,1000,12000,36200,266.74677386
876018,8785.4943514,8500,0,0,0,8500,285.49435136
876020,35621.692092,19200,0,0,0,19200,16421.692092
876069,18850,13800,0,0,0,13800,5050
876079,27229.636726,13240,0,0,0,13240,13989.636726
876093,53157.747176,39500,0,0,0,39500,13657.747176
876115,42379.930658,21700,0,0,0,21700,20679.930658
876125,34840.551467,30900,0,0,0,30900,3940.5514666
876127,33452.135393,20100,0,0,0,20100,13352.135393
876218,7442.5077331,7020,0,0,0,7020,422.50773309
876272,46623.520557,21670,0,2100,2100,23770,22853.520557
876314,24291.113797,18120,0,0,0,18120,6171.1137966
876391,21456.197741,14200,0,0,0,14200,7256.1977405
876542,24043.09887,10000,0,0,0,10000,14043.09887
876651,20300,13700,0,0,0,13700,6600
876666,18003.09887,17600,0,0,0,17600,403.09887027
876694,60513.401173,31200,0,0,0,31200,29313.401173
876729,30802.788983,22200,0,0,0,22200,8602.7889832
876820,17734.087573,15100,0,0,0,15100,2634.087573
876833,9490,8100,0,0,0,8100,1390
877064,42181.182764,60800,0,0,0,60800,-18618.81724
877083,31292.966108,26200,0,0,0,26200,5092.9661082
877138,57881.966015,31770,0,0,0,31770,26111.966015
877267,26623.954811,22200,0,1100,1100,23300,3323.9548109
877285,62004.889832,40600,0,1600,1600,42200,19804.889832
877407,8822.4790962,8780,0,0,0,8780,42.479096218
877473,32487.311866,25200,0,0,0,25200,7287.311866
877553,5420.1426568,9150,0,0,0,9150,-3729.857343
877662,22141.127963,14240,12000,1200,13200,27440,-5298.872037
877697,55202.165595,21800,0,0,0,21800,33402.165595
877752,32521.692092,17700,15000,0,15000,32700,-178.3079081
877828,27666.659931,21100,0,0,0,21100,6566.6599307
877908,14154.139348,13640,0,0,0,13640,514.13934807
878094,22843.844347,11960,0,0,0,11960,10883.844347
878103,24374.818136,23660,0,0,0,23660,714.81813617
878142,32761.697342,17800,0,0,0,17800,14961.697342
878173,26662.619053,22050,0,0,0,22050,4612.6190533
878182,15000,23400,0,0,0,23400,-8400
878218,22830.318581,16400,0,0,0,16400,6430.3185811
878292,60146.964398,51500,0,0,0,51500,8646.9643983
878309,38884.409765,34400,0,500,500,34900,3984.4097646
878506,97091.649835,53107.428078,0,1400,1400,54507.428078,42584.221757
878510,29506.483054,16000,0,0,0,16000,13506.483054
878518,34430.988703,24000,0,0,0,24000,10430.988703
878573,21492.499797,11000,0,0,0,11000,10492.499797
878617,194542.0669,96000,10000,0,10000,106000,88542.066902
878684,30263.526841,19700,0,0,0,19700,10563.526841
878811,56459.549252,27300,0,0,0,27300,29159.549252
878831,44543.751849,22020,0,500,500,22520,22023.751849
878834,59230.988703,18360,0,1100,1100,19460,39770.988703
878873,35230.988703,24660,0,0,0,24660,10570.988703
878883,14173.778629,10840,0,0,0,10840,3333.7786295
879023,26230.988703,15000,0,0,0,15000,11230.988703
879192,18744.648305,12300,0,0,0,12300,6444.6483054
879229,37575.372887,26960,0,700,700,27660,9915.3728865
879257,48254.222743,27100,200,2100,2300,29400,18854.222743
879275,54205.361589,29596,0,0,0,29596,24609.361589
879319,45368.045742,31100,0,2200,2200,33300,12068.045742
879449,48569.735249,33600,0,0,0,33600,14969.735249
879484,33248.701611,29500,0,0,0,29500,3748.7016108
879487,23558.926572,18360,0,0,0,18360,5198.926572
879494,18541.549435,8700,0,0,0,8700,9841.5494351
879503,25996.483054,25600,0,0,0,25600,396.48305408
879543,11909.71786,11700,0,0,0,11700,209.71785956
879552,10200.425525,8000,0,0,0,8000,2200.4255248
879568,35811.680817,25600,0,0,0,25600,10211.680817
879591,12652.776392,12200,0,0,0,12200,452.77639203
879620,20506.197741,16300,0,0,0,16300,4206.1977405
879743,21245.005473,16400,0,0,0,16400,4845.0054735
879883,8877.8898324,9500,0,0,0,9500,-622.1101676
879958,48574.946612,14600,0,0,0,14600,33974.946612
880040,30402.479096,17400,0,0,0,17400,13002.479096
880072,86636.408429,47600,0,0,0,47600,39036.408429
880167,71563.46046,26200,0,0,0,26200,45363.46046
880186,41939.449162,26800,0,0,0,26800,15139.449162
880243,13682.400007,9850,0,0,0,9850,3832.4000073
880244,11500,6590,0,0,0,6590,4910
880252,22130.988703,10500,0,0,0,10500,11630.988703
880264,12001.752074,14400,0,0,0,14400,-2398.247926
880271,21602.479096,11840,0,0,0,11840,9762.4790962
880398,22513.944916,11400,0,0,0,11400,11113.944916
880431,94925.476311,54700,0,0,0,54700,40225.476311
880581,28871.09887,30230,0,0,0,30230,-1358.90113
880827,31501.549435,18300,0,0,0,18300,13201.549435
880884,95541.873031,42700,10000,0,10000,52700,42841.873031
880893,31512.457779,24700,0,0,0,24700,6812.4577794
880898,44222.479096,19620,0,0,0,19620,24602.479096
880911,102039.47176,55762,260,600,860,56622,45417.471757
880912,197362.43343,77550,0,0,0,77550,119812.43343
881072,8672.8563308,8780,0,0,0,8780,-107.1436692
881095,21100,17640,0,0,0,17640,3460
881330,53403.09887,21100,0,0,0,21100,32303.09887
881421,29730.988703,24500,0,0,0,24500,5230.9887027
881537,18018.903109,9000,0,0,0,9000,9018.9031087
881554,13027.57198,12900,0,0,0,12900,127.5719799
881561,7202.4021212,10500,0,0,0,10500,-3297.597879
881587,21410.536159,16380,0,350,350,16730,4680.5361589
881642,10021.692092,12500,0,0,0,12500,-2478.307908
881686,21440.285314,23400,0,200,200,23600,-2159.714686
881765,23037.186443,20500,0,0,0,20500,2537.1864433
881809,29502.072318,24700,0,500,500,25200,4302.0723179
881817,44516.613988,34050,0,550,550,34600,9916.6139878
881821,29405.720383,26100,0,0,0,26100,3305.7203831
881832,21517.367006,16100,0,0,0,16100,5417.3670056
881982,24817.778254,15020,0,1534,1534,16554,8263.7782535
881983,15926.197741,9700,0,0,0,9700,6226.1977405
882052,31602.479096,24200,0,0,0,24200,7402.4790962
882053,18722.169209,25000,0,0,0,25000,-6277.830791
882057,26475.084694,24200,0,0,0,24200,2275.0846936
882066,40902.943927,23500,0,450,450,23950,16952.943927
882067,37553.022422,27300,0,1500,1500,28800,8753.0224215
882091,19003.408757,19800,0,0,0,19800,-796.5912427
882109,10600,10300,0,0,0,10300,300
882114,26445.82889,24800,0,0,0,24800,1645.8288895
882143,12302.831289,13000,0,0,0,13000,-697.1687114
882159,21005.268079,13980,0,0,0,13980,7025.2680795
882203,39040.285314,19800,0,0,0,19800,19240.285314
882286,28909.296611,25200,0,700,700,25900,3009.2966108
882314,19500,17280,0,0,0,17280,2220
882449,12240,12000,0,0,0,12000,240
882470,24000.688642,16900,0,0,0,16900,7100.6886422
882515,8304.6483054,11600,0,0,0,11600,-3295.351695
882537,84759.113083,73800,0,0,0,73800,10959.113083
882556,45209.188741,21900,0,0,0,21900,23309.188741
882573,33673.172762,21500,0,0,0,21500,12173.172762
882585,21674.599544,18420,0,0,0,18420,3254.5995437
882593,23630.299834,19400,0,0,0,19400,4230.2998342
882618,41023.124693,14980,0,0,0,14980,26043.124693
882635,11900.128923,11350,0,0,0,11350,550.12892308
882654,26451.065807,25300,0,0,0,25300,1151.0658071
882723,27676.090088,23400,0,0,0,23400,4276.0900879
882739,7803.0988703,7860,0,0,0,7860,-56.90112973
882745,24230.988703,17600,0,0,0,17600,6630.9887027
882962,11400,11400,0,0,0,11400,0
882978,49407.747176,27900,0,0,0,27900,21507.747176
883157,20189.878535,18100,0,1400,1400,19500,689.87853517
883225,32936.845411,32070,0,0,0,32070,866.84541103
883322,59374.540475,45600,0,1500,1500,47100,12274.540475
883343,33321.915664,28100,0,0,0,28100,5221.9156641
883382,27120.988703,19300,0,0,0,19300,7820.9887027
883392,52688.162095,47000,0,1800,1800,48800,3888.1620955
883500,35600,18300,0,0,0,18300,17300
883588,37739.449162,17800,3400,0,3400,21200,16539.449162
883642,33018.593222,20300,0,0,0,20300,12718.593222
883754,25546.834252,19600,0,150,150,19750,5796.8342522
883762,16804.028531,18000,0,500,500,18500,-1695.971469
883787,29952.960171,20600,0,140,140,20740,9212.9601714
883789,27988.814135,20100,0,0,0,20100,7888.8141348
883988,37888.816794,15220,0,0,0,15220,22668.816794
883990,72439.887027,23800,0,0,0,23800,48639.887027
884032,21813.015255,15340,0,0,0,15340,6473.0152551
884033,36199.163849,19500,0,0,0,19500,16699.163849
884038,33926.311866,22300,0,0,0,22300,11626.311866
884053,21870.76533,22400,0,0,0,22400,-529.2346704
884122,20085.494351,16800,0,0,0,16800,3285.4943514
884269,13203.09887,16350,0,0,0,16350,-3146.90113
884279,41421.84776,26700,0,0,0,26700,14721.84776
884294,27954.8194,17300,0,0,0,17300,10654.8194
884440,75783.274351,33800,0,0,0,33800,41983.274351
884570,12203.095771,11600,0,0,0,11600,603.0957714
884680,32121.711881,20140,0,0,0,20140,11981.711881
884685,68083.815225,25700,19000,0,19000,44700,23383.815225
884867,6400,7906,0,0,0,7906,-1506
884972,63541.404562,23350,0,0,0,23350,40191.404562
884983,27533.148643,16748,0,0,0,16748,10785.148643
885025,16061.549435,14680,0,0,0,14680,1381.5494351
885037,55386.768368,38400,0,950,950,39350,16036.768368
885045,52582.700779,36400,0,1500,1500,37900,14682.700779
885047,38577.494351,25262,0,0,0,25262,13315.494351
885062,20068.175146,16990,0,0,0,16990,3078.175146
885077,18063.403973,20950,0,0,0,20950,-2886.596027
885353,41085.602519,20700,0,0,0,20700,20385.602519
885551,54418.544819,25100,0,0,0,25100,29318.544819
885625,34883.09887,17600,15000,0,15000,32600,2283.0988703
885633,11002.228011,8980,0,0,0,8980,2022.2280111
885639,26628.811812,20300,0,0,0,20300,6328.8118122
885646,62252.670281,30800,0,0,0,30800,31452.670281
885661,72571.692092,38800,0,650,650,39450,33121.692092
885697,54344.488703,39100,0,1200,1200,40300,14044.488703
885709,82530.425083,52400,0,2500,2500,54900,27630.425083
885822,34859.296611,20500,0,0,0,20500,14359.296611
885868,111544.21427,42362,70000,5000,75000,117362,-5817.785731
885878,21040.795562,16360,0,0,0,16360,4680.7955618
886273,30514.792474,20200,0,0,0,20200,10314.792474
886347,52751.860407,19200,0,700,700,19900,32851.860407
886419,19530.846046,18644,4000,0,4000,22644,-3113.153954
886427,166608.33666,56900,0,0,0,56900,109708.33666
886443,125944.68405,77900,0,0,0,77900,48044.684052
886457,51379.440297,26900,0,0,0,26900,24479.440297
886529,18680.309887,15400,0,0,0,15400,3280.309887
886533,20164.648305,19760,0,0,0,19760,404.64830541
886581,29551.977519,19460,0,400,400,19860,9691.9775191
886603,40588.727365,25830,0,1100,1100,26930,13658.727365
886604,32878.974421,27770,0,0,0,27770,5108.9744211
886606,21793.673453,16770,0,650,650,17420,4373.6734527
886636,36104.943514,19800,0,0,0,19800,16304.943514
886721,36602.908704,30100,0,0,0,30100,6502.9087041
886741,23861.549435,17600,0,0,0,17600,6261.5494351
886748,47203.078009,26480,0,800,800,27280,19923.078009
886789,45540.654242,24670,0,0,0,24670,20870.654242
886797,61724.790962,24600,0,0,0,24600,37124.790962
886817,14302.013015,13200,0,0,0,13200,1102.0130146
886822,23704.648305,22200,0,0,0,22200,1504.6483054
886887,44172.395481,34760,0,0,0,34760,9412.3954811
886915,27361.705528,15900,0,0,0,15900,11461.705528
886918,33555.63887,28500,0,0,0,28500,5055.6388703
887021,20055.494351,16200,0,0,0,16200,3855.4943514
887498,74329.009081,40400,0,1000,1000,41400,32929.009081
887611,32234.223846,20050,0,400,400,20450,11784.223846
887614,11201.239548,13560,0,0,0,13560,-2358.760452
887655,31213.015255,21200,0,0,0,21200,10013.015255
887679,26381.354947,16800,0,0,0,16800,9581.3549475
887736,29412.395481,17900,0,0,0,17900,11512.395481
887755,35791.202174,12600,0,0,0,12600,23191.202174
887782,17806.197741,13600,0,0,0,13600,4206.1977405
887787,26030.988703,21000,0,0,0,21000,5030.9887027
887859,16633.170377,14400,300,0,300,14700,1933.170377
887863,29966.371915,28100,400,0,400,28500,1466.3719148
888112,23009.296611,18700,0,0,0,18700,4309.2966108
888178,4214.3459955,20400,0,0,0,20400,-16185.654
888185,132020.42753,53000,0,0,0,53000,79020.427532
888292,10320,9640,0,0,0,9640,680
888304,31134.874577,21800,0,0,0,21800,9334.8745773
888363,24600.556744,10600,0,0,0,10600,14000.556744
888377,28015.494351,23900,0,0,0,23900,4115.4943514
888390,21990,8220,0,0,0,8220,13770
888404,20307.747176,13300,0,0,0,13300,7007.7471757
888413,26844.50029,16900,0,0,0,16900,9944.5002899
888436,21180.988703,21800,0,0,0,21800,-619.0112973
888452,57548.391651,46400,0,0,0,46400,11148.391651
888455,131149.48338,38400,30500,0,30500,68900,62249.48338
888606,58412.619053,18400,0,0,0,18400,40012.619053
888623,11776.512738,16800,0,0,0,16800,-5023.487262
888843,33918.593222,16000,0,650,650,16650,17268.593222
888848,96472.92623,34000,0,11000,11000,45000,51472.92623
888873,12207.30306,6820,0,0,0,6820,5387.3030597
889014,35806.197741,22560,0,500,500,23060,12746.197741
889047,25972.203295,12900,14000,0,14000,26900,-927.7967054
889109,4410.5361589,13376,0,0,0,13376,-8965.463841
889192,45529.581924,26500,0,0,0,26500,19029.581924
889251,13024.790962,15600,0,0,0,15600,-2575.209038
889378,30912.395481,14400,0,0,0,14400,16512.395481
889402,58431.255051,28360,0,500,500,28860,29571.255051
889497,54482.833346,26500,0,0,0,26500,27982.833346
889512,22979.874577,16762,0,0,0,16762,6217.8745773
889537,22480.549435,10160,2000,0,2000,12160,10320.549435
889577,14100.309887,11600,0,0,0,11600,2500.309887
889583,55467.641248,26800,0,0,0,26800,28667.641248
889587,44962.099732,19400,0,0,0,19400,25562.099732
889623,45329.834151,38600,0,0,0,38600,6729.8341509
889706,39861.977405,21200,0,0,0,21200,18661.977405
889710,39157.182011,21300,0,0,0,21300,17857.182011
889711,15200.464831,12384,0,0,0,12384,2816.4648305
889714,38259.239832,27300,0,600,600,27900,10359.239832
889715,26012.395481,18640,0,0,0,18640,7372.3954811
889719,40727.063594,16000,0,5000,5000,21000,19727.063594
889720,20416.114125,17560,0,0,0,17560,2856.1141254
889721,53309.069497,33650,0,0,0,33650,19659.069497
889722,55186.695373,46550,0,0,0,46550,8636.6953733
889724,48862.357849,25610,0,1200,1200,26810,22052.357849
889728,26710.846046,16500,10500,0,10500,27000,-289.153954
889729,36314.084894,29700,0,1500,1500,31200,5114.0848936
889738,8400,11120,0,0,0,11120,-2720
889740,13840.285314,13640,0,0,0,13640,200.28531354
889753,22383.09887,16040,0,0,0,16040,6343.0988703
890008,10800.137049,10720,0,0,0,10720,80.137048852
890030,18403.09887,18700,0,0,0,18700,-296.9011297
890101,22645.936221,12300,0,1000,1000,13300,9345.936221
890419,86165.998806,54500,0,0,0,54500,31665.998806
890869,26200,9520,0,0,0,9520,16680
890871,8400,7800,0,0,0,7800,600
890880,6000,10940,0,0,0,10940,-4940
890963,61352.727699,23800,0,0,0,23800,37552.727699
890970,65442.186443,26600,0,0,0,26600,38842.186443
891214,23323.954811,17500,0,0,0,17500,5823.9548109
891317,65207.67003,38200,0,0,0,38200,27007.67003
891320,10949,10840,0,0,0,10840,109
891676,15859.296611,12300,0,0,0,12300,3559.2966108
891688,7020,8136,0,0,0,8136,-1116
891872,15711.914797,12740,0,0,0,12740,2971.9147966
891877,22801.239548,15580,12000,0,12000,27580,-4778.760452
891947,21015.815852,16800,0,300,300,17100,3915.815852
892076,81527.471757,21700,0,0,0,21700,59827.471757
892173,24696.197741,16560,0,0,0,16560,8136.1977405
892193,52582.771997,30300,0,850,850,31150,21432.771997
892230,38502.695308,28000,0,360,360,28360,10142.695308
892336,28255.154984,17000,0,0,0,17000,11255.154984
892670,17129.575276,11600,0,0,0,11600,5529.5752755
892684,86504.461427,54120,1200,0,1200,55320,31184.461427
892703,22846.370081,18800,0,0,0,18800,4046.3700813
892710,48054.005514,31850,0,700,700,32550,15504.005514
892736,15606.197741,11550,0,0,0,11550,4056.1977405
892745,21006.197741,17700,0,0,0,17700,3306.1977405
892838,27017.561866,16540,0,0,0,16540,10477.561866
892877,11730.080426,11800,0,0,0,11800,-69.91957353
892884,29999.416498,29300,0,0,0,29300,699.41649796
892887,22106.304908,18800,0,0,0,18800,3306.3049085
892895,77597.047124,52800,0,1000,1000,53800,23797.047124
892941,21305.577966,11660,19000,0,19000,30660,-9354.422034
892972,7292.9661082,16960,0,250,250,17210,-9917.033892
893033,14400.708315,11060,0,0,0,11060,3340.7083149
893052,14440.929661,13660,0,0,0,13660,780.92966108
893062,22628.564338,13230,0,0,0,13230,9398.564338
893173,33514.616674,12300,0,0,0,12300,21214.616674
893181,48744.885365,22812,0,0,0,22812,25932.885365
893225,29630.988703,18200,0,0,0,18200,11430.988703
893372,25995.453785,14380,1100,0,1100,15480,10515.453785
893396,49988.694626,28900,0,0,0,28900,21088.694626
893402,41260.524844,62900,0,0,0,62900,-21639.47516
893421,18915.494351,15720,0,3500,3500,19220,-304.5056486
893435,37602.169209,17160,0,0,0,17160,20442.169209
893538,54215.494351,26600,0,100,100,26700,27515.494351
893579,13400.22689,15800,0,0,0,15800,-2399.77311
893971,15530.988703,18200,0,0,0,18200,-2669.011297
893990,6501.5494351,8800,-2000,0,-2000,6800,-298.4505649
894126,28010.195524,14296,0,0,0,14296,13714.195524
894133,51166.22526,16660,0,0,0,16660,34506.22526
894140,37973.246577,21760,0,0,0,21760,16213.246577
894324,12223.408757,11500,0,0,0,11500,723.4087573
894327,120433.36646,113700,0,0,0,113700,6733.3664607
894430,12603.09887,11200,0,0,0,11200,1403.0988703
894438,25094.216488,16900,0,0,0,16900,8194.2164883
894447,20607.747176,10500,0,0,0,10500,10107.747176
894476,42547.966839,16000,0,0,0,16000,26547.966839
894561,49709.439268,25800,0,0,0,25800,23909.439268
894587,16800,13600,0,0,0,13600,3200
894607,15503.718644,20000,0,0,0,20000,-4496.281356
894884,37078.068205,25460,0,0,0,25460,11618.068205
894887,41519.845972,32900,0,0,0,32900,8619.845972
894924,49493.954811,27500,0,0,0,27500,21993.954811
895184,26892.966108,15600,0,0,0,15600,11292.966108
895197,90235.347666,46350,12000,0,12000,58350,31885.347666
895376,23479.320242,18400,0,0,0,18400,5079.3202423
895384,69164.087573,37400,0,0,0,37400,31764.087573
895479,9684.3954811,18000,0,0,0,18000,-8315.604519
895512,46885.679613,23400,260,0,260,23660,23225.679613
895624,68746.483054,56400,0,0,0,56400,12346.483054
895730,44928.252114,19100,0,0,0,19100,25828.252114
895774,21714.852683,14340,0,0,0,14340,7374.8526828
895776,19012.395481,19300,0,0,0,19300,-287.6045189
895840,3615.1844643,6750,0,0,0,6750,-3134.815536
895972,10200,11650,0,0,0,11650,-1450
896130,25046.483054,21000,-650,0,-650,20350,4696.4830541
896341,32719.296611,15300,0,0,0,15300,17419.296611
896404,41233.815495,19050,2000,450,2450,21500,19733.815495
896539,41495.250878,24060,16000,3000,19000,43060,-1564.749122
896608,24916.241042,20600,0,0,0,20600,4316.2410416
896749,89723.425849,74900,0,0,0,74900,14823.425849
896875,55270.46496,28400,0,0,0,28400,26870.46496
896902,26611.775707,17400,0,0,0,17400,9211.775707
896988,28975.879082,14582,0,0,0,14582,14393.879082
