NQUEST,CTIT,NCTIT,ICTIT,UNABAN,BANCHE,QUOTAINTP,SCOPER,UTSCOPER,MESISCOPER,VMSCOPER,FSCOPER,FSCOPER1,CARTA,CARTE,USOCART,CARTDEB,CARTDEB1,BANCOMAT,NBANCOMA,CARTAPRE,NCARTAPRE,SPESECON,COLDIS,TRADING,ECREDIT,INTERNET,EBUY,PRELN,PRELQUALIT,PRELMOTIV1,PRELMOTIV2,PRELMOTIV3,DEPOSIT,NDEPOSIT
958003,2,,,2,2,100,2,,,,,,1,1,2,,,1,2,2,,100,1,3,3,1,2,2,10,,,,1,3
958022,2,,,1,1,,2,,,,,,1,1,2,,,1,1,1,1,300,1,3,3,1,2,1,9,,,,1,1
958051,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,300,1,3,3,1,3,2,7,,,,1,1
958053,2,,,1,1,,2,,,,,,1,1,2,,,2,,2,,300,1,1,3,1,2,0,10,,,,1,2
958055,2,,,2,2,70,1,1,12,5000,5000,,1,1,2,,,1,1,2,,200,1,2,2,1,2,1,5,2,2,2,1,2
958056,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,200,1,2,3,1,3,1,6,,,,1,1
958064,1,1,1,2,1,100,1,2,,,,,1,2,2,,,1,2,2,,150,1,3,3,1,2,1,10,,,,1,2
958079,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,300,2,,,1,2,2,8,,,,1,1
958081,2,,,1,1,,2,,,,,,1,1,1,,,1,1,2,,280,2,,,1,3,2,10,,,,1,1
958083,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,800,2,,,2,,6,9,,,,1,1
958098,,,,,,,,,,,,,2,,,,,2,,2,,800,2,,,1,3,0,6,,,,2,0
958100,2,,,2,6,50,1,2,,,,,1,6,2,,,1,6,1,3,600,1,2,1,1,2,5,8,,,,1,6
958102,2,,,1,1,,1,2,,,,,1,2,2,,,1,2,2,,300,1,3,3,1,2,3,8,,,,1,1
958104,2,,,1,1,,1,1,3,2500,2000,,1,2,2,,,1,2,2,,1000,2,,,1,2,2,9,,,,1,1
958111,2,,,1,1,,1,1,2,5000,1000,,1,3,2,,,1,3,2,,800,1,1,3,1,2,5,10,,,,1,1
958112,2,,,1,1,,2,,,,,,2,,,,,2,,2,,400,2,,,2,,2,9,,,,1,1
958114,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,300,2,,,2,,2,10,,,,1,1
958115,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,400,2,,,1,3,2,10,,,,1,1
958116,2,,,1,1,,1,2,,,,,2,,,,,1,1,2,,500,2,,,1,1,3,10,,,,1,1
958117,2,,,1,1,,1,2,,,,,1,2,2,,,1,1,2,,600,2,,,1,3,5,10,,,,1,1
959012,2,,,1,1,,4,,,,,,1,2,2,,,1,1,1,2,500,1,1,3,1,2,3,8,,,,1,1
959022,2,,,2,3,20,1,2,,,,,2,,,,,1,3,2,,500,2,,,1,2,2,10,,,,1,3
959040,2,,,1,1,,3,,,,,,1,2,1,,,2,,1,1,200,1,3,3,1,2,2,7,,,,1,1
959058,2,,,2,2,50,2,,,,,,1,2,2,,,1,2,2,,200,1,3,3,1,2,2,8,,,,1,2
959098,2,,,1,1,,4,,,,,,2,,,,,2,,2,,250,2,,,2,,3,2,2,1,2,1,1
959114,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,300,2,,,2,,1,8,,,,1,1
959124,2,,,2,2,80,1,2,,,,,1,2,2,,,1,2,1,2,400,1,3,3,1,2,2,8,,,,1,2
959131,2,,,1,1,,1,2,,,,,1,1,3,800,,1,1,1,1,300,1,3,3,1,2,3,8,,,,1,1
959134,2,,,1,1,,2,,,,,,2,,,,,1,2,1,1,600,1,3,3,1,3,3,9,,,,1,2
959167,2,,,2,2,60,2,,,,,,1,2,2,,,1,2,2,,600,1,3,1,1,2,7,9,,,,1,2
959207,2,,,1,1,,1,2,,,,,1,2,2,,,1,2,1,2,1000,1,3,3,1,2,3,10,,,,1,4
959238,2,,,1,1,,1,2,,,,,1,1,3,,1,1,2,2,,1500,2,,,1,2,6,9,,,,1,2
959254,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,800,2,,,2,,1,9,,,,1,1
959256,2,,,2,2,100,2,,,,,,2,,,,,1,1,2,,1000,2,,,2,,4,6,,,,1,2
959264,2,,,2,3,80,3,,,,,,1,1,2,,,1,3,2,,990,1,2,3,1,2,15,7,,,,1,3
959315,2,,,1,1,,1,2,,,,,1,2,2,,,1,2,1,1,25,1,3,3,1,2,0,10,,,,1,1
959343,,,,,,,,,,,,,2,,,,,2,,2,,1500,2,,,2,,4,9,,,,2,0
959351,2,,,2,2,30,1,2,,,,,1,3,2,,,2,,1,1,300,1,2,3,1,2,1,7,,,,1,4
959373,2,,,1,1,,1,1,12,800,,1,1,1,2,,,1,2,2,,200,1,3,3,1,2,3,1,2,1,2,1,2
959381,1,1,2,2,4,50,2,,,,,,1,3,2,,,1,4,2,,30,1,3,3,1,2,1,7,,,,1,5
959392,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,100,2,,,1,2,3,7,,,,1,1
959396,2,,,2,2,70,1,2,,,,,1,2,2,,,1,3,1,1,100,1,3,3,1,2,1,10,,,,1,2
959398,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,300,1,3,3,1,3,4,8,,,,1,1
959399,2,,,2,3,55,1,2,,,,,1,4,2,,,1,4,2,,600,1,3,3,1,2,4,8,,,,1,4
959428,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,500,2,,,1,3,2,7,,,,1,2
959433,2,,,1,1,,2,,,,,,2,,,,,2,,2,,200,2,,,2,,1,5,1,2,2,1,1
960036,2,,,1,1,,2,,,,,,1,1,3,200,,1,1,2,,150,1,3,3,1,2,3,7,,,,1,1
960045,2,,,1,1,,1,2,,,,,1,2,2,,,1,2,1,1,200,1,3,3,1,2,1,9,,,,1,1
960050,2,,,2,2,20,4,,,,,,2,,,,,1,1,2,,150,2,,,1,2,3,10,,,,1,2
960052,2,,,2,2,40,1,2,,,,,1,2,2,,,1,2,2,,25,1,2,3,1,2,1,8,,,,1,2
960053,1,1,2,2,2,60,1,2,,,,,1,2,2,,,1,1,2,,100,1,3,3,1,2,1,9,,,,1,2
960062,2,,,1,1,,1,1,6,300,,1,2,,,,,1,1,2,,800,2,,,1,2,4,9,,,,1,1
960065,2,,,2,2,70,2,,,,,,1,1,2,,,1,2,1,1,1000,1,3,3,1,2,4,8,,,,1,2
960070,2,,,1,1,,3,,,,,,1,2,2,,,1,1,1,1,300,1,3,3,1,2,7,10,,,,1,2
960074,1,1,2,2,2,90,2,,,,,,1,4,2,,,1,2,2,,500,1,3,3,1,2,4,10,,,,1,2
960085,1,2,1,2,2,40,3,,,,,,1,2,1,,,1,2,1,1,1500,1,3,3,1,3,5,7,,,,1,2
960089,1,1,1,2,2,70,2,,,,,,1,1,2,,,1,2,1,1,1000,1,2,3,1,2,0,8,,,,1,2
960092,2,,,2,2,80,2,,,,,,1,2,2,,,1,2,2,,300,1,3,3,1,2,3,10,,,,1,2
960100,2,,,1,1,,3,,,,,,1,1,2,,,1,1,2,,300,1,3,3,1,2,2,8,,,,1,1
960112,1,1,2,2,2,80,2,,,,,,1,2,1,,,1,2,1,1,300,1,3,3,1,2,8,8,,,,1,2
960119,2,,,1,1,,2,,,,,,1,2,2,,,1,2,2,,500,1,3,3,1,2,2,8,,,,1,2
960130,1,1,2,2,2,80,1,2,,,,,1,3,2,,,1,2,2,,800,1,3,3,1,3,2,8,,,,1,3
960160,2,,,2,2,90,1,2,,,,,1,4,2,,,1,4,2,,250,1,3,3,1,2,2,7,,,,1,5
960166,2,,,1,1,,3,,,,,,1,1,2,,,1,1,1,1,200,1,1,3,1,2,1,8,,,,1,1
960182,2,,,2,3,60,1,2,,,,,1,1,2,,,1,1,2,,1200,1,3,3,1,2,4,10,,,,1,3
960186,1,1,1,1,1,,1,2,,,,,2,,,,,1,1,1,1,250,1,2,3,1,2,1,7,,,,1,1
960221,2,,,1,1,,1,2,,,,,1,1,1,,,1,1,2,,500,1,2,2,1,2,2,8,,,,1,1
960223,1,1,1,2,2,50,1,2,,,,,1,2,2,,,1,2,1,1,400,1,2,3,1,2,4,7,,,,1,2
960251,1,2,1,2,2,51,1,2,,,,,1,5,2,,,1,2,1,2,25,1,2,3,1,2,0,10,,,,1,2
960254,,,,,,,,,,,,,2,,,,,2,,1,1,150,1,3,3,1,2,2,7,,,,2,0
960258,2,,,2,2,60,2,,,,,,1,2,2,,,1,2,2,,300,1,3,3,1,2,2,8,,,,1,2
960297,2,,,2,2,55,1,2,,,,,1,1,2,,,1,2,2,,300,1,3,3,1,2,10,8,,,,1,2
960299,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,400,2,,,2,,2,8,,,,1,1
960303,2,,,1,1,,1,2,,,,,1,2,2,,,1,3,2,,300,1,2,3,1,2,2,8,,,,1,2
960304,2,,,2,2,80,2,,,,,,1,2,1,,,1,2,1,1,200,1,3,3,1,2,4,9,,,,1,3
960306,2,,,2,2,70,2,,,,,,1,1,2,,,1,2,1,1,200,1,3,3,1,2,2,9,,,,1,2
960341,2,,,1,1,,2,,,,,,1,1,2,,,1,1,1,1,200,1,3,3,1,2,1,5,2,1,2,1,1
960347,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,800,1,3,3,1,2,10,9,,,,1,1
960364,2,,,1,1,,2,,,,,,1,1,2,,,1,1,2,,2000,1,3,3,1,2,2,10,,,,1,1
960366,2,,,2,2,60,3,,,,,,1,1,2,,,1,2,1,1,500,1,3,3,1,2,2,9,,,,1,2
960374,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,500,2,,,2,,2,9,,,,1,1
960382,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,500,2,,,1,2,3,8,,,,1,1
960385,1,1,2,2,2,70,1,2,,,,,1,2,2,,,1,2,1,1,1500,1,3,3,1,2,3,8,,,,1,2
960411,2,,,2,2,50,2,,,,,,1,2,3,,1,1,2,2,,150,1,2,1,1,2,3,5,1,2,2,1,3
960429,2,,,1,1,,1,2,,,,,2,,,,,1,1,2,,800,2,,,1,3,4,8,,,,1,1
960433,2,,,1,1,,2,,,,,,2,,,,,1,1,1,1,100,1,3,3,1,2,2,8,,,,1,1
960434,2,,,1,1,,1,1,12,2000,2000,,2,,,,,1,2,2,,400,1,3,3,1,2,2,9,,,,1,2
960453,2,,,1,1,,2,,,,,,1,1,2,,,1,1,2,,600,1,3,3,1,2,4,8,,,,1,1
960461,1,1,1,2,2,90,1,2,,,,,1,2,2,,,1,2,2,,50,1,2,3,1,2,1,7,,,,1,2
960481,2,,,2,2,40,2,,,,,,1,1,2,,,1,3,2,,600,1,3,3,1,2,3,7,,,,1,2
960496,2,,,1,1,,1,2,,,,,1,1,2,,,1,2,1,1,200,1,2,3,1,2,5,6,,,,1,2
960505,1,1,1,2,2,70,2,,,,,,1,1,2,,,1,2,1,1,600,1,2,3,1,2,2,9,,,,1,2
960510,1,1,1,2,3,90,1,2,,,,,1,2,2,,,1,2,1,1,100,1,3,3,1,2,1,10,,,,1,4
960519,1,1,1,2,2,5,3,,,,,,1,2,2,,,1,4,2,,100,1,1,3,1,2,1,10,,,,1,4
960543,1,1,1,1,1,,2,,,,,,2,,,,,1,1,1,1,50,1,2,3,1,2,1,10,,,,1,1
960589,2,,,2,2,50,2,,,,,,2,,,,,1,2,2,,300,2,,,1,2,2,8,,,,1,2
960593,2,,,2,2,80,1,2,,,,,1,2,2,,,1,2,1,1,200,1,3,3,1,2,2,4,1,2,2,1,2
960612,1,1,1,2,3,98,1,2,,,,,1,4,2,,,1,4,2,,1000,1,3,3,1,2,5,5,1,2,1,1,4
960631,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,100,2,,,2,,1,5,1,2,2,1,1
960633,2,,,2,2,80,2,,,,,,1,2,1,,,1,3,1,1,500,1,3,3,1,2,3,8,,,,1,4
960637,2,,,1,1,,2,,,,,,1,2,1,,,1,2,2,,300,1,3,3,1,3,3,10,,,,1,1
960657,2,,,2,2,55,1,1,4,3000,0,,1,2,2,,,1,2,2,,1000,1,3,3,1,2,6,9,,,,1,2
960682,2,,,2,2,80,1,2,,,,,1,2,2,,,1,2,2,,200,1,3,3,1,2,2,6,,,,1,2
960703,2,,,1,1,,2,,,,,,1,1,2,,,1,2,1,1,200,1,3,3,1,2,1,3,1,2,2,1,2
960726,2,,,1,1,,1,2,,,,,1,1,1,,,1,1,1,1,500,1,3,3,1,2,6,9,,,,1,1
960728,2,,,1,1,,1,2,,,,,1,1,1,,,1,1,1,1,500,1,3,3,1,2,6,9,,,,1,1
960734,2,,,1,1,,2,,,,,,1,1,2,,,1,2,1,1,1500,1,3,3,1,2,4,7,,,,1,2
960742,2,,,1,1,,2,,,,,,1,1,2,,,1,1,2,,100,1,3,3,1,2,1,8,,,,1,1
960743,2,,,2,4,15,3,,,,,,1,1,1,,,1,3,2,,250,1,2,3,1,2,1,7,,,,1,4
960747,2,,,2,4,100,2,,,,,,1,2,2,,,1,1,1,2,100,1,3,3,1,2,2,10,,,,1,4
960755,2,,,2,3,50,1,2,,,,,1,2,2,,,1,3,1,2,500,2,,,1,2,10,10,,,,1,3
960774,1,1,1,1,1,,2,,,,,,1,1,1,,,1,1,1,1,100,1,3,2,1,2,1,10,,,,1,1
960775,2,,,2,2,60,2,,,,,,1,2,2,,,1,2,1,1,2200,2,,,1,2,5,6,,,,1,2
960863,2,,,1,1,,1,2,,,,,1,2,2,,,1,1,1,1,800,1,3,3,1,2,2,2,1,1,2,1,2
960897,2,,,2,2,33,1,2,,,,,1,4,2,,,1,2,2,,3000,1,3,3,1,2,4,4,1,1,1,1,2
960914,,,,1,1,,,,,,,,2,,,,,1,1,1,1,400,1,3,3,1,3,3,6,,,,1,1
960917,2,,,1,1,,2,,,,,,1,1,2,,,1,1,2,,300,1,3,3,1,2,2,1,1,1,2,1,1
960947,2,,,1,1,,2,,,,,,1,2,2,,,2,,2,,1500,1,2,3,1,2,3,9,,,,1,2
960953,2,,,2,2,70,2,,,,,,1,4,2,,,1,3,1,1,100,1,2,2,1,2,1,9,,,,1,3
960968,,,,,,,,,,,,,2,,,,,2,,2,,900,2,,,1,3,0,6,,,,2,0
961010,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,1000,2,,,2,,3,10,,,,1,1
961021,2,,,1,1,,3,,,,,,2,,,,,1,1,2,,350,2,,,1,3,4,7,,,,1,1
961022,2,,,1,1,,2,,,,,,1,1,1,,,1,1,2,,400,1,3,3,1,2,2,7,,,,1,1
961023,2,,,1,1,,1,2,,,,,1,1,1,,,1,1,2,,600,1,3,3,1,3,5,8,,,,1,1
961112,1,1,2,1,1,,1,2,,,,,1,1,1,,,1,1,2,,700,1,3,3,1,3,6,8,,,,1,1
961117,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,800,2,,,2,,4,8,,,,1,2
961124,2,,,2,3,80,1,2,,,,,1,1,2,,,1,1,1,1,800,1,2,3,1,2,0,8,,,,1,5
961125,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,900,2,,,1,2,4,7,,,,1,1
961150,2,,,1,1,,1,2,,,,,1,1,2,,,1,2,1,2,300,1,3,3,1,2,8,10,,,,1,2
961181,2,,,1,1,,1,2,,,,,1,1,1,,,1,2,1,1,500,1,3,3,1,2,4,7,,,,1,2
961184,2,,,1,1,,1,2,,,,,1,2,2,,,1,2,1,2,600,1,3,3,1,2,3,6,,,,1,1
961186,2,,,1,1,,1,2,,,,,1,1,2,,,1,2,1,1,800,1,3,3,1,3,5,7,,,,1,2
961189,2,,,1,1,,2,,,,,,1,1,2,,,1,1,1,1,500,1,3,3,1,3,10,7,,,,1,1
961209,2,,,1,1,,1,2,,,,,1,3,2,,,1,3,2,,350,1,3,3,1,2,4,9,,,,1,1
961210,2,,,1,1,,1,2,,,,,1,2,2,,,1,2,2,,300,1,2,3,1,2,4,8,,,,1,1
961213,1,1,2,1,1,,1,2,,,,,1,2,2,,,1,2,2,,400,1,1,3,1,2,3,8,,,,1,1
961250,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,700,2,,,2,,2,8,,,,1,1
961251,2,,,2,2,70,1,2,,,,,1,1,3,,1,1,1,2,,100,2,,,1,2,3,10,,,,1,4
961264,2,,,2,2,40,2,,,,,,1,2,3,,1,1,2,1,1,100,1,3,3,1,2,1,6,,,,1,2
961272,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,1000,2,,,2,,2,8,,,,1,1
961288,2,,,2,2,80,3,,,,,,1,1,1,,,1,2,2,,300,1,3,3,1,2,5,9,,,,1,2
961307,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,300,1,3,3,1,2,2,9,,,,1,1
961325,2,,,2,5,30,3,,,,,,1,5,2,,,1,2,1,2,1000,1,3,3,1,2,10,10,,,,1,7
961337,2,,,2,2,10,2,,,,,,1,2,1,,,1,2,1,2,200,1,3,3,1,2,2,6,,,,1,2
961356,2,,,1,1,,2,,,,,,1,1,2,,,1,1,1,1,600,1,3,3,1,2,3,6,,,,1,2
961463,1,1,1,1,1,,2,,,,,,2,,,,,1,1,1,1,300,2,,,1,2,5,7,,,,1,1
961474,2,,,1,1,,1,1,1,50,0,,1,2,1,,,2,,1,3,100,1,3,3,1,2,1,9,,,,1,2
961479,,,,,,,,,,,,,2,,,,,2,,2,,800,2,,,2,,0,6,,,,2,0
961487,2,,,1,1,,3,,,,,,2,,,,,1,1,2,,400,2,,,2,,2,8,,,,1,2
961489,,,,,,,,,,,,,2,,,,,2,,2,,400,2,,,2,,2,7,,,,2,0
961490,2,,,1,1,,3,,,,,,2,,,,,1,1,1,1,800,2,,,2,,5,8,,,,1,1
961525,,,,,,,,,,,,,2,,,,,2,,1,1,600,2,,,1,3,1,10,,,,2,0
961536,2,,,2,2,1,1,1,12,1200,6000,,1,1,1,,,1,1,2,,600,2,,,1,2,0,7,,,,1,2
961538,2,,,1,1,,2,,,,,,1,2,1,,,1,2,2,,600,1,3,3,1,2,10,9,,,,1,2
961540,,,,,,,,,,,,,2,,,,,2,,1,2,1000,2,,,1,2,1,8,,,,2,0
961552,2,,,2,2,55,2,,,,,,1,2,2,,,1,2,2,,500,1,3,3,1,3,4,4,2,1,2,1,2
961579,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,25,1,3,2,1,3,0,5,2,2,2,1,1
961589,2,,,1,1,,1,2,,,,,1,1,2,,,1,2,2,,1700,1,3,3,1,3,4,6,,,,1,1
961597,2,,,1,1,,1,2,,,,,1,2,3,,1,1,2,2,,200,1,2,2,1,2,2,6,,,,1,2
961600,2,,,2,2,60,1,2,,,,,1,3,2,,,1,3,2,,2500,1,3,3,1,2,4,8,,,,1,2
961601,2,,,1,1,,1,2,,,,,1,2,3,,1,1,2,1,1,50,1,3,3,1,2,1,2,1,2,2,1,1
961611,2,,,2,2,90,1,2,,,,,1,2,2,,,1,2,1,2,200,1,3,3,1,2,4,7,,,,1,2
961613,2,,,2,2,60,2,,,,,,2,,,,,1,2,2,,300,1,3,3,1,2,1,8,,,,1,2
961628,2,,,2,2,50,2,,,,,,1,2,2,,,1,2,2,,1000,1,3,3,1,2,3,9,,,,1,2
961631,2,,,2,2,50,2,,,,,,1,2,2,,,1,2,2,,500,1,3,3,1,2,2,8,,,,1,2
961638,1,1,1,1,1,,1,2,,,,,1,2,1,,,1,1,1,1,300,1,3,2,1,2,3,9,,,,1,1
961640,1,1,1,1,1,,2,,,,,,1,2,2,,,1,2,2,,250,1,3,2,1,2,2,9,,,,1,4
961649,1,1,1,2,3,50,1,2,,,,,1,3,2,,,1,2,2,,500,1,2,3,1,1,8,10,,,,1,3
961650,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,140,2,,,1,3,1,9,,,,1,1
961665,2,,,2,2,80,2,,,,,,1,1,3,,1,1,1,2,,200,2,,,1,1,8,5,1,2,2,1,2
961669,2,,,2,2,80,2,,,,,,1,1,2,,,1,1,1,1,500,1,3,3,1,2,2,7,,,,1,2
961673,1,1,1,2,3,45,2,,,,,,1,2,2,,,1,2,1,1,1000,1,3,3,1,3,2,8,,,,1,3
961677,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,200,2,,,2,,1,6,,,,1,1
961681,2,,,1,1,,2,,,,,,2,,,,,1,3,2,,800,1,1,1,1,2,3,10,,,,1,1
961682,2,,,1,1,,2,,,,,,2,,,,,2,,1,1,140,2,,,2,,1,10,,,,1,1
961698,2,,,2,3,20,1,2,,,,,1,2,2,,,1,2,1,1,300,1,3,3,1,2,4,10,,,,1,3
961700,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,400,2,,,1,3,5,5,2,1,2,1,2
961701,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,1000,1,3,3,1,2,2,1,1,2,1,1,1
963003,2,,,2,2,65,2,,,,,,1,2,2,,,1,2,1,2,200,1,3,3,1,2,2,7,,,,1,3
963355,2,,,1,1,,2,,,,,,1,1,2,,,1,1,2,,300,1,2,3,1,2,2,9,,,,1,1
963356,2,,,1,1,,2,,,,,,1,1,2,,,1,2,1,1,800,1,3,3,1,1,2,6,,,,1,1
963593,2,,,1,1,,1,2,,,,,1,1,2,,,1,1,2,,300,1,3,3,1,2,2,8,,,,1,2
963653,1,1,1,1,1,,1,2,,,,,1,1,2,,,1,1,1,1,500,1,3,3,1,1,1,9,,,,1,1
964235,2,,,2,2,90,1,2,,,,,1,2,1,,,1,4,1,1,300,1,3,3,1,2,2,9,,,,1,3
964236,2,,,2,2,60,1,2,,,,,2,,,,,1,3,2,,300,1,3,3,1,2,3,9,,,,1,2
964237,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,100,2,,,1,3,1,8,,,,1,1
964260,2,,,2,2,51,1,2,,,,,2,,,,,1,3,2,,2000,2,,,1,3,7,10,,,,1,3
964272,2,,,2,3,70,2,,,,,,1,3,1,,,1,3,1,1,400,1,3,3,1,2,1,9,,,,1,3
964284,2,,,2,2,90,1,2,,,,,1,2,2,,,1,2,2,,200,1,3,3,1,2,1,8,,,,1,4
964285,1,2,1,2,4,35,2,,,,,,2,,,,,1,3,1,1,500,1,3,3,1,2,10,10,,,,1,5
964288,2,,,1,1,,1,2,,,,,1,1,2,,,1,2,2,,500,1,3,3,1,2,2,6,,,,1,3
964294,2,,,1,1,,1,2,,,,,1,2,2,,,1,2,2,,400,1,2,2,1,2,2,9,,,,1,4
964307,2,,,2,2,75,2,,,,,,1,1,1,,,1,2,1,1,150,1,2,3,1,2,1,8,,,,1,2
964308,2,,,1,1,,2,,,,,,1,1,1,,,1,1,2,,200,1,3,3,1,2,4,7,,,,1,1
964310,2,,,1,1,,2,,,,,,1,1,2,,,1,2,2,,100,2,,,1,2,2,10,,,,1,2
964311,1,1,1,2,2,30,2,,,,,,1,1,1,,,1,2,2,,500,1,3,3,2,,3,1,1,2,2,1,3
964312,2,,,2,2,90,2,,,,,,2,,,,,1,2,1,1,100,1,3,3,1,2,1,4,1,2,2,1,3
964314,2,,,1,1,,2,,,,,,1,1,2,,,1,2,1,1,200,2,,,1,2,3,5,1,1,1,1,2
964322,1,1,1,2,3,60,1,2,,,,,1,2,2,,,1,2,2,,200,1,3,3,1,2,2,6,,,,1,4
964337,2,,,1,1,,3,,,,,,2,,,,,1,1,1,1,400,1,3,3,1,2,4,8,,,,1,1
964345,2,,,1,1,,1,2,,,,,1,1,2,,,1,2,2,,300,1,3,3,1,2,5,10,,,,1,2
964476,2,,,1,1,,2,,,,,,1,1,2,,,1,1,2,,200,1,3,3,1,2,2,8,,,,1,1
964539,2,,,1,1,,2,,,,,,1,1,2,,,1,1,1,1,200,1,3,3,1,2,1,9,,,,1,1
964548,1,1,1,1,1,,2,,,,,,1,1,2,,,1,1,2,,500,2,,,2,,2,10,,,,1,1
964549,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,500,2,,,1,3,4,8,,,,1,1
964834,2,,,1,1,,3,,,,,,2,,,,,1,1,2,,800,2,,,2,,3,8,,,,1,1
964843,2,,,2,2,80,2,,,,,,1,1,2,,,1,2,2,,400,1,3,3,1,2,2,8,,,,1,2
964845,2,,,2,2,70,2,,,,,,1,1,2,,,1,2,2,,400,1,3,3,1,2,2,6,,,,1,2
965543,2,,,1,1,,1,1,12,1500,1500,,1,1,3,,1,1,1,1,1,200,1,2,3,1,2,4,8,,,,1,1
965558,2,,,1,1,,2,,,,,,1,1,1,,,1,1,2,,200,2,,,1,3,3,6,,,,1,1
965563,2,,,1,1,,1,2,,,,,1,1,2,,,1,1,2,,150,1,3,3,1,2,2,6,,,,1,1
965597,2,,,1,1,,3,,,,,,2,,,,,1,1,2,,400,2,,,1,3,3,7,,,,1,1
965599,1,1,2,2,2,80,1,2,,,,,1,1,2,,,1,2,1,1,600,1,3,3,1,2,5,7,,,,1,2
965604,2,,,2,2,60,1,2,,,,,2,,,,,1,2,2,,100,1,3,3,1,2,1,8,,,,1,2
965633,2,,,1,1,,1,2,,,,,2,,,,,1,2,2,,500,1,3,3,1,2,4,5,1,1,1,1,2
965860,1,1,1,2,4,30,2,,,,,,1,2,2,,,1,2,1,2,1300,1,3,3,1,2,6,6,,,,1,6
967060,,,,,,,,,,,,,2,,,,,2,,2,,900,2,,,2,,0,5,2,2,2,2,0
967061,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,1000,2,,,2,,3,8,,,,1,1
967064,2,,,2,3,60,2,,,,,,1,1,1,,,1,3,1,2,800,1,3,3,1,3,5,8,,,,1,3
967093,2,,,1,1,,1,2,,,,,2,,,,,1,2,2,,2000,2,,,1,2,10,9,,,,1,2
967096,2,,,2,2,80,2,,,,,,1,1,2,,,1,1,2,,1000,2,,,1,2,4,5,1,2,2,1,2
967108,2,,,1,1,,2,,,,,,2,,,,,2,,2,,800,2,,,2,,0,6,,,,1,1
967117,,,,,,,,,,,,,2,,,,,2,,1,1,1000,2,,,1,2,2,2,2,1,2,2,0
967196,1,1,2,1,1,,1,2,,,,,1,2,2,,,1,2,1,1,400,1,3,3,1,2,3,9,,,,1,2
967218,2,,,1,1,,2,,,,,,1,1,1,,,1,1,2,,600,2,,,2,,2,8,,,,1,1
967224,2,,,1,1,,2,,,,,,1,1,1,,,2,,2,,1300,2,,,2,,0,1,2,2,2,1,1
967244,,,,,,,,,,,,,2,,,,,2,,1,2,150,2,,,1,3,2,6,,,,2,0
967281,2,,,1,1,,2,,,,,,1,1,1,,,1,1,1,1,650,1,3,3,1,3,4,6,,,,1,1
967286,2,,,1,1,,1,2,,,,,1,1,3,,1,1,2,2,,1100,2,,,1,3,5,6,,,,1,1
967288,2,,,1,1,,3,,,,,,2,,,,,1,1,2,,500,2,,,2,,12,2,1,2,2,1,1
967294,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,700,2,,,2,,3,8,,,,1,1
967295,2,,,1,1,,1,2,,,,,2,,,,,1,2,2,,350,1,3,3,1,2,5,7,,,,1,2
967316,2,,,1,1,,2,,,,,,2,,,,,2,,2,,1000,2,,,2,,0,8,,,,1,1
967332,1,1,1,2,3,90,2,,,,,,1,2,2,,,1,2,1,1,1500,1,3,3,1,2,5,5,2,1,2,1,4
967335,2,,,1,1,,1,2,,,,,2,,,,,1,1,2,,1500,2,,,2,,6,8,,,,1,1
967339,2,,,1,1,,1,2,,,,,1,1,1,,,1,1,2,,200,1,3,3,1,2,2,5,1,2,2,1,1
967358,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,400,2,,,1,2,3,8,,,,1,1
967371,2,,,1,1,,3,,,,,,1,1,1,,,1,2,2,,1000,2,,,1,2,4,7,,,,1,2
967398,,,,,,,,,,,,,2,,,,,2,,1,1,400,2,,,1,2,1,8,,,,2,0
