NQUEST,ASS2NEW1,ASS2NEW2,ASS2NEW3,ASS2NEW4,ASS2NEW5,ASS2NEW6,ASS1NEW1,ASS1NEW2,ASS1NEW3,ASS1NEW4,ASS1NEW5,ASS1NEW6,ASS4,ASS4S,ASS31,ASS3S1,ASS32,ASS3S2,ASS33,ASS3S3,DOCSEZF
928037,,,,,,,2,,,,,,2,,1,500,1,400,1,150,2
928068,,,,,,,2,,,,,,2,,1,1500,2,,2,,2
928080,2,,,,,,2,,,,,,2,,1,390,2,,2,,2
928082,,2,,,,,2,2,,,,,2,,1,250,1,500,2,,2
928085,1,1,,,,,1,1,,,,,1,150,1,400,1,900,2,,2
928117,2,,,,,,2,,,,,,2,,1,400,2,,2,,2
928158,2,2,2,2,,,2,2,2,2,,,2,,1,1200,2,,2,,2
928161,2,,,,,,2,2,,,,,2,,2,,2,,2,,2
928162,,2,,,,,1,2,,,,,2,,1,50,2,,2,,2
928174,2,2,2,,,,2,2,2,2,2,,2,,2,,2,,2,,2
928179,2,2,2,2,2,,2,2,2,2,2,,2,,1,250,2,,2,,2
928185,2,2,,2,,,2,2,2,2,,,2,,2,,2,,2,,2
928200,2,2,,,,,2,2,,,,,2,,2,,2,,2,,2
928204,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
928212,,,,,,,2,,,,,,2,,2,,2,,2,,2
928253,1,2,2,2,,,2,2,2,2,,,2,,1,800,2,,2,,2
928256,2,,,,,,2,,,,,,2,,2,,2,,2,,2
928258,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
928261,2,2,2,,,,2,2,2,2,,,2,,1,500,2,,2,,2
928267,2,2,,,,,2,2,,,,,2,,1,500,2,,1,1200,2
928291,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
928296,2,,,,,,2,2,,,,,2,,1,1000,2,,2,,2
928303,2,2,,,,,2,2,,,,,2,,1,500,2,,2,,2
928316,2,,,,,,2,,,,,,2,,2,,2,,2,,2
928322,2,2,,,,,2,2,2,2,,,2,,2,,2,,2,,2
928334,2,2,,,,,2,2,2,,,,2,,1,1000,2,,2,,2
928339,1,,,,,,2,,,,,,2,,1,400,2,,2,,2
928342,2,2,,,,,2,2,,,,,2,,1,400,2,,2,,2
928363,2,2,,,,,2,2,2,,,,2,,1,700,2,,2,,2
928391,2,2,,,,,2,2,2,2,,,2,,2,,2,,2,,2
928392,2,2,,,,,2,2,2,2,,,2,,2,,2,,2,,2
928394,2,2,,,,,2,2,2,,,,2,,1,550,1,100,2,,2
928439,2,2,,,,,2,2,2,,,,2,,1,770,2,,2,,2
928473,2,2,,,,,2,2,,,,,2,,1,730,2,,2,,2
928497,,2,,,,,2,2,,,,,1,250,1,1000,1,500,2,,2
928501,,,,,,,2,2,,,,,2,,1,580,2,,2,,2
928503,2,,,,,,2,,,,,,2,,1,350,2,,2,,2
930005,,,,,,,1,2,,,,,1,2000,2,,2,,2,,2
930014,1,1,2,2,,,2,2,2,2,,,2,,1,800,1,450,2,,2
930016,,,,,,,2,2,,,,,2,,1,650,1,350,2,,2
930021,,,,,,,2,,,,,,2,,2,,2,,2,,2
930023,2,,,,,,1,,,,,,2,,1,1500,1,3700,2,,2
930026,,,,,,,2,2,,,,,2,,1,500,1,1000,2,,2
930039,2,,,,,,1,2,,,,,2,,1,880,1,150,2,,2
930045,2,,,,,,2,,,,,,2,,1,500,2,,2,,2
930082,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
930083,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
930085,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
930086,2,2,,,,,2,2,,,,,2,,2,,2,,2,,2
930088,2,,,,,,2,,,,,,2,,2,,2,,2,,2
930089,,,,,,,1,,,,,,2,,2,,2,,2,,2
930091,2,2,,,,,2,2,,,,,2,,2,,2,,2,,2
930111,2,,,,,,2,,,,,,2,,2,,1,400,2,,2
930113,,2,2,,,,2,2,2,,,,2,,1,800,2,,2,,2
930116,,,,,,,1,2,,,,,2,,1,1200,1,200,2,,2
930120,2,,,,,,2,,,,,,2,,1,700,1,350,2,,2
930124,1,,,,,,1,2,,,,,1,2000,1,2000,1,2000,1,10000,2
930142,,,,,,,2,2,,,,,2,,1,400,1,1000,2,,2
930172,2,,,,,,2,,,,,,2,,1,400,2,,2,,2
930174,2,2,2,2,,,2,2,2,2,,,2,,1,2700,1,1000,1,6200,2
930176,2,,,,,,2,2,,,,,2,,2,,1,5000,2,,2
930192,,,,,,,2,2,,,,,2,,1,1000,2,,2,,2
930201,,2,,,,,2,1,,,,,2,,1,258,1,750,2,,2
930220,2,2,,,,,2,2,,,,,1,1800,1,1000,1,500,2,,2
930236,,2,2,2,,,2,2,2,2,,,2,,1,1000,1,1300,1,150,2
930256,,,,,,,2,2,,,,,1,4000,1,1500,2,,2,,2
930257,,,,,,,2,2,,,,,1,2500,1,280,1,400,2,,2
930279,,,,,,,2,2,2,,,,2,,1,800,1,150,2,,2
930284,,,,,,,2,,,,,,2,,1,400,2,,2,,2
930287,,,,,,,2,2,,,,,2,,1,70,2,,2,,2
930301,,,,,,,1,2,,,,,2,,1,12000,2,,2,,2
930323,,2,,,,,2,2,,,,,1,40,1,1800,1,700,2,,2
930335,2,2,,,,,2,2,,,,,2,,2,,2,,2,,2
930336,2,2,2,,,,2,2,2,,,,2,,1,1100,1,250,2,,2
930337,1,2,,,,,2,2,,,,,2,,1,380,1,700,2,,2
930344,2,2,2,2,,,2,2,2,2,,,2,,1,1500,2,,2,,2
930364,2,2,2,2,,,2,2,2,2,,,2,,1,2000,2,,2,,2
930407,1,2,2,2,,,2,2,2,2,2,,2,,1,500,1,200,1,500,2
930413,1,2,2,,,,1,2,2,,,,1,400,1,400,1,150,2,,2
930419,,,,,,,2,,,,,,2,,1,1000,1,150,2,,2
930424,2,2,2,,,,1,2,2,,,,2,,1,1400,1,250,1,4800,2
930432,2,2,,,,,2,2,2,,,,1,100,1,1000,1,300,2,,2
930452,2,2,2,2,,,2,2,2,2,,,2,,1,1800,2,,1,600,2
930454,2,1,,,,,2,1,2,2,,,1,0,1,800,1,500,2,,2
930476,,,,,,,2,,,,,,2,,2,,2,,2,,2
930498,1,2,,,,,2,2,,,,,1,300,1,400,2,,2,,2
930528,2,,,,,,2,,,,,,2,,1,280,1,120,2,,2
930548,1,2,,,,,2,2,2,2,,,2,,1,380,2,,2,,2
930571,2,2,,,,,2,2,2,,,,1,200,1,600,2,,2,,2
930576,2,2,2,,,,1,1,2,2,,,2,,1,1800,2,,2,,2
930577,2,2,,,,,2,2,2,2,2,,2,,1,800,2,,2,,2
930580,2,2,2,,,,2,2,2,,,,2,,1,700,2,,2,,2
930586,2,2,,,,,1,1,2,2,2,,2,,1,2000,2,,2,,2
930592,1,1,,,,,1,2,2,,,,1,835,1,1000,1,200,2,,2
930603,2,2,2,2,,,1,2,2,2,,,2,,1,1500,2,,2,,2
930605,1,2,,,,,2,2,2,,,,2,,1,700,2,,2,,2
930606,2,,,,,,2,2,2,,,,1,130,2,,2,,2,,2
930608,2,2,,,,,2,2,,,,,2,,1,800,2,,2,,2
930632,2,,,,,,2,,,,,,1,0,1,700,2,,2,,2
930635,2,2,,,,,2,2,2,,,,2,,1,1200,2,,2,,2
930656,2,2,,,,,2,2,,,,,2,,1,1600,2,,1,200,2
930672,2,2,,,,,2,2,,,,,2,,2,,2,,2,,2
930677,1,,,,,,2,,,,,,2,,1,600,2,,2,,2
930686,2,2,2,,,,2,2,2,2,,,2,,2,,2,,2,,2
930708,1,2,2,2,,,2,2,2,2,,,1,100,1,1300,2,,2,,2
930712,,,2,,,,2,2,2,,,,2,,1,800,2,,2,,2
930722,2,2,2,,,,2,2,2,,,,2,,1,1200,1,600,2,,2
930723,2,2,2,,,,2,2,2,,,,1,1500,1,1900,1,600,1,1200,1
930724,2,2,,,,,2,1,2,2,,,2,,1,1460,1,480,1,1300,1
930725,2,2,,,,,1,1,2,,,,1,600,1,980,1,400,2,,1
930726,1,,,,,,2,,,,,,1,1300,1,650,1,300,1,1300,2
930732,2,2,,,,,2,2,,,,,2,,1,800,1,600,2,,2
930743,2,,,,,,1,2,,,,,1,800,1,1000,1,400,2,,2
930749,1,2,2,2,,,1,2,2,2,,,1,800,1,500,1,300,2,,2
930753,2,2,2,2,2,,1,1,2,2,2,,1,0,1,1800,1,1300,2,,2
930757,,,,,,,2,2,,,,,1,2000,1,1200,1,300,2,,2
930759,,,2,,,,2,2,2,,,,2,,1,320,2,,2,,2
930770,2,,,,,,1,,,,,,2,,2,,2,,2,,2
930775,2,2,2,,,,2,2,2,2,,,1,1800,1,2000,1,500,2,,2
930776,2,2,,,,,2,2,,,,,2,,1,300,2,,2,,2
930784,2,2,,,,,2,2,,,,,2,,1,800,1,150,2,,1
930793,,2,2,,,,2,2,2,,,,2,,1,800,2,,2,,1
930795,2,1,,,,,1,1,,,,,1,530,1,274,1,1400,2,,2
930804,,,,,,,2,,,,,,2,,2,,2,,2,,2
930806,2,2,,2,,,2,2,2,2,,,2,,1,700,1,700,2,,2
930831,2,2,2,2,,,2,2,2,2,2,,2,,1,802,1,150,2,,2
930845,2,,,,,,2,,,,,,2,,1,1000,1,600,2,,2
930846,,,,,,,1,,,,,,2,,1,350,1,100,2,,2
930862,,,,,,,2,,,,,,2,,2,,2,,2,,2
930864,2,2,,,,,2,1,,,,,2,,2,,2,,2,,2
930865,,2,,,,,2,2,,,,,2,,1,390,2,,2,,2
930885,,,,,,,2,,,,,,2,,1,570,2,,2,,2
930886,,,,,,,2,2,,,,,2,,1,490,2,,2,,2
930888,,2,,,,,2,2,,,,,1,1200,1,800,1,800,1,1100,2
930901,2,,,,,,2,2,,,,,2,,1,730,1,400,2,,2
930914,,2,,,,,2,2,,,,,2,,2,,1,550,2,,2
930938,2,2,,,,,2,2,2,,,,1,270,1,1200,1,231,1,758,1
930940,1,2,,,,,1,2,2,2,2,,1,3000,1,1200,1,500,1,2000,2
930943,,,,,,,2,,,,,,2,,2,,2,,2,,2
930945,2,,,,,,2,,,,,,1,3000,1,400,1,2000,2,,2
930946,,2,,,,,2,2,,,,,2,,1,500,1,350,2,,2
930947,1,2,2,2,,,2,2,2,2,,,2,,2,,2,,2,,2
930953,1,2,,,,,2,2,2,,,,1,1000,1,800,1,700,2,,2
930956,2,,,,,,1,1,,,,,2,,1,600,2,,2,,2
930960,2,2,,,,,1,2,,,,,2,,1,400,1,500,1,1000,1
930961,2,2,2,,,,1,2,2,,,,2,,1,5000,1,3500,1,1500,2
930981,1,2,,,,,1,2,,,,,2,,1,1500,2,,2,,1
930988,2,2,,,,,1,2,2,2,,,2,,2,,2,,2,,2
930997,,,,,,,2,2,,,,,2,,1,400,1,165,2,,2
930999,,,,,,,1,,,,,,2,,1,730,2,,1,120,2
931003,2,1,2,2,2,,2,2,2,2,2,,2,,1,5000,1,700,2,,2
931037,2,2,,,,,1,2,2,2,,,1,1700,2,,2,,2,,2
931041,,2,,,,,1,2,,,,,2,,1,150,2,,2,,1
931049,2,2,2,2,,,2,2,2,2,,,2,,1,900,1,600,1,900,2
931071,,,,,,,2,2,,,,,2,,1,1300,2,,2,,2
931083,,,,,,,2,,,,,,2,,2,,2,,2,,2
931085,,,,,,,2,2,,,,,2,,2,,2,,2,,2
931119,,,,,,,1,,,,,,2,,1,150,1,250,2,,2
931148,,,,,,,2,2,,,,,2,,1,350,2,,2,,2
931153,2,,2,,,,1,1,2,,,,2,,1,1000,2,,2,,2
931168,,,,,,,2,,,,,,2,,1,600,2,,2,,2
931177,,,,,,,2,2,,,,,2,,1,1000,2,,2,,2
931184,2,,2,,,,1,2,2,,,,2,,1,500,1,150,1,150,2
931187,,,,,,,2,2,,,,,2,,1,1200,1,550,2,,2
931202,2,2,,,,,2,2,,,,,2,,1,1500,1,1000,2,,2
931209,1,,,,,,2,2,,,,,2,,2,,1,120,2,,2
931225,,2,,,,,1,2,,,,,2,,1,5000,1,3000,2,,2
931229,2,2,,,,,2,2,,,,,2,,1,1500,1,1200,2,,2
931282,2,2,2,2,,,2,2,2,2,,,2,,1,1400,2,,2,,2
931285,2,2,2,,,,1,2,2,,,,1,0,1,1400,2,,2,,2
931309,,,,,,,2,,,,,,2,,1,500,1,30,2,,2
931323,1,1,2,,,,2,1,2,2,,,1,0,1,220,1,300,2,,2
931331,2,2,,,,,2,2,,,,,1,4400,1,1600,2,,1,1200,1
931349,1,,,,,,1,2,,,,,2,,2,,2,,2,,2
931357,1,2,,,,,1,2,2,2,,,2,,1,800,2,,2,,2
931377,2,2,,,,,1,2,2,,,,2,,2,,2,,2,,2
931402,2,1,,,,,2,1,2,,,,1,0,2,,2,,2,,2
931412,2,2,2,,,,2,2,2,2,,,2,,2,,2,,2,,2
931418,2,2,,,,,2,2,2,,,,2,,1,660,2,,2,,2
931426,1,,,,,,1,,,,,,1,0,2,,2,,2,,2
931449,1,1,,,,,2,1,2,2,2,,1,0,1,1000,1,150,2,,2
931473,,,,,,,2,,,,,,2,,1,600,2,,2,,2
931474,,,,,,,2,2,,,,,2,,1,450,2,,2,,2
931480,,,,,,,2,2,,,,,2,,1,600,2,,1,80,2
931487,2,2,,,,,2,2,,,,,1,3000,1,1100,1,1200,2,,2
931525,,2,2,2,,,2,2,1,2,,,2,,1,1200,1,150,2,,2
931532,,1,,,,,2,2,,,,,2,,1,1500,1,500,2,,2
931540,,,,,,,2,,,,,,2,,1,500,1,200,2,,2
931544,1,2,,,,,1,1,,,,,1,5000,1,5000,1,5000,2,,2
931553,,,,,,,2,2,,,,,1,900,1,1300,2,,2,,2
931554,,,,,,,2,,,,,,2,,2,,1,250,2,,2
931562,1,2,2,2,,,1,2,2,2,,,1,0,1,1000,1,400,2,,2
931563,1,1,,,,,1,2,2,2,,,1,0,2,,1,600,2,,2
931565,1,2,,,,,1,1,,,,,1,0,2,,2,,2,,2
931595,,,,,,,2,,,,,,2,,1,170,2,,2,,2
931597,,,,,,,1,1,,,,,1,2400,1,900,1,600,2,,2
931610,2,2,,,,,2,2,2,2,2,2,1,220,1,600,2,,2,,2
931613,2,,,,,,1,,,,,,1,200,1,1500,1,250,1,200,2
931615,,,,,,,2,,,,,,1,300,1,1700,1,200,2,,2
931624,2,2,2,,,,2,2,2,,,,2,,1,1500,2,,2,,2
931625,2,2,2,2,,,2,2,2,2,,,2,,1,1500,2,,2,,2
931629,2,,,,,,2,,,,,,2,,2,,2,,2,,2
931649,2,,,,,,2,2,,,,,2,,1,1100,1,600,1,10000,2
931654,2,1,,,,,2,2,,,,,1,120,1,1000,2,,1,50,2
931662,2,2,,,,,1,2,,,,,2,,1,800,1,220,2,,2
931686,,2,,,,,2,2,,,,,2,,1,500,2,,2,,2
931688,2,2,,,,,2,1,,,,,1,1200,2,,1,356,2,,1
931709,1,2,2,2,2,,2,1,2,2,2,2,2,,1,330,1,150,2,,2
931715,2,2,,,,,2,2,2,,,,2,,1,700,2,,2,,2
931719,2,,,,,,1,2,,,,,2,,1,1500,1,1500,2,,2
931726,2,,,,,,2,,,,,,2,,2,,2,,2,,2
931741,2,,2,,,,1,2,2,,,,2,,1,5000,1,1000,1,5000,2
931763,2,,,,,,2,2,,,,,1,450,1,670,1,600,2,,2
931766,2,2,2,2,2,,1,1,2,2,2,,2,,1,2500,1,1000,2,,2
931768,2,1,2,2,,,2,1,2,2,,,1,200,1,300,2,,2,,2
931784,1,1,2,2,,,1,2,2,2,,,1,200,1,1000,1,250,2,,2
931786,1,2,,2,2,,1,2,2,2,2,,1,3300,1,600,1,1000,2,,1
931795,1,2,2,2,2,,1,2,2,2,2,2,1,2800,1,3000,2,,2,,2
931802,1,,,,,,1,2,,,,,1,2400,2,,2,,2,,2
931834,2,2,2,2,,,2,2,2,2,,,1,3500,2,,2,,2,,2
931840,2,2,,,,,2,2,,,,,2,,1,400,2,,2,,2
931870,2,1,,,,,2,1,,,,,1,1800,2,,2,,2,,2
931871,,,,,,,2,2,,,,,2,,2,,2,,2,,2
931881,1,2,2,,,,1,2,2,,,,1,2500,1,3000,1,1800,2,,2
931906,,,,,,,2,,,,,,1,2000,2,,2,,2,,2
931918,,2,,,,,2,2,,,,,2,,2,,1,400,2,,2
931921,2,2,2,,,,2,2,2,,,,1,3000,1,1000,1,1000,2,,2
931923,1,1,,,,,1,2,,,,,1,250,1,1000,1,3000,1,6000,1
931928,1,1,1,1,,,2,1,2,2,,,1,400,1,1600,2,,2,,2
931945,2,2,,,,,1,2,,,,,1,4800,1,3500,1,500,1,200,1
931958,2,2,2,,,,2,2,2,,,,2,,1,250,2,,2,,2
931968,,,,,,,2,2,,,,,2,,1,800,2,,2,,2
931969,2,2,,,,,2,2,,,,,2,,1,4000,1,1000,2,,2
931993,1,,2,1,,,2,1,2,2,,,1,3700,1,150,1,850,1,0,1
932021,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
932027,,2,2,,,,1,1,2,2,,,2,,1,1000,1,1000,2,,2
932043,,,,,,,2,2,,,,,2,,1,350,2,,2,,2
932061,2,2,,,,,2,2,,,,,1,1000,1,650,1,700,1,2700,2
932117,2,1,2,2,,,2,2,2,2,,,1,5000,1,1500,2,,2,,2
932128,1,,1,,,,2,2,2,,,,1,3500,1,2000,1,1500,2,,2
932131,2,2,2,,,,2,2,2,,,,2,,1,1000,2,,2,,2
932134,2,2,,,,,1,2,,,,,1,6600,1,2000,2,,1,250,1
932152,1,2,,,,,2,2,,,,,1,0,1,0,1,3000,2,,2
932160,2,1,2,2,,,2,2,2,2,,,2,,1,500,1,300,2,,2
932162,,,,,,,2,2,,,,,1,1000,1,5000,1,2500,2,,2
932169,,,,,,,2,,,,,,2,,2,,2,,2,,2
932178,2,2,2,,,,2,2,2,,,,2,,2,,1,300,2,,2
932185,2,2,,,,,1,2,,,,,2,,1,650,1,160,2,,2
932191,,,,,,,2,2,,,,,2,,1,300,1,600,2,,2
932207,,,,,,,2,,,,,,2,,1,700,2,,2,,2
932213,2,2,2,2,,,2,2,2,2,2,,2,,1,1200,1,580,2,,2
932225,2,2,2,,,,2,2,2,,,,1,4000,1,3000,2,,2,,2
932228,2,2,2,2,2,,2,1,2,2,2,,1,3000,1,2000,1,300,2,,2
932236,1,2,2,2,,,1,2,2,2,,,1,200,1,7000,1,800,2,,2
932238,2,,,,,,2,,,,,,2,,1,800,2,,2,,2
932239,1,2,,,,,2,2,,,,,1,1000,1,1400,1,250,1,500,2
932256,,2,,,,,2,2,,,,,2,,2,,1,200,2,,2
932282,1,1,2,,,,1,2,2,,,,1,0,1,400,2,,2,,2
932289,1,2,,,,,2,2,,,,,2,,1,400,1,240,2,,1
932290,1,,,,,,2,2,,,,,2,,1,1500,2,,2,,2
932304,,,,,,,2,,,,,,2,,1,600,2,,2,,2
932306,2,1,2,2,2,,2,1,2,2,2,2,1,2000,1,1500,2,,2,,2
932311,1,2,1,2,,,1,2,2,2,,,1,200,1,130,1,90,2,,2
932312,2,2,2,,,,2,2,2,,,,1,200,2,,2,,1,400,2
932318,,,,,,,1,1,,,,,2,,1,180,1,180,2,,1
932327,2,2,,,,,2,2,,,,,2,,1,500,1,500,2,,2
932328,2,,,,,,1,,,,,,2,,1,650,2,,2,,2
932332,1,2,2,2,2,,1,1,2,2,2,,1,500,1,800,1,400,2,,2
932341,2,2,,,,,2,1,,,,,1,2000,1,1000,1,2400,2,,2
932351,1,2,2,2,,,1,2,2,2,,,2,,1,800,1,600,2,,2
932358,,,,,,,2,2,,,,,2,,2,,2,,2,,2
932367,1,,,,,,2,,,,,,2,,2,,1,2500,1,2800,2
932377,1,1,,,,,2,2,,,,,1,0,1,1000,1,350,2,,2
932381,,,,,,,2,2,,,,,2,,1,400,1,280,2,,2
932412,2,2,,,,,2,2,,,,,2,,2,,2,,2,,2
932431,,,,,,,2,2,,,,,2,,1,1500,2,,2,,2
932447,,2,,,,,2,2,,,,,2,,2,,1,400,2,,1
932465,2,2,2,2,,,2,2,2,2,,,2,,1,300,2,,2,,2
932476,1,1,,,,,2,2,,,,,1,1800,1,2000,1,500,1,5000,2
932501,1,2,,,,,1,2,,,,,1,1500,2,,1,380,2,,2
932532,2,2,1,1,1,,2,2,2,2,2,2,2,,1,1000,1,1800,2,,1
932542,2,2,,,,,2,2,,,,,2,,1,2100,2,,2,,1
932572,2,2,,,,,1,2,,,,,1,5000,1,1200,2,,1,2000,2
932577,1,2,,,,,2,2,2,,,,1,130,1,600,1,250,2,,2
932579,2,2,,,2,,1,2,2,2,2,,2,,1,1500,2,,2,,2
932586,,2,,,,,2,2,,,,,2,,1,450,2,,2,,2
932596,,,2,1,,,2,2,2,1,,,1,500,1,356,1,600,2,,1
932611,1,2,2,2,,,1,2,2,2,,,1,1000,1,500,1,1000,1,300,2
932623,2,2,,,,,1,1,,,,,1,800,1,1500,1,300,2,,2
932629,2,2,2,,,,2,2,2,,,,2,,1,350,2,,2,,2
932630,2,,,,,,2,,,,,,1,2000,2,,1,600,2,,2
932631,,,,,,,2,2,,,,,2,,1,600,2,,2,,2
932641,1,1,2,,,,1,1,2,2,,,1,0,1,1800,1,324,2,,1
932645,1,2,,,,,2,2,,,,,1,10000,2,,2,,2,,2
932652,2,2,,,,,2,2,,,,,2,,1,350,2,,2,,2
932653,2,2,2,2,2,,2,2,2,2,2,,2,,1,3000,1,840,2,,2
932661,,2,2,,,,2,1,2,,,,1,3200,1,2000,1,500,2,,2
932663,1,,,,,,1,1,,,,,1,600,1,250,1,1000,2,,2
932666,2,,,,,,2,,,,,,2,,1,900,2,,2,,2
932673,2,1,2,,,,2,2,2,,,,2,,1,2000,2,,2,,2
932681,,2,2,,,,2,2,2,,,,2,,2,,2,,2,,2
932694,,,,,,,2,2,,,,,2,,1,400,1,160,2,,2
932707,,,,,,,2,,,,,,2,,1,670,2,,2,,2
932715,,2,,,,,2,2,,,,,2,,1,134,2,,2,,2
932717,2,2,,,,,2,2,,,,,2,,2,,2,,2,,2
932721,2,,,,,,2,,,,,,2,,1,320,2,,2,,2
932724,1,1,,,,,1,2,,,,,1,3000,1,1500,1,2500,2,,2
932741,,,,,,,1,,,,,,1,1000,2,,1,550,2,,2
932742,,,,,,,1,,,,,,1,450,1,453,1,453,2,,1
932760,,,,,,,2,2,,,,,2,,2,,1,500,2,,2
932773,2,2,,,,,1,2,2,2,2,,1,1000,2,,2,,2,,2
932774,2,2,,,,,2,2,2,,,,2,,1,700,2,,2,,2
932777,2,2,2,2,,,2,2,2,2,,,2,,1,600,2,,1,300,2
932780,1,1,,,,,1,1,2,,,,1,1000,2,,2,,2,,2
932810,2,,,,,,2,,,,,,1,2200,1,1754,1,737,2,,1
932826,,2,2,,,,2,2,2,,,,2,,2,,2,,2,,2
932832,1,2,,,,,1,2,2,,,,1,3500,1,1000,1,800,2,,1
932852,2,,,,,,2,,,,,,2,,1,1400,2,,2,,2
932864,1,2,2,,,,1,2,2,2,,,1,7000,1,1000,1,400,2,,2
932875,2,2,2,,,,1,2,2,,,,1,2500,1,5000,1,2000,1,5000,2
932883,1,1,2,,,,1,1,2,,,,1,2000,2,,1,300,2,,1
932910,1,,,,,,2,,,,,,1,300,2,,1,500,1,300,2
932911,1,1,,,,,2,1,2,2,2,,1,800,1,0,1,600,2,,2
932929,1,2,2,2,,,2,2,2,2,,,1,4000,1,900,2,,2,,2
932957,,,,,,,2,,,,,,1,1400,1,450,1,120,2,,2
932958,,,,,,,1,,,,,,2,,2,,1,200,2,,2
932980,2,2,,,,,2,2,,,,,2,,1,200,2,,2,,2
932997,1,2,2,,,,1,2,2,2,,,1,1000,2,,1,150,2,,2
933012,1,2,2,,,,1,2,2,2,,,1,0,1,600,1,300,1,0,2
933025,2,2,2,2,,,2,2,2,2,2,,2,,1,400,2,,2,,1
933036,2,2,2,,,,1,1,2,2,,,1,5000,1,400,1,800,1,15000,1
933038,1,2,,,,,1,2,2,2,,,1,0,2,,2,,2,,2
933043,2,2,2,,,,1,2,2,2,,,1,2700,2,,2,,2,,2
933045,1,1,,,,,2,1,2,2,,,2,,1,800,1,600,1,10000,2
933050,2,2,2,,,,2,2,2,2,,,1,3000,1,1008,1,500,2,,2
933057,,,,,,,2,2,,,,,2,,1,450,1,180,2,,2
933081,2,,,,,,2,,,,,,2,,2,,2,,2,,2
933100,1,1,,,,,1,2,2,2,2,,1,1900,2,,1,500,2,,1
933123,2,,,,,,2,2,2,,,,2,,2,,2,,2,,2
933146,2,2,,,,,1,1,,,,,2,,1,900,1,350,2,,2
933147,2,2,2,,,,2,2,2,2,,,1,3100,2,,1,2400,2,,2
933205,2,2,,,,,2,2,2,2,,,2,,1,1400,1,350,2,,2
933244,1,1,,,,,1,1,2,,,,1,300,1,450,2,,2,,2
933264,,2,2,,,,2,2,2,,,,2,,1,310,2,,2,,1
933265,2,1,,,,,1,2,2,2,,,1,0,1,0,2,,1,0,1
933279,1,2,,,,,1,2,2,2,,,1,0,1,1300,2,,2,,2
933305,2,2,2,,,,1,2,2,,,,1,300,1,2000,1,1300,2,,2
933346,2,,,,,,2,,,,,,2,,1,500,2,,2,,2
933357,2,,,,,,2,,,,,,2,,2,,2,,2,,2
933366,2,,,,,,2,2,2,,,,2,,1,500,1,340,2,,2
933422,2,,,,,,2,,,,,,2,,1,350,1,350,2,,2
933476,2,2,,,,,2,2,2,2,,,1,2000,1,1500,1,300,2,,2
933503,1,,,,,,1,,,,,,1,1000,1,350,1,100,2,,2
933580,2,,,,,,2,2,,,,,2,,2,,2,,2,,2
933616,,,,,,,1,1,,,,,1,2000,1,5000,1,5000,2,,2
933683,1,2,,,,,1,1,2,,,,1,1000,1,1200,1,358,2,,2
933686,1,1,2,2,2,,1,2,2,2,2,,1,0,1,0,1,600,2,,2
933774,2,2,,,,,2,2,,,,,2,,1,700,1,250,2,,1
933795,2,2,,,,,1,1,,,,,1,0,2,,1,120,2,,2
933796,1,1,,,,,1,2,2,2,,,1,0,2,,2,,2,,2
933812,2,,,,,,2,,,,,,2,,1,700,2,,2,,2
933851,2,,,,,,2,2,,,,,2,,1,3500,1,250,2,,1
933853,,2,2,,,,2,2,2,,,,2,,1,800,2,,2,,2
933854,,,,,,,2,,,,,,2,,1,700,2,,2,,2
933862,,,,,,,2,,,,,,2,,1,1000,2,,2,,2
933865,2,2,,,,,1,1,2,2,,,2,,1,3500,2,,2,,2
933877,2,2,,,,,2,2,,,,,1,5000,1,1000,1,1000,2,,2
933878,,,1,,,,2,2,2,,,,2,,1,800,1,350,2,,2
933890,2,2,,,,,1,1,2,2,,,2,,2,,2,,2,,2
933892,,2,,,,,2,2,,,,,2,,1,1500,1,600,2,,2
933893,,2,2,2,,,2,2,2,2,,,2,,1,2000,1,300,2,,2
933896,2,,,,,,2,,,,,,2,,1,3000,1,3500,2,,2
933903,,2,,,,,2,2,,,,,2,,1,2108,1,800,2,,2
933915,2,2,2,2,,,2,2,2,2,,,2,,1,1400,1,1300,2,,2
933925,2,2,2,2,,,2,1,2,2,,,1,1200,1,1200,1,1500,1,1800,2
933926,2,2,2,,,,1,1,2,2,,,1,0,1,1000,1,300,1,0,2
933933,2,1,,,,,2,1,2,2,,,1,500,1,1000,1,2000,2,,2
933934,2,2,2,,,,2,1,2,,,,1,1000,1,1800,1,3500,2,,2
933935,1,2,,,,,2,2,2,,,,1,1000,1,1500,1,50,2,,2
933942,,,,,,,2,2,,,,,2,,1,1500,1,260,2,,2
933944,2,,,,,,2,2,,,,,2,,2,,2,,2,,2
933946,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
933949,,,,,,,2,2,,,,,2,,2,,1,460,2,,2
933953,,,,,,,2,2,,,,,2,,1,410,2,,2,,2
933955,2,,2,,,,2,2,2,,,,2,,2,,1,200,2,,2
933958,2,,2,,,,2,2,2,,,,2,,1,1500,1,2000,2,,2
