NQUEST,ASS2NEW1,ASS2NEW2,ASS2NEW3,ASS2NEW4,ASS2NEW5,ASS2NEW6,ASS1NEW1,ASS1NEW2,ASS1NEW3,ASS1NEW4,ASS1NEW5,ASS1NEW6,ASS4,ASS4S,ASS31,ASS3S1,ASS32,ASS3S2,ASS33,ASS3S3,DOCSEZF
933966,2,2,2,2,,,2,2,2,2,,,2,,1,700,1,313,2,,2
933975,2,2,,,,,2,2,,,,,2,,1,400,1,120,2,,2
934057,2,,,,,,2,,,,,,1,300,2,,2,,2,,2
934061,2,2,,,,,1,2,,,,,2,,1,280,1,120,2,,2
934062,2,2,2,,,,2,2,2,,,,2,,1,350,1,150,2,,2
934063,1,1,2,2,,,2,2,2,2,,,1,1800,1,2700,1,120,2,,2
934111,2,,,,,,2,2,,,,,2,,1,240,1,360,2,,2
934114,2,,,,,,1,1,,,,,2,,1,3000,1,2000,2,,2
934115,,,,,,,1,1,,,,,2,,1,2000,1,4000,1,19000,2
934132,2,2,,,,,1,2,,,,,2,,1,500,2,,1,1000,2
934140,,2,2,2,,,2,2,2,2,,,1,300,1,2000,1,500,1,1800,2
934141,1,2,,,,,1,2,,,,,1,300,1,700,1,350,2,,2
934172,,,,,,,2,,,,,,2,,1,150,1,450,2,,2
934180,,,,,,,2,2,,,,,2,,1,260,1,286,2,,2
934202,2,,,,,,2,,,,,,2,,1,300,2,,2,,2
934215,2,2,,,,,2,2,,,,,2,,1,700,1,350,1,500,2
934231,2,2,2,,,,2,2,2,,,,2,,1,1500,1,450,2,,2
934259,2,2,,,,,2,2,,,,,2,,2,,1,800,2,,2
934264,2,2,,,,,2,2,,,,,1,1500,1,400,1,700,2,,2
934265,2,1,2,,,,1,2,2,,,,1,4000,1,1800,1,1000,1,3000,2
934266,2,2,,,,,2,2,,,,,2,,1,1000,2,,2,,2
934268,2,2,2,2,,,2,2,2,2,,,2,,1,1500,1,1000,1,5000,2
934276,1,2,,,,,1,2,2,2,,,1,1600,1,1000,1,10000,1,400,2
934277,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,2000,1,10000,1,10000,2
934278,2,2,2,2,,,1,2,2,2,,,1,1000,1,2500,1,1200,1,10000,2
934280,2,1,2,2,,,2,2,2,2,,,1,500,1,800,1,500,1,500,2
934282,1,2,2,2,,,2,1,2,2,,,2,,1,1200,1,230,2,,2
934287,2,,,,,,2,,,,,,2,,1,500,2,,1,900,2
934289,,,,,,,2,,,,,,2,,1,300,1,5000,1,3000,2
934293,1,,,,,,1,,,,,,1,1700,1,2000,1,2000,1,18000,2
934294,2,2,,,,,2,2,2,2,,,2,,1,1200,1,400,1,900,2
934295,2,2,,,,,2,2,2,2,2,,1,1200,1,400,1,600,1,2000,2
934296,2,2,2,,,,1,1,2,2,,,1,3200,1,450,1,80,1,2000,2
934301,,,,,,,2,,,,,,2,,2,,2,,2,,2
934306,,,,,,,2,,,,,,2,,1,400,1,200,2,,2
934307,,2,,,,,2,2,,,,,2,,1,500,1,250,2,,2
934308,,,,,,,2,,,,,,2,,1,700,1,250,2,,2
934312,1,1,2,,,,1,2,2,,,,2,,1,1200,1,224,1,1100,2
934315,1,2,,,,,2,2,2,,,,2,,1,1200,1,400,1,1060,1
934316,1,1,2,,,,1,1,2,,,,2,,1,900,1,300,1,3000,2
934324,2,1,2,,,,1,1,1,1,,,1,1000,1,2000,1,500,2,,2
934327,2,2,,,,,2,2,,,,,2,,1,800,1,300,1,1600,2
934329,1,2,,,,,1,1,2,2,2,,2,,1,600,1,300,2,,2
934334,1,,,,,,2,,,,,,1,1200,1,2000,1,1000,2,,2
934336,2,2,,,,,2,2,,,,,2,,1,900,1,125,2,,2
934350,1,1,2,2,,,2,2,2,2,,,2,,2,,2,,2,,2
934357,2,1,2,,,,2,2,2,2,,,1,1200,1,230,1,970,1,2600,2
934358,,,,,,,2,2,,,,,2,,1,290,1,180,2,,2
934363,2,1,,,,,2,2,,,,,2,,1,540,2,,2,,2
934365,2,1,,,,,2,2,2,,,,1,800,1,1300,1,350,2,,1
934368,2,,,,,,2,,,,,,2,,2,,2,,2,,2
934377,2,2,,,,,1,1,,,,,2,,1,900,1,450,1,3400,1
934389,2,2,,,,,2,2,2,2,,,1,1300,1,2680,1,320,1,290,2
934400,2,2,,,,,2,2,2,,,,2,,2,,2,,1,800,2
934406,1,2,,,,,1,2,2,,,,1,100,1,468,2,,2,,2
934411,,,1,,,,2,2,1,,,,1,1000,1,1500,1,1000,2,,2
934412,2,,,,,,2,,,,,,1,240,1,360,1,120,1,130,2
934424,2,2,2,2,,,2,2,2,2,,,2,,1,600,1,500,2,,2
934437,2,2,,,,,2,2,,,,,1,1200,1,600,1,600,2,,2
934439,2,,,,,,1,2,,,,,1,500,1,600,1,300,1,4000,2
934442,,,,,,,2,2,,,,,2,,1,500,1,300,2,,2
934443,2,,,,,,2,,,,,,2,,1,590,1,120,2,,1
934446,2,2,1,1,,,2,2,2,2,,,1,5500,1,500,1,500,2,,2
934453,2,,,,,,2,,,,,,2,,1,400,2,,2,,2
934461,1,1,1,,,,1,1,2,,,,2,,1,2400,1,1000,2,,2
934462,,2,,,,,2,2,,,,,2,,1,730,1,105,2,,2
934467,,,,,,,2,2,,,,,2,,1,1300,2,,2,,2
934469,2,,2,,,,2,2,2,,,,2,,1,2000,1,3000,2,,2
934480,2,,,,,,2,,,,,,1,2500,1,900,1,2900,2,,1
934481,2,2,2,2,,,1,2,2,2,,,2,,2,,1,1000,2,,2
934483,2,2,2,,,,1,2,2,2,2,,2,,1,700,1,200,1,50,2
934491,1,1,,,,,2,1,,,,,2,,1,500,1,400,2,,2
934492,,,,,,,2,2,,,,,2,,1,580,1,110,2,,2
934494,,,,,,,2,2,,,,,2,,1,720,1,750,2,,2
934495,,,2,,,,2,2,2,,,,2,,1,900,2,,1,300,2
934496,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
934500,,2,2,2,,,1,1,2,2,,,2,,1,900,1,380,2,,1
934503,,2,,,,,2,2,,,,,2,,1,310,1,420,1,210,2
934504,,,,,,,2,2,,,,,1,290,1,460,1,135,2,,1
934505,2,,,,,,2,2,,,,,1,450,1,320,2,,2,,2
934506,2,2,,,,,2,2,,,,,1,0,1,1600,1,200,2,,2
934515,,,,,,,2,,,,,,2,,2,,2,,2,,2
934519,,2,,,,,2,2,,,,,1,900,1,2500,1,840,1,600,1
934520,,2,,,,,2,2,,,,,2,,1,270,1,130,2,,1
934524,1,2,2,,,,2,2,2,2,,,2,,1,1200,1,100,1,800,2
934525,1,1,2,2,,,2,2,2,2,2,2,1,450,1,1600,1,480,2,,2
934551,2,,,,,,2,,,,,,2,,1,350,1,300,2,,2
934552,2,2,2,,,,2,2,2,2,,,2,,1,1300,2,,2,,2
934559,,2,,,,,2,2,,,,,2,,1,500,2,,2,,2
934563,1,2,,,,,2,2,,,,,2,,1,1000,1,4000,2,,2
934574,2,,,,,,2,,,,,,2,,1,430,1,260,2,,1
934578,1,,,,,,2,2,,,,,2,,1,1200,1,500,1,500,2
934600,,,,,,,2,2,,,,,1,2000,1,1500,1,800,1,1500,2
934615,,,,,,,2,,,,,,2,,1,500,2,,2,,2
934621,2,1,2,2,,,2,2,2,2,,,2,,1,1400,1,3500,2,,2
934629,,,,,,,2,,,,,,2,,2,,2,,2,,2
934645,1,,,,,,2,,,,,,1,1500,1,800,1,900,2,,2
934671,2,2,2,2,,,1,2,2,2,,,2,,1,1200,1,900,2,,2
934702,,,,,,,2,,,,,,2,,2,,2,,2,,2
934713,2,,,,,,2,2,,,,,2,,1,2000,1,300,2,,2
934716,,,,,,,1,2,,,,,2,,1,900,1,300,2,,1
934718,,,,,,,2,2,,,,,2,,1,850,1,700,2,,1
934726,,,,,,,2,2,,,,,1,2500,1,1020,1,530,2,,2
934731,,2,,,,,1,2,,,,,2,,1,500,1,300,2,,2
934734,,1,,,,,2,2,,,,,2,,1,400,1,300,2,,2
934737,2,1,2,,,,2,2,2,,,,2,,1,1400,1,600,2,,2
934753,2,2,2,2,,,1,2,2,2,,,1,3600,1,1500,1,3600,2,,2
934764,1,1,2,,,,2,1,2,,,,1,300,1,1200,1,1000,2,,2
934766,1,2,,,,,1,2,,,,,2,,1,1300,1,300,2,,2
934770,2,2,,,,,1,1,2,2,,,2,,1,900,1,400,2,,2
934778,,,,,,,2,,,,,,2,,1,500,2,,2,,2
934782,1,1,,,,,2,2,2,2,,,1,800,1,1300,2,,2,,2
934786,1,2,,,,,1,2,2,,,,2,,1,700,1,400,1,500,1
934790,2,,,,,,1,,,,,,2,,1,800,1,250,2,,2
934791,1,,,,,,2,,,,,,1,600,1,550,1,110,2,,1
934793,1,,,,,,2,,,,,,2,,1,800,1,600,2,,2
934803,2,1,,,,,1,2,2,,,,1,150,1,700,2,,2,,2
934811,,,,,,,2,2,,,,,2,,1,600,1,500,2,,2
934815,2,2,,,,,2,2,2,2,,,2,,1,1000,1,170,1,250,2
934818,2,,,,,,2,,,,,,2,,1,1700,2,,2,,2
934826,2,2,,,,,2,2,,,,,2,,1,20000,1,10000,2,,2
934844,,,,,,,2,2,,,,,2,,1,500,2,,2,,2
934869,2,2,2,2,,,2,2,2,2,,,1,500,1,1200,1,500,2,,2
934870,,2,,,,,1,1,,,,,2,,1,750,1,250,2,,2
934871,2,2,2,2,2,,2,1,2,2,2,,2,,1,900,1,300,2,,2
934872,,,,,,,2,,,,,,2,,2,,2,,2,,2
934878,2,,,,,,2,,,,,,2,,1,300,2,,2,,2
934892,2,,,,,,2,2,,,,,2,,1,2500,2,,1,3000,2
934900,2,,,,,,2,2,,,,,2,,1,800,1,500,1,500,2
934903,1,1,1,2,,,1,2,1,2,,,2,,1,1000,2,,2,,2
934904,2,2,2,2,,,2,2,2,2,2,,1,100,1,800,2,,2,,2
934906,2,,,,,,2,,,,,,2,,1,450,2,,2,,2
934907,,,,,,,2,,,,,,2,,1,700,1,300,2,,2
934908,2,2,,,,,2,2,,,,,2,,1,700,2,,2,,2
934912,,,,,,,2,2,,,,,2,,1,250,2,,2,,2
934915,2,2,2,2,,,1,1,2,2,,,2,,1,1500,1,300,2,,2
934918,2,2,,,,,1,1,,,,,2,,1,2500,1,700,1,7000,2
934921,1,2,2,1,,,2,2,2,2,2,,1,160,1,800,2,,2,,2
934927,,,,,,,2,2,,,,,2,,2,,2,,2,,2
934928,,,,,,,2,2,,,,,2,,1,1100,1,400,2,,2
934930,,,,,,,2,2,,,,,2,,1,250,1,150,1,1800,2
934943,2,,,,,,2,,,,,,2,,2,,2,,2,,2
934951,2,2,2,,,,2,2,2,,,,1,500,1,3000,1,500,2,,2
934956,1,1,2,2,,,1,2,2,2,2,,2,,1,900,1,400,2,,2
934958,,2,,,,,2,2,,,,,2,,1,1200,1,1500,2,,2
934960,1,1,2,2,,,2,2,2,2,,,2,,1,1200,1,500,2,,2
934967,,2,,,,,2,2,,,,,1,3000,1,1000,1,200,2,,2
934971,2,,,,,,2,2,,,,,2,,1,1300,2,,1,1100,2
934979,,,,,,,2,,,,,,2,,2,,2,,2,,2
934981,,2,,,,,2,2,,,,,2,,2,,1,100,2,,2
934983,,2,2,2,2,2,2,2,2,2,2,2,1,2000,1,1500,1,500,2,,2
934989,,,,,,,1,,,,,,2,,1,600,1,200,2,,2
934991,,,,,,,2,2,,,,,2,,1,900,1,200,2,,2
935000,,,,,,,2,2,,,,,2,,1,530,1,75,2,,2
935001,2,,2,,,,2,1,2,,,,2,,1,1500,2,,2,,2
935003,,,,,,,2,2,,,,,2,,1,3000,1,500,2,,2
935004,,,,,,,2,,,,,,2,,1,400,2,,2,,2
935007,,1,,,,,2,2,,,,,2,,1,650,1,420,2,,2
935008,,,,,,,2,2,,,,,2,,1,500,1,400,2,,2
935009,2,2,2,,,,2,2,2,,,,1,1800,1,1300,1,400,2,,2
935011,2,2,2,,,,1,2,2,,,,2,,1,1000,1,300,2,,2
935014,1,1,,,,,2,1,,,,,1,1000,1,1200,1,1000,1,1000,2
935023,2,2,2,2,,,1,1,2,2,,,1,80,1,1000,2,,1,100,2
935024,,,,,,,2,,,,,,1,1500,1,750,1,300,2,,2
935026,2,2,,,,,2,2,,,,,2,,1,1200,1,1000,1,2000,2
935041,1,1,,,,,2,1,,,,,2,,1,1200,1,300,2,,2
935042,2,,,,,,2,,,,,,2,,1,1200,2,,2,,2
935043,2,2,,,,,2,2,2,2,,,2,,1,600,1,100,2,,2
935044,2,,,,,,2,,,,,,1,700,1,600,2,,2,,2
935045,1,2,,,,,2,2,2,2,,,1,300,1,350,2,,2,,2
935054,2,2,2,,,,2,2,2,,,,2,,1,850,2,,2,,2
935073,1,2,,,,,1,2,,,,,1,1000,1,1500,1,2000,2,,2
935077,,2,,,,,2,2,,,,,2,,1,300,2,,2,,2
935097,2,2,2,,,,2,2,2,2,,,2,,1,1500,1,200,2,,1
935103,1,,,,,,2,,,,,,1,2200,1,1500,1,5000,2,,1
935127,,,,,,,2,,,,,,2,,1,620,1,330,2,,2
935132,2,2,,,,,2,2,,,,,2,,1,550,1,240,2,,2
935147,,,,,,,2,,,,,,2,,1,400,1,100,2,,1
935156,2,2,,,,,2,2,,,,,2,,1,3000,1,3000,2,,1
935161,,1,1,,,,1,1,1,,,,1,6000,1,2000,1,4000,1,250,2
935165,2,,1,,,,1,1,2,,,,1,2500,1,1200,1,660,2,,2
935171,,,,,,,1,,,,,,2,,1,1400,1,1200,2,,2
935178,1,1,2,,,,1,1,2,,,,2,,1,1000,1,500,2,,2
935187,1,2,,,,,1,2,,,,,2,,1,1500,1,4000,2,,2
935193,,2,,,,,1,2,,,,,1,2500,1,6000,1,2200,1,300,1
935195,1,,,,,,1,,,,,,2,,2,,1,500,1,100,1
935201,2,2,1,,,,2,2,1,,,,2,,1,1500,1,2000,1,150,2
935208,2,1,2,2,2,,2,2,2,2,2,,1,300,1,3000,2,,1,900,2
935233,2,2,,,,,2,2,,,,,2,,1,2000,1,800,1,600,2
935234,,2,,,,,2,2,,,,,2,,1,2000,1,800,2,,2
935235,2,2,2,,,,2,2,2,,,,2,,1,1100,1,400,2,,2
935241,,,,,,,2,,,,,,2,,1,450,2,,2,,2
935242,,,,,,,2,,,,,,2,,2,,2,,2,,2
935274,1,1,2,,,,2,2,2,,,,2,,1,1800,1,250,1,100,2
935280,1,2,2,2,,,1,2,2,2,,,1,500,1,1400,1,950,1,120,2
935281,2,2,2,,2,,2,2,2,2,2,,2,,1,550,1,300,2,,2
935285,2,2,2,,,,2,2,2,2,,,2,,1,840,1,300,2,,2
935299,2,2,2,,,,2,2,2,2,,,2,,1,850,1,680,1,220,2
935300,,,2,,,,2,2,2,,,,2,,1,700,1,260,2,,2
935303,2,,,,,,2,2,,,,,2,,1,638,1,400,1,2500,2
935305,,2,2,,,,2,2,2,,,,2,,1,900,1,300,2,,2
935307,,2,2,,,,2,2,2,,,,2,,1,2000,1,1500,2,,2
935309,2,2,,,,,2,2,2,2,,,2,,1,1400,1,300,2,,2
935388,2,,,,,,2,2,,,,,2,,1,580,2,,2,,2
935392,2,2,,,,,2,2,,,,,1,1300,1,2000,1,500,2,,2
935401,,,2,,,,2,2,2,,,,2,,2,,2,,2,,2
935409,2,,,,,,2,,,,,,2,,1,200,2,,2,,2
935415,2,,,,,,2,,,,,,2,,2,,2,,2,,2
935423,,,,,,,2,,,,,,2,,2,,2,,2,,2
935431,,,,,,,1,2,,,,,1,4400,1,500,2,,2,,2
935434,2,2,,,,,2,2,,,,,2,,1,1000,2,,2,,2
935443,2,2,2,,,,1,2,2,,,,2,,1,1000,1,300,2,,2
935445,1,1,2,,,,2,2,2,,,,2,,2,,2,,2,,2
935449,2,2,2,2,,,2,2,2,2,,,2,,1,900,2,,2,,2
935490,2,2,,,,,2,2,2,2,,,1,200,2,,1,1200,2,,2
935558,1,1,2,2,,,1,2,2,2,,,1,1900,1,800,1,2000,1,300,2
935579,1,1,1,,,,1,2,2,,,,2,,1,2500,1,800,1,100,2
935587,1,,,,,,1,2,,,,,1,1000,2,,1,150,2,,1
935594,2,2,,,,,1,1,,,,,2,,1,1000,1,800,1,4900,1
935636,2,,,,,,2,2,,,,,2,,1,600,2,,2,,2
935638,2,2,2,,,,1,1,2,,,,1,700,2,,1,500,2,,2
935643,2,1,2,,,,2,1,2,,,,2,,1,400,1,200,2,,2
935659,2,,,,,,2,,,,,,2,,2,,1,200,2,,2
935666,,,,,,,2,,,,,,2,,1,1000,1,800,2,,2
935676,,,,,,,1,2,,,,,1,500,1,500,1,500,2,,2
935682,,,,,,,2,2,,,,,2,,1,1100,1,360,2,,2
935683,,,,,,,1,2,,,,,2,,1,1500,1,215,2,,2
935685,,,,,,,2,2,,,,,2,,1,370,1,500,2,,2
935686,2,2,,,,,1,2,,,,,2,,1,500,1,1000,2,,1
935693,,,,,,,2,2,,,,,1,2700,1,1000,1,1000,2,,2
935695,2,2,2,,,,2,2,2,,,,2,,1,300,2,,2,,2
935697,,,,,,,2,,,,,,2,,1,250,2,,2,,2
935702,,2,2,2,,,2,1,2,2,,,2,,1,1500,1,700,1,1500,2
935705,2,,,,,,1,2,,,,,1,300,1,600,1,600,2,,2
935713,,,,,,,2,,,,,,2,,2,,2,,2,,2
935714,1,2,2,2,,,2,2,2,2,,,1,250,1,700,1,1000,1,1200,1
935716,1,1,,,,,2,1,,,,,1,0,1,2000,1,500,2,,1
935729,2,2,2,,,,2,2,2,2,,,2,,1,500,2,,1,180,2
935741,1,1,2,,,,2,2,2,,,,1,400,1,1100,2,,2,,2
935746,2,2,,,,,2,2,2,2,,,2,,1,600,1,150,2,,2
935762,,,2,2,,,2,2,2,2,,,2,,2,,2,,2,,2
935808,1,2,2,,,,2,2,2,,,,2,,1,3200,2,,2,,2
935825,2,2,2,,,,1,1,2,2,,,1,500,1,4000,1,2300,2,,2
935827,,,,,,,2,2,,,,,1,1000,1,1000,1,300,2,,2
935831,2,2,,,,,2,2,,,,,2,,1,800,1,1000,2,,2
935846,2,,,,,,2,,,,,,2,,2,,2,,2,,2
935850,2,,,,,,2,2,,,,,2,,1,2000,1,500,1,1200,2
935852,,2,,,,,2,2,,,,,2,,1,1200,2,,2,,2
935853,2,,,,,,2,,,,,,1,3000,1,5000,1,4000,1,5000,2
935862,,2,,,,,2,2,,,,,1,2500,1,1800,1,600,2,,2
935871,2,2,,,,,1,2,2,2,,,1,600,1,1800,1,350,2,,2
935877,2,2,,,,,1,1,2,2,,,2,,1,1600,1,600,2,,2
935892,2,,,,,,2,,,,,,2,,1,500,1,500,1,1200,2
935893,2,,,,,,2,2,,,,,2,,1,1100,1,350,1,400,2
935905,,2,,,,,2,2,,,,,2,,1,500,1,150,1,100,2
935906,,2,2,,,,2,2,2,,,,2,,2,,2,,2,,2
935908,,,,,,,2,,,,,,2,,2,,2,,2,,2
935916,,,,,,,2,,,,,,1,200,1,500,2,,2,,2
935923,,,,,,,2,2,,,,,2,,2,,2,,2,,2
935927,1,1,2,,,,2,2,2,2,2,,2,,1,1200,2,,1,350,2
935940,1,1,,,,,2,1,,,,,1,2000,1,600,2,,2,,2
935941,2,2,,,,,2,2,2,,,,2,,1,950,1,350,2,,2
935943,2,,,,,,2,,,,,,2,,2,,2,,2,,2
935944,2,2,,,,,2,2,,,,,2,,2,,2,,2,,2
935953,,,,,,,2,2,,,,,2,,1,320,1,280,2,,2
935960,1,1,,,,,2,2,,,,,2,,1,600,2,,2,,2
935987,2,2,2,2,,,2,2,2,2,,,1,2000,1,1500,1,800,2,,2
935993,2,2,,,,,2,2,,,,,1,1800,1,1200,1,500,2,,2
935994,2,2,,,,,2,2,2,,,,2,,1,1800,1,800,1,500,2
935999,,2,,,,,2,2,,,,,2,,1,1500,1,400,2,,2
936001,2,2,,,,,2,2,,,,,1,5000,1,2000,1,1000,2,,2
936004,2,2,,,,,2,2,,,,,1,1000,1,70,1,500,1,300,2
936011,1,2,2,2,,,2,2,2,2,,,2,,1,1000,2,,2,,2
936017,2,2,,,,,2,2,2,,,,1,1000,1,800,1,150,1,300,2
936029,2,2,2,2,,,2,2,2,2,,,2,,1,700,1,500,2,,2
936039,1,1,,,,,2,2,2,2,,,2,,1,500,1,300,2,,2
936048,,,,,,,2,2,,,,,2,,1,650,2,,2,,2
936049,,,,,,,1,2,,,,,2,,1,250,1,578,2,,1
936059,,2,,,,,2,2,,,,,2,,1,700,1,270,2,,2
936064,2,,,,,,2,,,,,,2,,2,,1,180,2,,2
936071,,,,,,,2,2,,,,,1,2500,1,1300,1,500,2,,2
936093,2,2,2,2,,,2,1,2,2,,,1,2500,1,600,1,2000,2,,2
936100,2,,,,,,2,2,,,,,2,,1,700,1,1000,2,,2
936118,,,,,,,2,2,,,,,2,,1,500,2,,2,,2
936133,2,2,2,,,,1,2,2,,,,2,,1,800,1,600,2,,2
936150,,,,,,,2,2,,,,,2,,1,1500,2,,2,,2
936153,2,2,,,,,2,2,,,,,1,500,2,,2,,2,,2
936161,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
936227,2,,,,,,2,,,,,,2,,2,,2,,2,,2
936237,,,,,,,2,2,,,,,2,,1,1400,2,,2,,2
936247,2,,,,,,2,2,,,,,2,,1,2000,1,500,2,,2
936252,2,,,,,,2,2,,,,,1,1500,1,1500,2,,1,2000,2
936253,2,2,2,,,,2,2,2,,,,2,,1,2000,1,400,2,,2
936268,2,,,,,,2,2,,,,,2,,1,1600,1,600,1,500,2
936272,2,2,2,,,,2,2,2,,,,2,,1,2000,1,550,2,,2
936278,2,2,2,,,,2,2,2,,,,2,,1,2000,1,400,2,,2
936289,2,2,2,2,,,2,2,2,2,,,1,400,2,,1,350,2,,2
936316,2,2,,,,,2,2,2,,,,1,600,1,3000,1,800,2,,2
936359,2,2,2,,,,2,2,2,,,,2,,1,2500,1,400,2,,2
936370,2,2,2,2,,,2,2,2,2,,,2,,1,1500,2,,1,1000,2
936406,,2,,,,,2,2,,,,,2,,1,600,2,,2,,2
936411,2,2,2,,,,2,2,2,,,,2,,1,2400,2,,2,,2
936412,,,,,,,2,2,,,,,2,,1,500,1,1600,2,,2
936424,,,2,2,,,2,2,2,2,,,2,,1,1600,2,,2,,2
936426,2,2,2,2,,,2,1,2,2,,,2,,1,2300,1,1200,2,,2
936427,2,,,,,,2,2,2,2,,,2,,1,700,2,,2,,2
936429,2,2,2,,,,2,2,2,,,,1,1400,1,490,1,1100,2,,2
936436,2,,,,,,2,,,,,,2,,1,900,2,,2,,2
936453,,,,,,,2,2,,,,,2,,1,700,1,300,2,,2
936454,2,,,,,,2,,,,,,1,40,2,,1,165,2,,2
936456,,2,2,,,,2,2,2,,,,2,,1,1500,2,,2,,2
936459,2,1,2,2,,,2,2,2,2,,,2,,1,1600,1,350,2,,2
936465,2,2,2,2,,,1,2,2,2,,,2,,1,2000,1,300,2,,2
936470,2,,,,,,1,1,,,,,1,1600,1,850,1,2500,1,450,2
936478,2,,,,,,2,2,,,,,1,2000,1,70,1,350,2,,2
936483,2,,,,,,1,1,,,,,2,,1,650,1,1000,2,,2
936513,1,1,2,2,,,1,1,2,2,,,2,,2,,1,500,2,,2
936619,2,,,,,,2,,,,,,2,,1,1600,2,,2,,2
936624,,2,,,,,2,2,,,,,2,,1,450,1,400,2,,2
936635,2,2,2,2,,,2,2,2,2,,,1,200,1,2000,2,,2,,2
936638,2,2,2,2,,,1,2,2,2,,,2,,1,4500,2,,1,1200,2
936649,2,2,2,2,,,1,2,2,2,,,2,,1,7000,1,1200,1,100,2
936651,1,2,,,,,2,2,2,,,,1,400,1,1000,1,200,1,1500,2
936656,2,2,2,2,2,,1,2,2,2,2,,2,,1,4000,1,800,1,600,2
936657,2,1,,,,,2,1,,,,,2,,1,600,1,200,2,,2
936660,,,,,,,2,2,,,,,2,,1,550,1,1200,2,,2
936661,2,,,,,,2,2,,,,,2,,1,850,1,300,1,70,2
936664,,2,,,,,2,2,,,,,1,200,1,800,1,500,1,70,2
936666,2,2,,,,,2,2,,,,,1,0,1,5000,1,300,2,,2
936667,2,,,,,,2,,,,,,2,,1,400,1,150,2,,2
936668,1,1,,,,,1,2,2,,,,2,,1,1000,1,1000,1,70,2
936671,2,,,,,,2,2,,,,,2,,1,391,2,,2,,2
936678,,,,,,,2,2,,,,,2,,1,1000,2,,2,,2
936682,2,2,,,,,2,2,,,,,2,,1,2600,1,4000,1,80,2
936683,1,,,,,,2,1,,,,,1,1000,1,500,1,3100,2,,2
936684,2,,,,,,2,2,,,,,1,1800,1,600,1,250,2,,2
936688,2,1,,,,,1,2,,,,,1,3300,1,1500,1,130,2,,2
936689,1,1,,,,,1,2,,,,,2,,1,5000,1,600,2,,2
936691,2,2,2,,,,2,2,2,,,,2,,1,1000,1,1000,1,200,2
936692,2,,2,,,,1,2,2,,,,1,4000,1,4000,1,2500,1,150,2
936693,,,,,,,2,2,,,,,2,,1,1100,1,600,2,,2
936701,2,1,2,2,2,2,2,2,2,2,2,2,1,200,2,,2,,2,,2
936704,2,2,2,,,,1,2,2,,,,1,1500,2,,1,2500,2,,2
936711,2,,,,,,2,,,,,,2,,2,,1,1000,2,,2
936723,1,2,2,2,2,,1,2,2,2,2,,2,,1,3000,1,1000,2,,2
936739,1,2,,,,,1,2,2,,,,2,,1,1800,2,,2,,2
936751,2,,,,,,2,,,,,,2,,2,,1,700,2,,2
936754,,2,2,,,,2,2,2,,,,2,,1,250,1,200,1,70,2
936759,,,,,,,2,2,,,,,2,,1,1000,1,350,2,,2
936762,,,,,,,2,,,,,,2,,1,680,2,,2,,2
936765,2,,,,,,2,2,,,,,1,800,1,1200,2,,2,,2
936768,,,,,,,2,2,,,,,2,,1,800,2,,2,,2
936773,2,,,,,,2,,,,,,2,,2,,2,,2,,2
936777,,,,,,,2,,,,,,2,,1,450,2,,2,,2
936779,,,,,,,2,,,,,,2,,1,600,1,600,2,,1
936783,2,2,,,,,1,2,2,2,,,2,,1,500,1,500,1,250,2
936788,2,2,2,2,,,2,2,2,2,,,1,600,1,4000,2,,2,,2
936789,,,,,,,2,,,,,,1,1000,1,350,1,300,2,,2
936792,1,,,,,,2,,,,,,1,0,1,400,2,,1,70,2
936793,2,2,2,,,,2,2,2,,,,2,,1,1200,1,200,2,,2
936794,2,2,,,,,1,1,,,,,1,2800,1,4500,1,3000,2,,2
936796,2,2,2,,,,2,2,2,,,,1,500,1,1500,1,300,2,,2
936799,2,,,,,,2,,,,,,2,,2,,2,,2,,2
936801,2,2,2,2,,,1,2,2,2,,,2,,1,3000,2,,1,7000,2
936803,2,2,,,,,2,2,2,,,,1,400,1,1500,1,1500,2,,2
936813,2,2,,,,,2,2,,,,,2,,2,,2,,2,,2
936814,2,2,,,,,2,2,,,,,2,,1,500,1,1500,2,,2
936824,1,2,2,2,2,,1,2,2,2,2,,1,1000,1,500,1,500,2,,2
936831,2,2,,,,,2,2,,,,,2,,2,,2,,2,,2
936839,1,1,,,,,1,2,,,,,1,150,1,3500,1,200,2,,2
936850,1,2,2,2,,,1,1,2,2,,,1,4000,1,1000,1,300,2,,2
936862,2,2,,,,,1,2,2,,,,1,100,1,600,1,400,1,90,1
936872,2,1,,,,,1,1,2,2,,,2,,1,300,2,,2,,2
936874,1,,,,,,1,2,,,,,1,200,1,380,1,100,2,,2
936875,2,1,2,,,,2,2,2,,,,2,,1,1200,1,150,2,,2
936912,2,,,,,,2,,,,,,2,,2,,2,,2,,2
936918,,,,,,,2,2,,,,,2,,1,1300,1,220,2,,1
936942,,,,,,,2,,,,,,2,,1,400,2,,2,,2
936946,,2,,,,,2,2,,,,,2,,1,350,1,300,2,,2
936956,,2,,,,,2,2,,,,,1,1000,1,2000,1,2000,2,,2
936969,,,1,,,,2,2,2,,,,2,,1,500,2,,2,,2
936975,,2,,,,,2,2,,,,,1,1000,1,1200,1,1000,2,,2
