NQUEST,ANABIT,GODABIT,UNIPRO,QUOPRO,ANPOSS,PRO1,PRO2,PRO3,PRO4,PRO5,PRO6,PRO7,PRO8,PRO9,POSS1,IMPACQ2,FITTONOP,TFITTONOP,TFITTO,TIPOAFF2,DFITTOM,TFITTOM,PROPRIET2,TFITIMP,RITAFF,SUPAB,ANCOSTR,BAGNI,VALABIT,ASPVALABIT1,ASPVALABIT2,ASPVALABIT3,ASPVALABIT4,ASPVALABIT5,ALTRAB,NALTRAB,ALTRFAB,NALTRFAB,TERAGR,NTERAGR,TERNAGR,NTERNAGR,ANTIC,ANTICIPI,DEBITA1,NDEBITA1,DEBITA2,NDEBITA2,DEBITC,NDEBITC,DEBITD,NDEBITD,DEBITE,NDEBITE,DEBITF,NDEBITF,DEBITG,NDEBITG,CHIFINMUT1,CHIFINCONS1,RITARDO,CREDIT,TCREDIT,DEBIT,TDEBIT,MUTUOR,FMUTRIF,MUTUOE,MUTUORIF,REAPMUT,MUTUOR3,MUTUOE3,REAPMUT3,MUTUORIC,MUTUORIC3,DOCSEZD
923893,1950,5,,,,1,0,0,0,0,0,0,0,0,,,,,,,,,1,300,,90,1940,1,50000,0,0,50,50,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923899,1969,1,1,,1969,1,0,0,0,0,0,0,0,0,3,100000,,,,,,,,350,,100,1960,1,130000,10,10,40,30,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923900,1974,1,1,,1974,0,1,0,0,0,0,0,0,0,3,50000,,,,,,,,250,,90,1950,1,60000,0,40,50,10,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923907,2000,1,1,,2000,1,0,0,0,0,0,0,0,0,3,80000,,,,,,,,350,,100,1960,1,110000,0,0,50,50,0,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923911,1981,1,1,,1981,1,0,0,0,0,0,0,0,0,1,60000,,,,,,,,200,,90,1950,1,70000,20,20,20,20,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923919,2012,2,,,,,,,,,,,,,,,,,350,1,2,,2,,2,100,1980,2,100000,0,40,60,0,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923977,2009,1,1,,2009,1,0,0,0,0,0,0,0,0,1,80000,,,,,,,,400,,80,2005,2,75000,10,20,30,20,20,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,,1,2,2,,2,,2,,,,,2,,,2,2,2
923978,2011,1,1,,2008,1,1,1,0,0,0,0,0,0,1,85000,,,,,,,,400,,75,2000,1,75000,20,10,10,30,30,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923984,2010,1,1,,2009,1,1,0,0,0,0,0,0,0,1,65000,,,,,,,,350,,70,2000,1,60000,20,20,30,10,20,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,,2,1,2,,1,500,2,,,,,2,,,2,2,2
923987,2000,1,1,,1998,1,1,0,0,0,0,0,0,0,1,90000,,,,,,,,400,,90,1994,2,90000,10,20,20,30,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923991,2000,4,,,,1,0,0,0,0,0,0,0,0,,,,,,,,,1,300,,70,1995,1,60000,20,30,10,20,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,1,1000,2,,,,,2,,,2,2,2
924005,2012,1,1,,2010,1,0,0,0,0,0,0,0,0,2,120000,,,,,,,,370,,60,1970,1,100000,20,20,20,20,20,1,1,2,,1,5,2,,2,,2,,1,1,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,1,1,,,,2
924026,2015,1,1,,2015,1,1,0,0,0,0,0,0,0,1,80000,,,,,,,,500,,85,2010,2,85000,20,20,10,30,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924034,2012,1,1,,2004,1,0,0,0,0,0,0,0,0,1,60000,,,,,,,,350,,60,2000,1,50000,20,10,30,20,20,2,,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,1,1500,2,,,,,2,,,2,2,2
924035,2010,1,1,,2009,1,1,0,0,0,0,0,0,0,1,90000,,,,,,,,450,,105,2002,2,100000,20,20,10,30,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924036,2018,1,1,,2010,1,0,0,0,0,0,0,0,0,3,150000,,,,,,,,700,,130,2005,2,140000,30,10,20,30,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924041,2016,1,1,,2010,0,1,1,0,0,0,0,0,0,1,90000,,,,,,,,450,,100,1998,2,95000,20,10,10,30,30,1,1,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924045,2000,1,1,,2000,0,1,0,0,0,0,0,0,0,5,85000,,,,,,,,400,,90,2000,2,100000,20,10,30,10,30,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924069,1989,5,,,,,,,,,,,,,,,,,,,,,1,350,,100,1950,2,130000,10,30,40,10,10,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,,1,2,2,,2,,2,,,,,2,,,2,2,2
924071,1989,1,1,,1989,1,1,0,0,0,0,0,0,0,1,37000,,,,,,,,300,,100,1965,1,120000,30,10,40,10,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924081,2018,5,,,,1,0,0,0,0,0,0,0,0,,,,,,,,,1,300,,90,1970,1,100000,10,10,60,10,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924082,1994,2,,,,,,,,,,,,,,,,,320,1,2,,2,,2,90,1950,1,100000,0,20,50,30,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924088,1993,5,,,,,,,,,,,,,,,,,,,,,1,300,,110,1970,2,150000,10,10,40,20,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924093,1997,5,,,,,,,,,,,,,,,,,,,,,1,350,,105,1940,2,140000,10,10,40,30,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924120,1980,1,1,,1970,1,0,0,0,0,0,0,0,0,1,250000,,,,,,,,500,,110,1970,1,200000,0,100,0,0,0,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924140,1995,1,1,,1995,1,0,0,0,0,0,0,0,0,1,150000,,,,,,,,550,,100,1990,1,200000,0,0,100,0,0,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,1,3,3,1,2,,,,,,2
924169,1985,1,1,,1985,1,0,0,0,0,0,0,0,0,1,200000,,,,,,,,550,,110,1985,2,250000,60,10,10,10,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924176,2016,2,,,,,,,,,,,,,,,,,400,1,2,,2,,2,90,1978,1,120000,20,20,20,20,20,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924204,2008,1,1,,2008,1,1,0,0,0,0,0,0,0,1,130000,,,,,,,,250,,90,2005,2,100000,40,30,10,10,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924205,1958,1,1,,1958,1,0,0,0,0,0,0,0,0,3,10000,,,,,,,,80,,100,1900,1,20000,20,20,10,20,30,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924206,1985,1,1,,1982,1,1,0,0,0,0,0,0,0,1,93000,,,,,,,,350,,110,1982,2,100000,40,30,10,10,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924207,2004,1,1,,2004,1,1,0,0,0,0,0,0,0,1,100000,,,,,,,,400,,120,2002,2,140000,40,25,15,10,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,1,1,,,,2
924213,1968,1,1,,1968,1,1,0,0,0,0,0,0,0,1,30000,,,,,,,,250,,120,1960,1,70000,20,30,10,20,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924215,2010,1,1,,2010,1,0,0,0,0,0,0,0,0,5,15000,,,,,,,,250,,100,2008,1,60000,20,20,20,20,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924219,1987,1,1,,1973,1,0,0,0,0,0,0,0,0,2,30000,,,,,,,,400,,80,1973,1,130000,30,30,10,20,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924221,1991,1,1,,1991,1,1,0,0,0,0,0,0,0,1,30000,,,,,,,,200,,70,1987,1,70000,30,30,20,10,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924229,1933,1,1,,1950,1,0,0,0,0,0,0,0,0,3,10000,,,,,,,,100,,70,1927,1,30000,50,10,10,10,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924264,1969,1,1,,1965,0,1,1,0,0,0,0,0,0,1,25000,,,,,,,,400,,85,1962,2,75000,20,10,30,30,10,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924269,1990,1,1,,1989,1,0,0,0,0,0,0,0,0,5,25000,,,,,,,,300,,50,1989,1,45000,20,30,20,20,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,1,500,2,,,,,2,,,1,,2
924271,1995,1,1,,1995,1,0,0,0,0,0,0,0,0,1,35000,,,,,,,,400,,70,1990,1,85000,40,25,10,5,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924289,2016,1,1,,2015,1,0,0,0,0,0,0,0,0,1,90000,,,,,,,,450,,95,2014,2,80000,10,20,20,30,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,1,500,2,,2,,,,,2,,,2,2,2
924290,2019,1,1,,2018,1,0,0,0,0,0,0,0,0,1,80000,,,,,,,,450,,90,2014,2,70000,10,20,30,10,30,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,,3,1,2,,2,,1,3,1,,,,,,2,2,2
924292,1975,1,1,,1975,1,0,0,0,0,0,0,0,0,1,60000,,,,,,,,500,,70,1970,1,75000,20,30,10,20,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924294,1980,1,1,,1980,1,0,0,0,0,0,0,0,0,1,25000,,,,,,,,300,,45,1975,1,20000,20,20,30,20,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924301,1984,1,1,,1983,1,1,0,0,0,0,0,0,0,1,70000,,,,,,,,400,,70,1980,2,75000,10,20,30,20,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,1,500,2,,,,,2,,,2,2,2
924304,1962,1,1,,1962,1,0,0,0,0,0,0,0,0,3,50000,,,,,,,,400,,75,1955,2,65000,10,20,30,20,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924310,2000,1,1,,1988,1,0,0,0,0,0,0,0,0,1,60000,,,,,,,,400,,65,1985,1,65000,20,30,10,30,10,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,,2,2,2,,1,500,2,,,,,2,,,1,,2
924322,1962,1,1,,1962,1,0,0,0,0,0,0,0,0,1,65000,,,,,,,,450,,70,1960,2,75000,10,10,30,30,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924323,2001,1,1,,2000,1,0,0,0,0,0,0,0,0,3,80000,,,,,,,,400,,85,1985,1,90000,20,10,30,10,30,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,1,600,1,3,2,1,2,,,,,,2
924324,2002,1,1,,2000,1,1,0,0,0,0,0,0,0,2,70000,,,,,,,,350,,75,1998,2,70000,30,20,10,20,20,2,,2,,1,1,2,,2,,2,,2,,1,1,2,,2,,2,,2,,,2,2,2,,1,600,2,,,,,2,,,2,2,2
924482,1980,1,1,,1970,1,1,0,0,0,0,0,0,0,2,10000,,,,,,,,250,,90,1965,1,45000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924483,1960,1,2,66,1957,1,0,0,0,0,0,0,0,0,1,10000,2,,,,,,,300,,100,1955,1,60000,0,100,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924492,1981,1,1,,1980,1,1,0,0,0,0,0,0,0,1,40000,,,,,,,,400,,120,1960,1,90000,0,0,100,0,0,1,1,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924498,1966,1,1,,1965,1,1,0,0,0,0,0,0,0,2,10000,,,,,,,,280,,120,1965,1,60000,0,0,100,0,0,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924499,1980,1,1,,1978,1,1,0,0,0,0,0,0,0,1,12000,,,,,,,,900,,250,1978,2,300000,0,0,60,40,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924501,1965,1,1,,1965,1,0,0,0,0,0,0,0,0,5,20000,,,,,,,,400,,120,1960,1,90000,0,0,80,20,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924509,2020,2,,,,,,,,,,,,,,,,,250,1,2,,2,,1,80,1960,1,40000,0,0,100,0,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,1,2,3,1,2,,,,,,2
924513,2012,1,1,,2010,1,1,0,0,0,0,0,0,0,2,60000,,,,,,,,500,,150,2010,2,100000,0,0,60,40,0,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,,1,2,2,,2,,2,,,,,2,,,2,2,2
924535,1980,1,1,,1980,1,0,0,0,0,0,0,0,0,1,100000,,,,,,,,600,,140,1975,2,300000,0,0,100,0,0,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924539,1975,1,1,,1967,1,0,0,0,0,0,0,0,0,1,100000,,,,,,,,500,,140,1965,2,250000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924546,1999,1,1,,1996,1,1,0,0,0,0,0,0,0,2,90000,,,,,,,,700,,140,1988,2,220000,0,100,0,0,0,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,1,1,,,,2
924557,2011,1,1,,2007,1,0,0,0,0,0,0,0,0,1,60000,,,,,,,,300,,95,1960,1,90000,0,0,100,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924562,1995,1,1,,1995,1,0,0,0,0,0,0,0,0,3,40000,,,,,,,,200,,100,1900,2,50000,100,0,0,0,0,2,,1,2,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924572,1972,1,1,,1972,1,1,0,0,0,0,0,0,0,5,25000,,,,,,,,100,,80,1972,1,20000,100,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924580,1996,2,,,,,,,,,,,,,,,,,50,4,1,150,4,,2,70,1980,1,17500,70,30,0,0,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924583,1978,1,1,,1978,1,0,0,0,0,0,0,0,0,5,30000,,,,,,,,25,,120,1978,2,100000,100,0,0,0,0,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924606,2016,1,1,,1958,1,0,0,0,0,0,0,0,0,3,5000,,,,,,,,500,,80,1957,2,200000,20,10,30,30,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924612,1990,1,1,,1990,1,1,0,0,0,0,0,0,0,5,120000,,,,,,,,700,,200,1985,2,200000,15,15,20,25,25,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924619,1947,1,1,,1947,1,0,0,0,0,0,0,0,0,3,5000,,,,,,,,400,,100,1940,1,150000,20,20,20,20,20,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924622,1980,1,1,,1980,1,1,0,0,0,0,0,0,0,1,80000,,,,,,,,300,,80,1975,2,80000,20,20,20,20,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924656,1962,1,1,,1990,1,0,0,0,0,0,0,0,0,2,35000,,,,,,,,500,,110,1960,1,130000,0,0,0,100,0,1,2,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924676,2010,2,,,,,,,,,,,,,,,,,572,1,2,,2,,2,110,2000,2,250000,0,25,50,25,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,1,800,2,,,,,2,,,2,2,2
924687,2008,4,,,,,,,,,,,,,,,,,,,,,1,200,,55,1960,1,40000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,1,4000,1,3,1,,,,,,2,2,2
924701,1967,1,1,,2010,1,0,0,0,0,0,0,0,0,3,20000,,,,,,,,150,,30,1880,1,40000,0,0,80,5,15,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924706,1961,1,2,50,2018,1,0,0,0,0,0,0,0,0,3,100000,2,,,,,,,250,,150,1958,2,100000,100,0,0,0,0,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924708,2010,1,1,,2010,1,1,0,0,0,0,0,0,0,1,35000,,,,,,,,150,,80,1995,1,40000,80,20,0,0,0,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924710,2008,1,1,,2008,1,1,0,0,0,0,0,0,0,5,120000,,,,,,,,400,,140,2008,2,60000,40,60,0,0,0,1,1,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,1,3,1,,,,,,2,2,2
924756,1982,1,1,,1982,1,1,0,0,0,0,0,0,0,1,43000,,,,,,,,350,,120,1982,2,250000,5,5,80,5,5,1,1,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924759,1985,1,1,,1985,1,1,0,0,0,0,0,0,0,2,52000,,,,,,,,800,,115,1962,2,280000,0,0,0,0,100,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,1,1,,1,2,2,,2,,2,,,,,1,1,,,,2
924793,2000,1,1,,1998,0,1,0,0,0,0,0,0,0,4,40000,,,,,,,,300,,70,1958,2,65000,80,20,0,0,0,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924794,2004,1,1,,2004,1,1,0,0,0,0,0,0,0,1,77000,,,,,,,,300,,78,1965,1,90000,0,0,100,0,0,2,,2,,1,1,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,2,,2,,2,,,,,2,,,2,2,1
924800,1984,1,1,,1984,1,0,0,0,0,0,0,0,0,3,50000,,,,,,,,200,,80,1984,1,65000,10,80,10,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,1,10000,2,,,,,2,,,2,2,2
924836,1977,1,1,,1977,1,1,0,0,0,0,0,0,0,5,30000,,,,,,,,100,,110,1976,2,50000,100,0,0,0,0,1,1,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,1,2
924840,2010,2,,,,1,0,0,0,0,0,0,0,0,,,,,200,3,1,300,2,,2,100,1990,2,100000,0,0,0,50,50,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924841,1996,5,,,,,,,,,,,,,,,,,,,,,1,250,,110,1980,1,130000,20,20,20,40,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924844,1961,1,1,,1961,1,0,0,0,0,0,0,0,0,5,15000,,,,,,,,250,,100,1961,1,70000,0,0,0,60,40,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924936,1986,1,1,,1985,1,1,0,0,0,0,0,0,0,5,80000,,,,,,,,300,,115,1985,2,110000,0,25,50,25,0,2,,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
924992,2006,2,,,,,,,,,,,,,,,,,150,4,1,300,4,,2,120,1975,2,150000,80,20,0,0,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,1,2,3,1,2,,,,,,2
925011,2001,4,,,,,,,,,,,,,,,,,,,,,1,300,,100,1970,1,50000,20,20,60,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,1,2,3,1,2,,,,,,2
925015,2020,4,,,,1,0,0,0,0,0,0,0,0,,,,,,,,,1,400,,100,1965,1,120000,30,40,30,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,1,1000,2,,,,,2,,,2,2,2
925027,1990,1,1,,1991,0,1,0,0,0,0,0,0,0,4,40000,,,,,,,,400,,100,1988,2,150000,30,20,20,15,15,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
925029,1996,1,1,,1994,1,1,0,0,0,0,0,0,0,5,180000,,,,,,,,500,,200,1994,2,250000,10,10,60,15,5,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
925068,2000,1,1,,1996,0,1,0,0,0,0,0,0,0,5,20000,,,,,,,,200,,83,1996,1,50000,10,10,60,10,10,1,1,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
925111,1992,1,1,,2000,1,0,0,0,0,0,0,0,0,1,15000,,,,,,,,150,,80,1970,1,250000,10,30,60,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
925112,1967,1,1,,1964,1,0,0,0,0,0,0,0,0,3,100000,,,,,,,,250,,200,1963,2,150000,20,80,0,0,0,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
925114,1985,1,1,,1985,1,0,0,0,0,0,0,0,0,3,25000,,,,,,,,200,,100,1975,1,80000,20,30,30,20,0,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,1,2,3,1,2,,,,,,2
925115,1989,1,1,,1989,0,1,0,0,0,0,0,0,0,3,50000,,,,,,,,400,,120,1989,2,100000,20,50,30,0,0,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
925116,1978,1,1,,1978,1,0,0,0,0,0,0,0,0,1,5750,,,,,,,,200,,100,1930,2,80000,20,30,50,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
925117,2017,1,1,,1980,1,1,0,0,0,0,0,0,0,2,15000,,,,,,,,250,,100,1980,2,100000,0,0,100,0,0,2,,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,,1,2,2,,2,,1,2,3,1,2,,,,,,2
925118,1967,1,1,,1967,0,1,0,0,0,0,0,0,0,3,15000,,,,,,,,200,,70,1965,2,50000,30,40,30,0,0,1,1,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
925120,1973,1,1,,1965,1,0,0,0,0,0,0,0,0,3,10000,,,,,,,,300,,120,1965,2,50000,20,30,50,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
925201,1973,1,1,,1970,1,0,0,0,0,0,0,0,0,3,30000,,,,,,,,300,,120,1950,1,120000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
925204,2007,1,1,,2007,1,0,0,0,0,0,0,0,0,3,150000,,,,,,,,600,,180,1973,2,250000,0,0,100,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,1,1,,2,2,2
925216,2000,1,1,,2000,1,1,0,0,0,0,0,0,0,1,50000,,,,,,,,250,,200,2000,2,300000,0,0,100,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
925223,1988,1,1,,1988,1,0,0,0,0,0,0,0,0,3,150000,,,,,,,,300,,100,1970,2,150000,0,0,100,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
