NQUEST,RCDOM,RCDOMAN,RCACC,RCPATTOA,RCPATTOB,RCMES19,RCAMM19,RCMES20,RCAMM20,RCANNI,RCANNI1,MISCOVID3,MISCOVIDV3,MISCOVID4,MISCOVIDV4,MISCOVID5,MISCOVIDV5,VARRED,VARREDA,VARREDB,VARREDCOME1,VARREDCOME2,VARREDCOME3,VARREDCOME4,VARREDCOME5,VARREDCOME6,VARREDFINE,VARREDFINEA,VARREDFINEB,ASPRED,IMPCOVID1,IMPCOVID2,IMPCOVID3,IMPCOVID4,DOCSEZB
927696,1,3,2,,,,,,,,1,2,,2,,2,,3,,5000,2,2,2,2,1,1,4,,,1,2,1,2,2,2
927704,2,,,,,,,,,4,,2,,2,,2,,3,,5000,2,2,2,1,2,1,4,,,2,2,2,1,2,2
927709,2,,,,,,,,,2,,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
927716,2,,,,,,,,,2,,2,,,,2,,3,,400,2,2,2,2,2,2,2,,,1,2,2,2,2,2
927721,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
927798,2,,,,,,,,,,1,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
927802,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,1,2,1
927805,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
927814,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
927836,3,,,,,,,,,,,2,,2,,2,,2,,,,,,,,,3,,2000,1,2,2,2,2,2
927841,2,,,,,,,,,1,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
927843,2,,,,,,,,,1,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
927844,2,,,,,,,,,2,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
927851,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
927854,2,,,,,,,,,1,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
927866,2,,,,,,,,,1,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
927880,1,1,2,,,,,,,2,,2,,,,1,900,3,,500,1,2,2,2,2,1,4,,,1,2,2,2,2,2
927882,2,,,,,,,,,1,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
927910,1,3,1,2,2,6,500,12,500,,1,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,1
927917,2,,,,,,,,,,1,2,,,,2,,2,,,,,,,,,2,,,3,2,2,2,2,1
927941,2,,,,,,,,,1,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
927944,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
927946,2,,,,,,,,,2,,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
927983,2,,,,,,,,,2023,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
927988,2,,,,,,,,,0,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
927994,2,,,,,,,,,,1,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
928008,1,1,1,1,1,9,480,9,500,,1,2,,,,1,100,3,,400,2,2,2,2,2,1,2,,,3,2,2,2,2,2
928021,2,,,,,,,,,,1,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
928027,2,,,,,,,,,1,,2,,,,2,,2,,,,,,,,,2,,,3,2,2,2,2,2
928029,2,,,,,,,,,2,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
928034,1,2,2,,,,,,,1,,2,,,,1,300,2,,,,,,,,,2,,,3,2,2,2,2,2
928037,2,,,,,,,,,10,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
928068,2,,,,,,,,,1,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
928080,1,2,2,,,,,,,,1,2,,,,2,,3,,10000,1,2,2,1,1,1,2,,,1,2,2,2,2,2
928082,2,,,,,,,,,,1,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
928085,2,,,,,,,,,,1,2,,2,,2,,3,,12000,2,2,2,2,2,2,2,,,3,2,2,2,2,2
928117,2,,,,,,,,,5,,2,,2,,2,,2,,,,,,,,,3,,5000,3,2,2,1,2,2
928158,2,,,,,,,,,5,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,1,2,2
928161,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
928162,2,,,,,,,,,2,,2,,,,2,,2,,,,,,,,,2,,,3,2,2,2,2,2
928174,2,,,,,,,,,1,,2,,1,300,1,600,3,,6000,2,2,2,1,2,1,2,,,2,2,1,1,2,2
928179,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
928185,2,,,,,,,,,1,,2,,2,,1,600,2,,,,,,,,,2,,,2,2,2,1,2,2
928200,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
928204,2,,,,,,,,,,1,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
928212,3,,,,,,,,,,,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
928253,2,,,,,,,,,1,,2,,2,,2,,3,,2000,2,2,2,2,1,2,3,,2000,1,2,2,2,2,2
928256,2,,,,,,,,,1,,2,,,,2,,2,,,,,,,,,3,,400,1,2,2,2,2,2
928258,2,,,,,,,,,2,,2,,,,2,,3,,900,2,2,2,2,2,2,2,,,2,2,2,2,2,2
928261,1,3,2,,,,,,,1,,2,,2,,2,,3,,600,2,2,2,2,1,1,3,,1000,1,2,2,1,2,2
928267,2,,,,,,,,,2,,2,,2,,2,,3,,1500,2,2,2,2,1,1,3,,1500,2,2,2,2,2,2
928291,2,,,,,,,,,5,,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
928296,2,,,,,,,,,,1,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
928303,2,,,,,,,,,,1,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
928316,1,2,1,2,2,,,12,40,1,,2,,,,1,200,2,,,,,,,,,2,,,2,2,2,2,2,2
928322,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,3,2,2,2,2,2
928334,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
928339,2,,,,,,,,,5,,2,,2,,2,,3,,1500,2,2,2,2,2,2,2,,,1,2,2,2,2,2
928342,1,2,2,,,,,,,5,,2,,2,,1,100,3,,4000,2,2,2,1,1,1,3,,2000,1,2,1,1,2,2
928363,2,,,,,,,,,5,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
928391,2,,,,,,,,,5,,2,,2,,2,,4,,,,,,,,,3,,10000,4,2,2,1,2,2
928392,1,3,1,1,1,12,800,12,800,,1,2,,,,2,,3,,500,1,2,2,2,2,1,3,,500,4,2,2,2,2,2
928394,2,,,,,,,,,10,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
928439,2,,,,,,,,,,1,2,,2,,2,,1,6000,,,,,,,,1,6000,,2,1,2,2,2,2
928473,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
928497,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
928501,2,,,,,,,,,1,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,1
928503,2,,,,,,,,,10,,2,,2,,2,,3,,30000,2,2,2,2,2,2,2,,,2,2,2,2,2,2
930005,2,,,,,,,,,10,,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
930014,2,,,,,,,,,7,,2,,2,,2,,3,,15000,2,2,2,1,2,1,3,,10000,1,2,2,2,2,1
930016,2,,,,,,,,,15,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
930021,2,,,,,,,,,10,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
930023,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
930026,2,,,,,,,,,2,,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
930039,2,,,,,,,,,0,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
930045,2,,,,,,,,,,1,2,,2,,2,,4,,,,,,,,,4,,,4,2,2,2,2,2
930082,3,,,,,,,,,,,2,,,,2,,3,,200,2,2,2,2,2,2,4,,,1,2,2,2,2,2
930083,2,,,,,,,,,,1,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
930085,2,,,,,,,,,,1,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
930086,2,,,,,,,,,,1,2,,2,,2,,3,,12000,2,1,1,2,2,1,3,,3000,1,2,1,1,2,2
930088,1,3,1,1,1,12,750,12,750,10,,2,,,,1,500,3,,1500,2,2,2,2,2,1,3,,6000,2,2,2,2,2,2
930089,2,,,,,,,,,5,,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
930091,1,3,1,2,2,12,1000,12,1000,,1,1,3000,,,2,,3,,6000,2,2,2,2,2,2,3,,6000,1,2,2,2,2,2
930111,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,3,2,2,2,2,2
930113,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
930116,2,,,,,,,,,1,,2,,,,2,,2,,,,,,,,,2,,,4,2,2,2,2,2
930120,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
930124,2,,,,,,,,,2,,2,,2,,2,,3,,50000,2,2,2,1,2,2,3,,40000,1,2,2,1,2,2
930142,2,,,,,,,,,2,,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
930172,2,,,,,,,,,,1,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
930174,2,,,,,,,,,1,,2,,2,,2,,3,,40000,2,2,2,2,2,2,3,,100000,1,2,2,2,2,2
930176,2,,,,,,,,,10,,2,,,,2,,1,5000,,,,,,,,2,,,2,2,2,2,2,2
930192,2,,,,,,,,,4,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
930201,2,,,,,,,,,0,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
930220,2,,,,,,,,,2,,2,,,,2,,3,,50000,2,2,2,2,2,2,3,,50000,1,2,2,2,2,2
930236,2,,,,,,,,,4,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
930256,2,,,,,,,,,5,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
930257,2,,,,,,,,,2,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
930279,2,,,,,,,,,,1,2,,,,2,,2,,,,,,,,,2,,,3,2,2,2,2,2
930284,2,,,,,,,,,3,,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
930287,2,,,,,,,,,1,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
930301,2,,,,,,,,,8,,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,1
930323,2,,,,,,,,,3,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
930335,2,,,,,,,,,2,,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
930336,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
930337,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,3,,25000,1,2,2,1,2,2
930344,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,4,,,4,2,2,2,2,2
930364,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,4,2,2,2,2,2
930407,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,1,2,2
930413,2,,,,,,,,,3,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
930419,2,,,,,,,,,,1,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
930424,2,,,,,,,,,4,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
930432,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,4,2,2,2,2,2
930452,3,,,,,,,,,,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
930454,2,,,,,,,,,2,,2,,1,1200,2,,2,,,,,,,,,2,,,3,2,2,2,2,2
930476,2,,,,,,,,,2,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
930498,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
930528,2,,,,,,,,,,1,2,,,,2,,5,,,,,,,,,5,,,5,2,2,2,2,2
930548,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,1,1000,,1,2,2,2,2,2
930571,2,,,,,,,,,,1,1,1200,2,,2,,3,,5000,2,2,2,1,2,2,3,,5000,2,2,2,1,2,2
930576,2,,,,,,,,,4,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
930577,1,3,1,2,2,10,300,10,200,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
930580,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
930586,2,,,,,,,,,2,,2,,1,900,2,,4,,,,,,,,,2,,,4,2,2,1,2,2
930592,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,1,350000,,3,2,2,2,2,2
930603,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
930605,2,,,,,,,,,0,,2,,2,,2,,3,,6000,2,2,2,2,2,2,4,,,2,2,2,2,2,2
930606,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,4,,,4,2,2,2,2,2
930608,2,,,,,,,,,4,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
930632,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
930635,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,3,,2000,2,2,2,2,1,2
930656,2,,,,,,,,,5,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
930672,1,2,1,2,2,,,12,500,10,,2,,2,,2,,2,,,,,,,,,3,,1500,2,2,1,1,2,2
930677,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
930686,2,,,,,,,,,,1,1,1200,2,,2,,3,,5000,1,2,2,1,2,1,3,,6000,2,2,1,1,2,2
930708,2,,,,,,,,,5,,2,,2,,2,,2,,,,,,,,,2,,,4,2,2,2,2,2
930712,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
930722,2,,,,,,,,,6,,2,,2,,2,,3,,20000,2,2,2,2,2,2,3,,10000,1,2,1,1,2,1
930723,2,,,,,,,,,5,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
930724,2,,,,,,,,,6,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,1
930725,2,,,,,,,,,10,,2,,2,,2,,3,,11000,2,2,2,1,2,2,2,,,1,2,2,1,2,1
930726,2,,,,,,,,,10,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,1
930732,2,,,,,,,,,10,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
930743,2,,,,,,,,,0,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
930749,2,,,,,,,,,0,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
930753,2,,,,,,,,,0,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
930757,2,,,,,,,,,1,,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
930759,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,4,2,2,2,2,2
930770,2,,,,,,,,,,1,2,,,,2,,2,,,,,,,,,2,,,4,1,2,2,2,2
930775,2,,,,,,,,,0,,2,,2,,2,,5,,,,,,,,,5,,,5,2,2,2,2,2
930776,2,,,,,,,,,,1,2,,2,,1,250,4,,,,,,,,,2,,,4,2,1,2,2,2
930784,2,,,,,,,,,2,,2,,2,,2,,3,,50000,2,2,2,2,2,2,3,,50000,1,2,2,1,2,1
930793,2,,,,,,,,,2,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,1
930795,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
930804,2,,,,,,,,,2,,2,,,,2,,3,,400,2,2,2,2,2,2,3,,300,3,2,2,2,2,2
930806,2,,,,,,,,,,1,2,,2,,2,,5,,,,,,,,,5,,,5,2,2,2,2,2
930831,2,,,,,,,,,,1,2,,2,,2,,3,,500,2,2,2,2,2,2,4,,,4,2,2,2,2,2
930845,2,,,,,,,,,1,,2,,2,,2,,3,,40000,2,1,2,1,2,1,3,,30000,1,2,1,1,2,2
930846,2,,,,,,,,,,1,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
930862,1,3,2,,,,,,,0,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
930864,2,,,,,,,,,,1,2,,2,,2,,4,,,,,,,,,4,,,4,2,2,2,2,2
930865,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
930885,2,,,,,,,,,1,,2,,,,2,,3,,600,2,2,2,2,2,1,4,,,1,2,2,2,2,2
930886,2,,,,,,,,,2,,2,,,,2,,2,,,,,,,,,3,,1000,1,2,2,2,2,2
930888,2,,,,,,,,,2,,2,,,,2,,3,,40000,2,2,2,1,2,2,3,,20000,1,2,2,2,2,2
930901,2,,,,,,,,,0,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
930914,2,,,,,,,,,3,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,1,2,2
930938,2,,,,,,,,,,1,2,,2,,2,,3,,5000,2,2,2,2,2,1,3,,8000,1,2,2,2,2,1
930940,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
930943,2,,,,,,,,,1,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
930945,2,,,,,,,,,1,,2,,2,,2,,3,,1000,2,2,2,2,1,1,3,,1000,1,2,2,1,2,2
930946,2,,,,,,,,,2,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
930947,2,,,,,,,,,3,,2,,2,,2,,3,,2000,2,2,2,1,2,1,3,,2000,4,2,2,1,2,2
930953,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
930956,2,,,,,,,,,2,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
930960,2,,,,,,,,,1,,2,,2,,2,,4,,,,,,,,,2,,,1,2,2,1,2,2
930961,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
930981,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,1
930988,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
930997,2,,,,,,,,,2,,2,,,,2,,2,,,,,,,,,2,,,4,2,2,2,2,2
930999,2,,,,,,,,,2,,2,,,,1,250,2,,,,,,,,,2,,,1,2,2,2,2,2
931003,2,,,,,,,,,4,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
931037,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
931041,2,,,,,,,,,2,,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
931049,2,,,,,,,,,10,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,1,2,1
931071,2,,,,,,,,,,1,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
931083,2,,,,,,,,,,1,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
931085,2,,,,,,,,,,1,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
931119,2,,,,,,,,,2,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
931148,2,,,,,,,,,0,,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
931153,2,,,,,,,,,2,,2,,2,,2,,3,,7000,2,2,2,2,2,1,3,,6000,2,2,2,1,2,2
931168,2,,,,,,,,,1,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
931177,2,,,,,,,,,2,,2,,,,2,,2,,,,,,,,,2,,,4,2,2,2,2,2
931184,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
931187,2,,,,,,,,,2,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
931202,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
931209,2,,,,,,,,,3,,2,,2,,2,,2,,,,,,,,,2,,,4,2,2,2,2,2
931225,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,4,2,2,2,2,2
931229,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
931282,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
931285,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,3,,20000,1,2,1,2,2,2
931309,2,,,,,,,,,2,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
931323,2,,,,,,,,,5,,2,,2,,2,,2,,,,,,,,,2,,,3,2,2,2,2,1
931331,2,,,,,,,,,50,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
931349,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
931357,2,,,,,,,,,3,,2,,2,,2,,2,,,,,,,,,2,,,4,2,2,2,2,2
931377,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,1,2,1
931402,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
931412,1,2,2,,,,,,,2,,2,,2,,2,,3,,4000,2,2,2,2,2,2,3,,5000,1,1,2,2,2,2
931418,2,,,,,,,,,3,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
931426,2,,,,,,,,,,1,2,,2,,2,,3,,20000,2,2,2,2,2,2,2,,,2,2,2,2,2,2
931449,2,,,,,,,,,1,,2,,1,600,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
931473,2,,,,,,,,,2,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
931474,2,,,,,,,,,20,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
931480,2,,,,,,,,,,1,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
931487,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
931525,2,,,,,,,,,3,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
931532,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
931540,2,,,,,,,,,3,,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
931544,2,,,,,,,,,4,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
931553,2,,,,,,,,,0,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
931554,2,,,,,,,,,2,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
931562,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,3,,35000,1,1,2,2,2,1
931563,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,1,2,2
931565,2,,,,,,,,,10,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
931595,2,,,,,,,,,,1,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,1
931597,2,,,,,,,,,5,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
931610,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,1,2,2
931613,2,,,,,,,,,5,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
931615,2,,,,,,,,,0,,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
931624,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,3,2,2,2,2,2
931625,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,2,,,3,2,2,2,2,2
931629,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,3,2,2,2,2,2
931649,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
931654,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,3,,3000,1,2,2,1,2,2
931662,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
931686,2,,,,,,,,,,1,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
931688,2,,,,,,,,,3,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,1
931709,2,,,,,,,,,0,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
931715,2,,,,,,,,,1,,2,,2,,2,,3,,3000,2,2,2,1,1,1,2,,,2,2,1,1,2,2
931719,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,2,,,3,2,2,2,2,2
931726,2,,,,,,,,,10,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
931741,2,,,,,,,,,10,,2,,2,,2,,3,,50000,2,2,2,2,2,2,3,,30000,3,2,2,2,2,2
931763,2,,,,,,,,,,1,2,,2,,2,,3,,10000,2,2,2,2,2,2,3,,10000,1,2,2,1,2,2
931766,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
931768,3,,,,,,,,,,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
931784,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
931786,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,3,2,2,2,2,2
931795,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
931802,2,,,,,,,,,2,,2,,2,,2,,3,,48000,2,2,2,2,2,2,2,,,1,2,2,2,2,2
931834,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
931840,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,1,2,2
931870,2,,,,,,,,,2,,2,,2,,2,,3,,100000,2,2,2,2,2,1,2,,,1,1,2,2,2,2
931871,2,,,,,,,,,0,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
931881,2,,,,,,,,,10,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
931906,2,,,,,,,,,2,,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
931918,2,,,,,,,,,,1,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
931921,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
931923,2,,,,,,,,,5,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,1
931928,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
